GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUUEE001,AUUEE002,AUUEE003,NAME_M,AUUEM001,AUUEM002,AUUEM003
G0600750035102,2020-2024,CA,,,California,06,San Francisco County,075,,,035102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035102,,,06075035102,"Census Tract 351.02, San Francisco County, California",1259,930,329,"Census Tract 351.02, San Francisco County, California",133,133,78
G0600750035201,2020-2024,CA,,,California,06,San Francisco County,075,,,035201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035201,,,06075035201,"Census Tract 352.01, San Francisco County, California",1915,1309,606,"Census Tract 352.01, San Francisco County, California",138,170,121
G0600750035202,2020-2024,CA,,,California,06,San Francisco County,075,,,035202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035202,,,06075035202,"Census Tract 352.02, San Francisco County, California",1677,568,1109,"Census Tract 352.02, San Francisco County, California",201,162,206
G0600750035300,2020-2024,CA,,,California,06,San Francisco County,075,,,035300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035300,,,06075035300,"Census Tract 353, San Francisco County, California",2537,1818,719,"Census Tract 353, San Francisco County, California",279,373,261
G0600750035400,2020-2024,CA,,,California,06,San Francisco County,075,,,035400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035400,,,06075035400,"Census Tract 354, San Francisco County, California",2477,1878,599,"Census Tract 354, San Francisco County, California",290,344,178
G0600750040100,2020-2024,CA,,,California,06,San Francisco County,075,,,040100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075040100,,,06075040100,"Census Tract 401, San Francisco County, California",1742,709,1033,"Census Tract 401, San Francisco County, California",184,175,180
G0600750040200,2020-2024,CA,,,California,06,San Francisco County,075,,,040200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075040200,,,06075040200,"Census Tract 402, San Francisco County, California",2213,716,1497,"Census Tract 402, San Francisco County, California",320,271,271
G0600750042601,2020-2024,CA,,,California,06,San Francisco County,075,,,042601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075042601,,,06075042601,"Census Tract 426.01, San Francisco County, California",1735,466,1269,"Census Tract 426.01, San Francisco County, California",159,136,161
G0600750042602,2020-2024,CA,,,California,06,San Francisco County,075,,,042602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075042602,,,06075042602,"Census Tract 426.02, San Francisco County, California",1367,495,872,"Census Tract 426.02, San Francisco County, California",125,132,146
G0600750042700,2020-2024,CA,,,California,06,San Francisco County,075,,,042700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075042700,,,06075042700,"Census Tract 427, San Francisco County, California",2707,590,2117,"Census Tract 427, San Francisco County, California",271,205,264
G0600750042800,2020-2024,CA,,,California,06,San Francisco County,075,,,042800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075042800,,,06075042800,"Census Tract 428, San Francisco County, California",959,734,225,"Census Tract 428, San Francisco County, California",102,83,86
G0600750045100,2020-2024,CA,,,California,06,San Francisco County,075,,,045100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075045100,,,06075045100,"Census Tract 451, San Francisco County, California",1904,482,1422,"Census Tract 451, San Francisco County, California",273,116,272
G0600750045201,2020-2024,CA,,,California,06,San Francisco County,075,,,045201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075045201,,,06075045201,"Census Tract 452.01, San Francisco County, California",1324,674,650,"Census Tract 452.01, San Francisco County, California",90,140,114
G0600750045202,2020-2024,CA,,,California,06,San Francisco County,075,,,045202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075045202,,,06075045202,"Census Tract 452.02, San Francisco County, California",1489,425,1064,"Census Tract 452.02, San Francisco County, California",275,94,277
G0600750047600,2020-2024,CA,,,California,06,San Francisco County,075,,,047600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047600,,,06075047600,"Census Tract 476, San Francisco County, California",2230,1024,1206,"Census Tract 476, San Francisco County, California",265,204,310
G0600750047701,2020-2024,CA,,,California,06,San Francisco County,075,,,047701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047701,,,06075047701,"Census Tract 477.01, San Francisco County, California",2002,926,1076,"Census Tract 477.01, San Francisco County, California",187,222,159
G0600750047702,2020-2024,CA,,,California,06,San Francisco County,075,,,047702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047702,,,06075047702,"Census Tract 477.02, San Francisco County, California",1552,608,944,"Census Tract 477.02, San Francisco County, California",219,128,212
G0600750047801,2020-2024,CA,,,California,06,San Francisco County,075,,,047801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047801,,,06075047801,"Census Tract 478.01, San Francisco County, California",1732,891,841,"Census Tract 478.01, San Francisco County, California",146,170,143
G0600750047802,2020-2024,CA,,,California,06,San Francisco County,075,,,047802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047802,,,06075047802,"Census Tract 478.02, San Francisco County, California",1418,685,733,"Census Tract 478.02, San Francisco County, California",183,128,173
G0600750047902,2020-2024,CA,,,California,06,San Francisco County,075,,,047902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047902,,,06075047902,"Census Tract 479.02, San Francisco County, California",1514,774,740,"Census Tract 479.02, San Francisco County, California",193,135,191
G0600750047903,2020-2024,CA,,,California,06,San Francisco County,075,,,047903,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047903,,,06075047903,"Census Tract 479.03, San Francisco County, California",1405,897,508,"Census Tract 479.03, San Francisco County, California",182,136,175
G0600750047904,2020-2024,CA,,,California,06,San Francisco County,075,,,047904,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047904,,,06075047904,"Census Tract 479.04, San Francisco County, California",1380,695,685,"Census Tract 479.04, San Francisco County, California",387,371,196
G0600750060100,2020-2024,CA,,,California,06,San Francisco County,075,,,060100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060100,,,06075060100,"Census Tract 601, San Francisco County, California",1346,9,1337,"Census Tract 601, San Francisco County, California",155,14,153
G0600750060400,2020-2024,CA,,,California,06,San Francisco County,075,,,060400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060400,,,06075060400,"Census Tract 604, San Francisco County, California",1124,342,782,"Census Tract 604, San Francisco County, California",120,82,129
G0600750060502,2020-2024,CA,,,California,06,San Francisco County,075,,,060502,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060502,,,06075060502,"Census Tract 605.02, San Francisco County, California",800,236,564,"Census Tract 605.02, San Francisco County, California",131,80,140
G0600750060701,2020-2024,CA,,,California,06,San Francisco County,075,,,060701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060701,,,06075060701,"Census Tract 607.01, San Francisco County, California",3635,1308,2327,"Census Tract 607.01, San Francisco County, California",304,325,325
G0600750060702,2020-2024,CA,,,California,06,San Francisco County,075,,,060702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060702,,,06075060702,"Census Tract 607.02, San Francisco County, California",1428,333,1095,"Census Tract 607.02, San Francisco County, California",120,107,135
G0600750060703,2020-2024,CA,,,California,06,San Francisco County,075,,,060703,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060703,,,06075060703,"Census Tract 607.03, San Francisco County, California",2807,1059,1748,"Census Tract 607.03, San Francisco County, California",361,256,330
G0600750061000,2020-2024,CA,,,California,06,San Francisco County,075,,,061000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061000,,,06075061000,"Census Tract 610, San Francisco County, California",1588,1105,483,"Census Tract 610, San Francisco County, California",185,228,128
G0600750061101,2020-2024,CA,,,California,06,San Francisco County,075,,,061101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061101,,,06075061101,"Census Tract 611.01, San Francisco County, California",862,65,797,"Census Tract 611.01, San Francisco County, California",187,53,175
G0600750061102,2020-2024,CA,,,California,06,San Francisco County,075,,,061102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061102,,,06075061102,"Census Tract 611.02, San Francisco County, California",928,162,766,"Census Tract 611.02, San Francisco County, California",110,108,134
G0600750061200,2020-2024,CA,,,California,06,San Francisco County,075,,,061200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061200,,,06075061200,"Census Tract 612, San Francisco County, California",1197,577,620,"Census Tract 612, San Francisco County, California",127,158,163
G0600750061401,2020-2024,CA,,,California,06,San Francisco County,075,,,061401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061401,,,06075061401,"Census Tract 614.01, San Francisco County, California",1313,927,386,"Census Tract 614.01, San Francisco County, California",188,186,111
G0600750061402,2020-2024,CA,,,California,06,San Francisco County,075,,,061402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061402,,,06075061402,"Census Tract 614.02, San Francisco County, California",1228,451,777,"Census Tract 614.02, San Francisco County, California",263,164,213
G0600750061501,2020-2024,CA,,,California,06,San Francisco County,075,,,061501,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061501,,,06075061501,"Census Tract 615.01, San Francisco County, California",1314,783,531,"Census Tract 615.01, San Francisco County, California",401,392,147
G0600750061502,2020-2024,CA,,,California,06,San Francisco County,075,,,061502,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061502,,,06075061502,"Census Tract 615.02, San Francisco County, California",1556,346,1210,"Census Tract 615.02, San Francisco County, California",426,141,408
G0600750061503,2020-2024,CA,,,California,06,San Francisco County,075,,,061503,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061503,,,06075061503,"Census Tract 615.03, San Francisco County, California",2087,244,1843,"Census Tract 615.03, San Francisco County, California",388,140,368
G0600750061504,2020-2024,CA,,,California,06,San Francisco County,075,,,061504,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061504,,,06075061504,"Census Tract 615.04, San Francisco County, California",1233,371,862,"Census Tract 615.04, San Francisco County, California",215,154,178
G0600750061505,2020-2024,CA,,,California,06,San Francisco County,075,,,061505,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061505,,,06075061505,"Census Tract 615.05, San Francisco County, California",506,299,207,"Census Tract 615.05, San Francisco County, California",61,82,75
G0600750061506,2020-2024,CA,,,California,06,San Francisco County,075,,,061506,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061506,,,06075061506,"Census Tract 615.06, San Francisco County, California",2587,1118,1469,"Census Tract 615.06, San Francisco County, California",496,405,397
G0600750061507,2020-2024,CA,,,California,06,San Francisco County,075,,,061507,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061507,,,06075061507,"Census Tract 615.07, San Francisco County, California",789,213,576,"Census Tract 615.07, San Francisco County, California",124,59,132
G0600750061508,2020-2024,CA,,,California,06,San Francisco County,075,,,061508,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061508,,,06075061508,"Census Tract 615.08, San Francisco County, California",1197,356,841,"Census Tract 615.08, San Francisco County, California",168,206,168
G0600750980200,2020-2024,CA,,,California,06,San Francisco County,075,,,980200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075980200,,,06075980200,"Census Tract 9802, San Francisco County, California",0,0,0,"Census Tract 9802, San Francisco County, California",14,14,14
G0600750980300,2020-2024,CA,,,California,06,San Francisco County,075,,,980300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075980300,,,06075980300,"Census Tract 9803, San Francisco County, California",46,0,46,"Census Tract 9803, San Francisco County, California",25,14,25
G0600750980401,2020-2024,CA,,,California,06,San Francisco County,075,,,980401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075980401,,,06075980401,"Census Tract 9804.01, San Francisco County, California",0,0,0,"Census Tract 9804.01, San Francisco County, California",14,14,14
G0600750980501,2020-2024,CA,,,California,06,San Francisco County,075,,,980501,,,,,,,,,,,,,,,,,,,,,,,1400000US06075980501,,,06075980501,"Census Tract 9805.01, San Francisco County, California",115,0,115,"Census Tract 9805.01, San Francisco County, California",48,14,48
G0600750980600,2020-2024,CA,,,California,06,San Francisco County,075,,,980600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075980600,,,06075980600,"Census Tract 9806, San Francisco County, California",577,382,195,"Census Tract 9806, San Francisco County, California",72,76,60
G0600750980900,2020-2024,CA,,,California,06,San Francisco County,075,,,980900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075980900,,,06075980900,"Census Tract 9809, San Francisco County, California",238,23,215,"Census Tract 9809, San Francisco County, California",77,25,73
G0600750990100,2020-2024,CA,,,California,06,San Francisco County,075,,,990100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075990100,,,06075990100,"Census Tract 9901, San Francisco County, California",0,0,0,"Census Tract 9901, San Francisco County, California",14,14,14
G0600750990200,2020-2024,CA,,,California,06,San Francisco County,075,,,990200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075990200,,,06075990200,"Census Tract 9902, San Francisco County, California",0,0,0,"Census Tract 9902, San Francisco County, California",14,14,14
