GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO7E001,AUO7E002,AUO7E003,AUO7E004,AUO7E005,AUO7E006,AUO7E007,AUO7E008,AUO7E009,AUO7E010,NAME_M,AUO7M001,AUO7M002,AUO7M003,AUO7M004,AUO7M005,AUO7M006,AUO7M007,AUO7M008,AUO7M009,AUO7M010
G0600750026202,2020-2024,CA,,,California,06,San Francisco County,075,,,026202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026202,,,06075026202,"Census Tract 262.02, San Francisco County, California",3706,482,46,63,2666,7,164,278,267,11,"Census Tract 262.02, San Francisco County, California",635,133,42,97,658,14,129,146,145,18
G0600750026301,2020-2024,CA,,,California,06,San Francisco County,075,,,026301,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026301,,,06075026301,"Census Tract 263.01, San Francisco County, California",5019,777,43,0,2958,46,693,502,412,90,"Census Tract 263.01, San Francisco County, California",755,328,66,19,626,71,418,233,230,106
G0600750026302,2020-2024,CA,,,California,06,San Francisco County,075,,,026302,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026302,,,06075026302,"Census Tract 263.02, San Francisco County, California",4302,494,166,63,2229,9,917,424,307,117,"Census Tract 263.02, San Francisco County, California",572,198,119,95,471,16,292,214,182,73
G0600750026303,2020-2024,CA,,,California,06,San Francisco County,075,,,026303,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026303,,,06075026303,"Census Tract 263.03, San Francisco County, California",4600,497,20,35,3275,14,270,489,395,94,"Census Tract 263.03, San Francisco County, California",636,236,10,45,510,29,344,339,302,72
G0600750026401,2020-2024,CA,,,California,06,San Francisco County,075,,,026401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026401,,,06075026401,"Census Tract 264.01, San Francisco County, California",3194,300,340,25,1873,94,305,257,147,110,"Census Tract 264.01, San Francisco County, California",498,299,115,38,402,124,169,153,106,125
G0600750026402,2020-2024,CA,,,California,06,San Francisco County,075,,,026402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026402,,,06075026402,"Census Tract 264.02, San Francisco County, California",4660,1012,208,10,2602,45,395,388,220,168,"Census Tract 264.02, San Francisco County, California",1346,950,127,17,751,53,288,192,156,102
G0600750026403,2020-2024,CA,,,California,06,San Francisco County,075,,,026403,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026403,,,06075026403,"Census Tract 264.03, San Francisco County, California",3685,273,238,0,2575,0,422,177,95,82,"Census Tract 264.03, San Francisco County, California",594,189,211,14,600,14,307,159,129,89
G0600750026404,2020-2024,CA,,,California,06,San Francisco County,075,,,026404,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026404,,,06075026404,"Census Tract 264.04, San Francisco County, California",2422,164,177,0,1518,0,354,209,137,72,"Census Tract 264.04, San Francisco County, California",294,95,86,14,280,14,174,158,128,63
G0600750030101,2020-2024,CA,,,California,06,San Francisco County,075,,,030101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030101,,,06075030101,"Census Tract 301.01, San Francisco County, California",4389,1988,93,49,1480,10,163,606,306,300,"Census Tract 301.01, San Francisco County, California",666,371,122,56,569,20,118,236,160,174
G0600750030102,2020-2024,CA,,,California,06,San Francisco County,075,,,030102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030102,,,06075030102,"Census Tract 301.02, San Francisco County, California",5120,2648,288,0,1433,0,111,640,207,433,"Census Tract 301.02, San Francisco County, California",413,503,193,19,430,19,69,278,104,263
G0600750030201,2020-2024,CA,,,California,06,San Francisco County,075,,,030201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030201,,,06075030201,"Census Tract 302.01, San Francisco County, California",3841,2051,25,0,1036,0,507,222,88,134,"Census Tract 302.01, San Francisco County, California",649,384,30,14,206,14,480,111,71,90
G0600750030202,2020-2024,CA,,,California,06,San Francisco County,075,,,030202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030202,,,06075030202,"Census Tract 302.02, San Francisco County, California",4082,1992,65,0,1341,0,164,520,90,430,"Census Tract 302.02, San Francisco County, California",614,455,55,14,421,14,171,240,70,219
G0600750030301,2020-2024,CA,,,California,06,San Francisco County,075,,,030301,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030301,,,06075030301,"Census Tract 303.01, San Francisco County, California",6160,2702,115,0,2419,0,60,864,603,261,"Census Tract 303.01, San Francisco County, California",745,587,118,19,561,19,66,413,384,142
G0600750030302,2020-2024,CA,,,California,06,San Francisco County,075,,,030302,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030302,,,06075030302,"Census Tract 303.02, San Francisco County, California",3552,1381,82,9,1661,0,120,299,79,220,"Census Tract 303.02, San Francisco County, California",398,347,79,13,330,14,88,122,72,111
G0600750030400,2020-2024,CA,,,California,06,San Francisco County,075,,,030400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030400,,,06075030400,"Census Tract 304, San Francisco County, California",5116,1670,51,18,2479,0,413,485,221,264,"Census Tract 304, San Francisco County, California",523,260,47,27,426,19,374,226,208,115
G0600750030500,2020-2024,CA,,,California,06,San Francisco County,075,,,030500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030500,,,06075030500,"Census Tract 305, San Francisco County, California",3641,1696,321,3,924,0,185,512,356,156,"Census Tract 305, San Francisco County, California",393,314,196,10,196,14,126,237,226,94
G0600750030600,2020-2024,CA,,,California,06,San Francisco County,075,,,030600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030600,,,06075030600,"Census Tract 306, San Francisco County, California",2258,1196,27,0,613,0,18,404,173,231,"Census Tract 306, San Francisco County, California",318,176,36,14,128,14,18,155,113,99
G0600750030700,2020-2024,CA,,,California,06,San Francisco County,075,,,030700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030700,,,06075030700,"Census Tract 307, San Francisco County, California",6624,3677,24,59,2198,13,57,596,274,322,"Census Tract 307, San Francisco County, California",586,525,49,62,582,20,69,273,189,165
G0600750030800,2020-2024,CA,,,California,06,San Francisco County,075,,,030800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030800,,,06075030800,"Census Tract 308, San Francisco County, California",5694,3090,110,0,1518,15,33,928,487,441,"Census Tract 308, San Francisco County, California",1153,1150,97,19,245,26,38,430,330,228
G0600750030900,2020-2024,CA,,,California,06,San Francisco County,075,,,030900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030900,,,06075030900,"Census Tract 309, San Francisco County, California",6548,2638,35,150,2332,0,123,1270,216,1054,"Census Tract 309, San Francisco County, California",904,577,34,166,512,19,110,500,215,442
G0600750031000,2020-2024,CA,,,California,06,San Francisco County,075,,,031000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031000,,,06075031000,"Census Tract 310, San Francisco County, California",4374,1964,293,0,1312,0,481,324,135,189,"Census Tract 310, San Francisco County, California",555,423,181,14,313,14,441,137,70,114
G0600750031100,2020-2024,CA,,,California,06,San Francisco County,075,,,031100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031100,,,06075031100,"Census Tract 311, San Francisco County, California",6073,2537,195,0,2312,0,430,599,334,265,"Census Tract 311, San Francisco County, California",901,447,147,19,714,19,192,249,179,142
G0600750031201,2020-2024,CA,,,California,06,San Francisco County,075,,,031201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031201,,,06075031201,"Census Tract 312.01, San Francisco County, California",6176,1217,250,32,3701,0,433,543,379,164,"Census Tract 312.01, San Francisco County, California",1173,286,170,34,1061,19,218,275,255,123
G0600750031202,2020-2024,CA,,,California,06,San Francisco County,075,,,031202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031202,,,06075031202,"Census Tract 312.02, San Francisco County, California",2869,289,86,0,2028,0,341,125,44,81,"Census Tract 312.02, San Francisco County, California",408,100,52,14,381,14,153,72,46,55
G0600750031301,2020-2024,CA,,,California,06,San Francisco County,075,,,031301,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031301,,,06075031301,"Census Tract 313.01, San Francisco County, California",3697,752,317,0,2097,0,147,384,258,126,"Census Tract 313.01, San Francisco County, California",590,244,204,14,538,14,120,136,116,71
G0600750031302,2020-2024,CA,,,California,06,San Francisco County,075,,,031302,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031302,,,06075031302,"Census Tract 313.02, San Francisco County, California",4890,779,271,0,2646,22,728,444,109,335,"Census Tract 313.02, San Francisco County, California",533,254,170,14,480,36,485,239,100,226
G0600750031401,2020-2024,CA,,,California,06,San Francisco County,075,,,031401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031401,,,06075031401,"Census Tract 314.01, San Francisco County, California",2533,216,197,117,1475,0,335,193,82,111,"Census Tract 314.01, San Francisco County, California",396,157,113,127,335,14,206,83,62,83
G0600750031402,2020-2024,CA,,,California,06,San Francisco County,075,,,031402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031402,,,06075031402,"Census Tract 314.02, San Francisco County, California",4199,682,736,0,1900,9,449,423,265,158,"Census Tract 314.02, San Francisco County, California",697,372,329,14,375,14,345,351,303,195
G0600750032601,2020-2024,CA,,,California,06,San Francisco County,075,,,032601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032601,,,06075032601,"Census Tract 326.01, San Francisco County, California",4338,1575,41,25,1937,1,71,688,366,322,"Census Tract 326.01, San Francisco County, California",597,327,46,39,402,5,77,329,279,175
G0600750032602,2020-2024,CA,,,California,06,San Francisco County,075,,,032602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032602,,,06075032602,"Census Tract 326.02, San Francisco County, California",4118,1243,225,0,1925,6,123,596,128,468,"Census Tract 326.02, San Francisco County, California",522,240,240,14,376,45,107,286,103,262
G0600750032700,2020-2024,CA,,,California,06,San Francisco County,075,,,032700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032700,,,06075032700,"Census Tract 327, San Francisco County, California",6573,1791,11,8,3491,0,501,771,197,574,"Census Tract 327, San Francisco County, California",909,534,18,17,729,19,325,274,162,278
G0600750032801,2020-2024,CA,,,California,06,San Francisco County,075,,,032801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032801,,,06075032801,"Census Tract 328.01, San Francisco County, California",4021,778,13,0,2791,0,148,291,120,171,"Census Tract 328.01, San Francisco County, California",778,209,14,14,767,14,109,158,86,136
G0600750032802,2020-2024,CA,,,California,06,San Francisco County,075,,,032802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032802,,,06075032802,"Census Tract 328.02, San Francisco County, California",4268,1101,103,0,2626,158,22,258,69,189,"Census Tract 328.02, San Francisco County, California",750,300,131,14,725,189,29,175,51,165
G0600750032901,2020-2024,CA,,,California,06,San Francisco County,075,,,032901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032901,,,06075032901,"Census Tract 329.01, San Francisco County, California",6013,1184,225,0,3805,83,48,668,89,579,"Census Tract 329.01, San Francisco County, California",770,357,265,19,584,134,44,427,94,416
G0600750032902,2020-2024,CA,,,California,06,San Francisco County,075,,,032902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075032902,,,06075032902,"Census Tract 329.02, San Francisco County, California",3720,668,41,9,2568,11,77,346,268,78,"Census Tract 329.02, San Francisco County, California",784,215,33,18,747,22,102,190,178,65
G0600750033001,2020-2024,CA,,,California,06,San Francisco County,075,,,033001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033001,,,06075033001,"Census Tract 330.01, San Francisco County, California",3911,703,3,0,2582,0,195,428,265,163,"Census Tract 330.01, San Francisco County, California",589,141,18,14,694,14,139,271,237,168
G0600750033002,2020-2024,CA,,,California,06,San Francisco County,075,,,033002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033002,,,06075033002,"Census Tract 330.02, San Francisco County, California",4015,1707,25,23,1757,0,84,419,114,305,"Census Tract 330.02, San Francisco County, California",542,618,34,35,337,14,65,175,87,174
G0600750033100,2020-2024,CA,,,California,06,San Francisco County,075,,,033100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033100,,,06075033100,"Census Tract 331, San Francisco County, California",3755,1097,64,0,2279,10,24,281,24,257,"Census Tract 331, San Francisco County, California",489,317,67,14,372,16,25,164,36,168
G0600750033201,2020-2024,CA,,,California,06,San Francisco County,075,,,033201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033201,,,06075033201,"Census Tract 332.01, San Francisco County, California",3316,990,294,55,1057,18,446,456,234,222,"Census Tract 332.01, San Francisco County, California",429,166,162,57,344,22,169,133,104,78
G0600750033203,2020-2024,CA,,,California,06,San Francisco County,075,,,033203,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033203,,,06075033203,"Census Tract 332.03, San Francisco County, California",2895,735,259,52,1261,0,259,329,84,245,"Census Tract 332.03, San Francisco County, California",490,210,174,71,424,14,160,245,56,239
G0600750033204,2020-2024,CA,,,California,06,San Francisco County,075,,,033204,,,,,,,,,,,,,,,,,,,,,,,1400000US06075033204,,,06075033204,"Census Tract 332.04, San Francisco County, California",3816,871,494,39,1226,7,298,881,680,201,"Census Tract 332.04, San Francisco County, California",702,389,297,43,539,13,216,351,330,112
G0600750035101,2020-2024,CA,,,California,06,San Francisco County,075,,,035101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035101,,,06075035101,"Census Tract 351.01, San Francisco County, California",3748,1820,132,0,1422,0,85,289,94,195,"Census Tract 351.01, San Francisco County, California",941,712,133,14,231,14,78,148,99,111
G0600750035102,2020-2024,CA,,,California,06,San Francisco County,075,,,035102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035102,,,06075035102,"Census Tract 351.02, San Francisco County, California",3755,1151,0,1,2377,0,26,200,143,57,"Census Tract 351.02, San Francisco County, California",479,356,14,2,388,14,29,115,103,49
G0600750035201,2020-2024,CA,,,California,06,San Francisco County,075,,,035201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035201,,,06075035201,"Census Tract 352.01, San Francisco County, California",5020,1737,32,0,2649,0,114,488,270,218,"Census Tract 352.01, San Francisco County, California",792,200,30,19,520,19,69,312,191,157
G0600750035202,2020-2024,CA,,,California,06,San Francisco County,075,,,035202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035202,,,06075035202,"Census Tract 352.02, San Francisco County, California",4188,1571,90,0,1702,0,112,713,531,182,"Census Tract 352.02, San Francisco County, California",677,332,132,14,359,14,83,482,469,78
G0600750035300,2020-2024,CA,,,California,06,San Francisco County,075,,,035300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035300,,,06075035300,"Census Tract 353, San Francisco County, California",6525,2163,6,1,3536,59,550,210,87,123,"Census Tract 353, San Francisco County, California",739,514,10,4,569,80,484,147,87,104
G0600750035400,2020-2024,CA,,,California,06,San Francisco County,075,,,035400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075035400,,,06075035400,"Census Tract 354, San Francisco County, California",7140,2187,76,43,2927,0,77,1830,570,1260,"Census Tract 354, San Francisco County, California",1424,379,107,48,339,19,63,1281,300,1253
G0600750040100,2020-2024,CA,,,California,06,San Francisco County,075,,,040100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075040100,,,06075040100,"Census Tract 401, San Francisco County, California",4315,1912,8,0,1518,0,20,857,537,320,"Census Tract 401, San Francisco County, California",813,379,17,14,337,14,32,566,546,152
G0600750040200,2020-2024,CA,,,California,06,San Francisco County,075,,,040200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075040200,,,06075040200,"Census Tract 402, San Francisco County, California",4719,2488,51,0,1592,0,92,496,157,339,"Census Tract 402, San Francisco County, California",690,442,57,14,592,14,107,237,119,188
G0600750042601,2020-2024,CA,,,California,06,San Francisco County,075,,,042601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075042601,,,06075042601,"Census Tract 426.01, San Francisco County, California",4342,1971,26,26,1561,0,100,658,283,375,"Census Tract 426.01, San Francisco County, California",786,546,25,27,506,14,79,318,202,259
G0600750042602,2020-2024,CA,,,California,06,San Francisco County,075,,,042602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075042602,,,06075042602,"Census Tract 426.02, San Francisco County, California",3202,1497,20,34,1156,0,40,455,293,162,"Census Tract 426.02, San Francisco County, California",389,296,23,52,217,14,50,275,271,103
G0600750042700,2020-2024,CA,,,California,06,San Francisco County,075,,,042700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075042700,,,06075042700,"Census Tract 427, San Francisco County, California",5134,1782,263,27,2432,38,104,488,191,297,"Census Tract 427, San Francisco County, California",509,353,204,31,437,58,100,196,167,144
G0600750042800,2020-2024,CA,,,California,06,San Francisco County,075,,,042800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075042800,,,06075042800,"Census Tract 428, San Francisco County, California",2471,1600,31,0,551,0,36,253,140,113,"Census Tract 428, San Francisco County, California",235,237,49,14,140,14,40,107,90,58
G0600750045100,2020-2024,CA,,,California,06,San Francisco County,075,,,045100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075045100,,,06075045100,"Census Tract 451, San Francisco County, California",4713,2539,5,105,1311,0,329,424,125,299,"Census Tract 451, San Francisco County, California",876,798,12,113,341,14,236,264,137,223
G0600750045201,2020-2024,CA,,,California,06,San Francisco County,075,,,045201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075045201,,,06075045201,"Census Tract 452.01, San Francisco County, California",3045,1286,130,0,1194,0,111,324,98,226,"Census Tract 452.01, San Francisco County, California",309,181,129,14,262,14,136,169,79,148
G0600750045202,2020-2024,CA,,,California,06,San Francisco County,075,,,045202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075045202,,,06075045202,"Census Tract 452.02, San Francisco County, California",3332,1483,45,0,1230,72,186,316,82,234,"Census Tract 452.02, San Francisco County, California",829,752,45,14,376,110,145,211,59,193
G0600750047600,2020-2024,CA,,,California,06,San Francisco County,075,,,047600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047600,,,06075047600,"Census Tract 476, San Francisco County, California",5098,1869,78,17,2370,0,165,599,89,510,"Census Tract 476, San Francisco County, California",782,632,65,28,597,19,201,306,88,299
G0600750047701,2020-2024,CA,,,California,06,San Francisco County,075,,,047701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047701,,,06075047701,"Census Tract 477.01, San Francisco County, California",4724,1496,38,0,2305,7,424,454,121,333,"Census Tract 477.01, San Francisco County, California",628,302,48,14,549,15,319,221,117,194
G0600750047702,2020-2024,CA,,,California,06,San Francisco County,075,,,047702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047702,,,06075047702,"Census Tract 477.02, San Francisco County, California",3135,1363,33,0,1450,0,34,255,47,208,"Census Tract 477.02, San Francisco County, California",497,321,50,14,317,14,41,133,49,132
G0600750047801,2020-2024,CA,,,California,06,San Francisco County,075,,,047801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047801,,,06075047801,"Census Tract 478.01, San Francisco County, California",4132,1582,47,18,2006,0,54,425,273,152,"Census Tract 478.01, San Francisco County, California",426,360,42,22,313,14,43,179,161,89
G0600750047802,2020-2024,CA,,,California,06,San Francisco County,075,,,047802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047802,,,06075047802,"Census Tract 478.02, San Francisco County, California",3581,1532,15,0,1542,0,278,214,89,125,"Census Tract 478.02, San Francisco County, California",650,231,20,14,585,14,260,146,89,97
G0600750047902,2020-2024,CA,,,California,06,San Francisco County,075,,,047902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047902,,,06075047902,"Census Tract 479.02, San Francisco County, California",3236,1513,0,53,1131,0,10,529,319,210,"Census Tract 479.02, San Francisco County, California",492,270,14,62,279,14,15,217,174,108
G0600750047903,2020-2024,CA,,,California,06,San Francisco County,075,,,047903,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047903,,,06075047903,"Census Tract 479.03, San Francisco County, California",3348,1846,28,0,1157,0,4,313,91,222,"Census Tract 479.03, San Francisco County, California",596,402,37,14,371,14,9,121,76,108
G0600750047904,2020-2024,CA,,,California,06,San Francisco County,075,,,047904,,,,,,,,,,,,,,,,,,,,,,,1400000US06075047904,,,06075047904,"Census Tract 479.04, San Francisco County, California",3077,1554,93,0,867,0,283,280,93,187,"Census Tract 479.04, San Francisco County, California",635,462,84,14,260,14,336,112,66,80
G0600750060100,2020-2024,CA,,,California,06,San Francisco County,075,,,060100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060100,,,06075060100,"Census Tract 601, San Francisco County, California",3901,2271,57,24,196,0,328,1025,543,482,"Census Tract 601, San Francisco County, California",645,362,80,38,97,14,199,644,502,432
G0600750060400,2020-2024,CA,,,California,06,San Francisco County,075,,,060400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060400,,,06075060400,"Census Tract 604, San Francisco County, California",1935,647,86,0,662,0,59,481,123,358,"Census Tract 604, San Francisco County, California",413,129,56,14,261,14,60,364,87,311
G0600750060502,2020-2024,CA,,,California,06,San Francisco County,075,,,060502,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060502,,,06075060502,"Census Tract 605.02, San Francisco County, California",2595,130,266,13,1043,203,624,316,148,168,"Census Tract 605.02, San Francisco County, California",526,84,159,19,358,217,209,184,139,141
G0600750060701,2020-2024,CA,,,California,06,San Francisco County,075,,,060701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060701,,,06075060701,"Census Tract 607.01, San Francisco County, California",8602,1678,1409,28,4146,0,337,1004,546,458,"Census Tract 607.01, San Francisco County, California",801,399,548,47,635,19,197,464,316,328
G0600750060702,2020-2024,CA,,,California,06,San Francisco County,075,,,060702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060702,,,06075060702,"Census Tract 607.02, San Francisco County, California",2608,569,370,4,1514,0,15,136,14,122,"Census Tract 607.02, San Francisco County, California",315,164,246,9,262,14,19,94,23,89
G0600750060703,2020-2024,CA,,,California,06,San Francisco County,075,,,060703,,,,,,,,,,,,,,,,,,,,,,,1400000US06075060703,,,06075060703,"Census Tract 607.03, San Francisco County, California",6388,2684,327,37,2507,136,213,484,187,297,"Census Tract 607.03, San Francisco County, California",1465,1500,186,56,394,165,165,230,148,233
G0600750061000,2020-2024,CA,,,California,06,San Francisco County,075,,,061000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061000,,,06075061000,"Census Tract 610, San Francisco County, California",4295,645,628,0,2431,0,201,390,253,137,"Census Tract 610, San Francisco County, California",578,320,253,14,432,14,141,197,165,114
G0600750061101,2020-2024,CA,,,California,06,San Francisco County,075,,,061101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061101,,,06075061101,"Census Tract 611.01, San Francisco County, California",1723,48,26,2,1590,0,0,57,15,42,"Census Tract 611.01, San Francisco County, California",504,40,33,6,504,14,14,67,26,52
G0600750061102,2020-2024,CA,,,California,06,San Francisco County,075,,,061102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061102,,,06075061102,"Census Tract 611.02, San Francisco County, California",1982,91,92,0,1653,0,82,64,40,24,"Census Tract 611.02, San Francisco County, California",349,124,139,14,367,14,131,43,36,26
G0600750061200,2020-2024,CA,,,California,06,San Francisco County,075,,,061200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061200,,,06075061200,"Census Tract 612, San Francisco County, California",4086,430,820,0,1124,0,1435,277,221,56,"Census Tract 612, San Francisco County, California",803,172,229,14,477,14,748,176,166,51
G0600750061401,2020-2024,CA,,,California,06,San Francisco County,075,,,061401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061401,,,06075061401,"Census Tract 614.01, San Francisco County, California",2815,1435,225,20,440,0,222,473,277,196,"Census Tract 614.01, San Francisco County, California",506,418,250,29,144,14,188,177,79,165
G0600750061402,2020-2024,CA,,,California,06,San Francisco County,075,,,061402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061402,,,06075061402,"Census Tract 614.02, San Francisco County, California",2760,1581,108,0,606,0,126,339,183,156,"Census Tract 614.02, San Francisco County, California",441,383,126,14,336,14,110,229,194,126
G0600750061501,2020-2024,CA,,,California,06,San Francisco County,075,,,061501,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061501,,,06075061501,"Census Tract 615.01, San Francisco County, California",1862,842,36,0,775,28,98,83,34,49,"Census Tract 615.01, San Francisco County, California",483,353,46,14,382,43,151,87,46,76
G0600750061502,2020-2024,CA,,,California,06,San Francisco County,075,,,061502,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061502,,,06075061502,"Census Tract 615.02, San Francisco County, California",2500,1784,53,0,294,0,147,222,22,200,"Census Tract 615.02, San Francisco County, California",587,594,58,14,119,14,146,140,28,144
G0600750061503,2020-2024,CA,,,California,06,San Francisco County,075,,,061503,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061503,,,06075061503,"Census Tract 615.03, San Francisco County, California",3552,1247,17,31,1714,0,301,242,221,21,"Census Tract 615.03, San Francisco County, California",631,519,32,49,496,14,330,116,115,34
G0600750061504,2020-2024,CA,,,California,06,San Francisco County,075,,,061504,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061504,,,06075061504,"Census Tract 615.04, San Francisco County, California",2133,430,108,0,1502,35,35,23,9,14,"Census Tract 615.04, San Francisco County, California",528,130,106,14,526,49,40,27,15,24
G0600750061505,2020-2024,CA,,,California,06,San Francisco County,075,,,061505,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061505,,,06075061505,"Census Tract 615.05, San Francisco County, California",925,348,93,0,415,0,11,58,14,44,"Census Tract 615.05, San Francisco County, California",128,98,112,14,131,14,14,36,23,27
G0600750061506,2020-2024,CA,,,California,06,San Francisco County,075,,,061506,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061506,,,06075061506,"Census Tract 615.06, San Francisco County, California",4429,1519,216,0,2470,0,0,224,16,208,"Census Tract 615.06, San Francisco County, California",993,469,243,14,865,14,14,201,27,197
G0600750061507,2020-2024,CA,,,California,06,San Francisco County,075,,,061507,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061507,,,06075061507,"Census Tract 615.07, San Francisco County, California",1387,325,10,0,887,0,103,62,62,0,"Census Tract 615.07, San Francisco County, California",223,113,17,14,239,14,85,65,65,14
G0600750061508,2020-2024,CA,,,California,06,San Francisco County,075,,,061508,,,,,,,,,,,,,,,,,,,,,,,1400000US06075061508,,,06075061508,"Census Tract 615.08, San Francisco County, California",2307,640,171,25,824,24,49,574,204,370,"Census Tract 615.08, San Francisco County, California",337,288,109,40,240,49,65,240,150,203
G0600750980200,2020-2024,CA,,,California,06,San Francisco County,075,,,980200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075980200,,,06075980200,"Census Tract 9802, San Francisco County, California",160,22,50,0,30,0,51,7,0,7,"Census Tract 9802, San Francisco County, California",12,27,66,14,41,14,42,9,14,9
G0600750980300,2020-2024,CA,,,California,06,San Francisco County,075,,,980300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075980300,,,06075980300,"Census Tract 9803, San Francisco County, California",58,34,0,0,8,0,0,16,6,10,"Census Tract 9803, San Francisco County, California",29,26,14,14,8,14,14,13,11,7
G0600750980401,2020-2024,CA,,,California,06,San Francisco County,075,,,980401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075980401,,,06075980401,"Census Tract 9804.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,"Census Tract 9804.01, San Francisco County, California",14,14,14,14,14,14,14,14,14,14
