GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AURUE001,NAME_M,AURUM001
G0600750012302,2020-2024,CA,,,California,06,San Francisco County,075,,,012302,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012302,,,06075012302,"Census Tract 123.02, San Francisco County, California",44954,"Census Tract 123.02, San Francisco County, California",13482
G0600750012403,2020-2024,CA,,,California,06,San Francisco County,075,,,012403,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012403,,,06075012403,"Census Tract 124.03, San Francisco County, California",-666666666,"Census Tract 124.03, San Francisco County, California",-222222222
G0600750012404,2020-2024,CA,,,California,06,San Francisco County,075,,,012404,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012404,,,06075012404,"Census Tract 124.04, San Francisco County, California",-666666666,"Census Tract 124.04, San Francisco County, California",-222222222
G0600750012405,2020-2024,CA,,,California,06,San Francisco County,075,,,012405,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012405,,,06075012405,"Census Tract 124.05, San Francisco County, California",113665,"Census Tract 124.05, San Francisco County, California",36690
G0600750012406,2020-2024,CA,,,California,06,San Francisco County,075,,,012406,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012406,,,06075012406,"Census Tract 124.06, San Francisco County, California",-666666666,"Census Tract 124.06, San Francisco County, California",-222222222
G0600750012502,2020-2024,CA,,,California,06,San Francisco County,075,,,012502,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012502,,,06075012502,"Census Tract 125.02, San Francisco County, California",18217,"Census Tract 125.02, San Francisco County, California",5598
G0600750012503,2020-2024,CA,,,California,06,San Francisco County,075,,,012503,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012503,,,06075012503,"Census Tract 125.03, San Francisco County, California",50696,"Census Tract 125.03, San Francisco County, California",9034
G0600750012504,2020-2024,CA,,,California,06,San Francisco County,075,,,012504,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012504,,,06075012504,"Census Tract 125.04, San Francisco County, California",19333,"Census Tract 125.04, San Francisco County, California",10499
G0600750012601,2020-2024,CA,,,California,06,San Francisco County,075,,,012601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012601,,,06075012601,"Census Tract 126.01, San Francisco County, California",171058,"Census Tract 126.01, San Francisco County, California",36071
G0600750012602,2020-2024,CA,,,California,06,San Francisco County,075,,,012602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012602,,,06075012602,"Census Tract 126.02, San Francisco County, California",244000,"Census Tract 126.02, San Francisco County, California",66328
G0600750012700,2020-2024,CA,,,California,06,San Francisco County,075,,,012700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012700,,,06075012700,"Census Tract 127, San Francisco County, California",234886,"Census Tract 127, San Francisco County, California",58903
G0600750012801,2020-2024,CA,,,California,06,San Francisco County,075,,,012801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012801,,,06075012801,"Census Tract 128.01, San Francisco County, California",215568,"Census Tract 128.01, San Francisco County, California",79524
G0600750012802,2020-2024,CA,,,California,06,San Francisco County,075,,,012802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012802,,,06075012802,"Census Tract 128.02, San Francisco County, California",250001,"Census Tract 128.02, San Francisco County, California",-333333333
G0600750012901,2020-2024,CA,,,California,06,San Francisco County,075,,,012901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012901,,,06075012901,"Census Tract 129.01, San Francisco County, California",219125,"Census Tract 129.01, San Francisco County, California",48806
G0600750012902,2020-2024,CA,,,California,06,San Francisco County,075,,,012902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075012902,,,06075012902,"Census Tract 129.02, San Francisco County, California",189444,"Census Tract 129.02, San Francisco County, California",37214
G0600750013001,2020-2024,CA,,,California,06,San Francisco County,075,,,013001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013001,,,06075013001,"Census Tract 130.01, San Francisco County, California",154659,"Census Tract 130.01, San Francisco County, California",63146
G0600750013002,2020-2024,CA,,,California,06,San Francisco County,075,,,013002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013002,,,06075013002,"Census Tract 130.02, San Francisco County, California",244215,"Census Tract 130.02, San Francisco County, California",45743
G0600750013101,2020-2024,CA,,,California,06,San Francisco County,075,,,013101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013101,,,06075013101,"Census Tract 131.01, San Francisco County, California",197014,"Census Tract 131.01, San Francisco County, California",64815
G0600750013102,2020-2024,CA,,,California,06,San Francisco County,075,,,013102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013102,,,06075013102,"Census Tract 131.02, San Francisco County, California",250001,"Census Tract 131.02, San Francisco County, California",-333333333
G0600750013200,2020-2024,CA,,,California,06,San Francisco County,075,,,013200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013200,,,06075013200,"Census Tract 132, San Francisco County, California",164375,"Census Tract 132, San Francisco County, California",81673
G0600750013300,2020-2024,CA,,,California,06,San Francisco County,075,,,013300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013300,,,06075013300,"Census Tract 133, San Francisco County, California",176250,"Census Tract 133, San Francisco County, California",42327
G0600750013401,2020-2024,CA,,,California,06,San Francisco County,075,,,013401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013401,,,06075013401,"Census Tract 134.01, San Francisco County, California",212593,"Census Tract 134.01, San Francisco County, California",45707
G0600750013402,2020-2024,CA,,,California,06,San Francisco County,075,,,013402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013402,,,06075013402,"Census Tract 134.02, San Francisco County, California",175201,"Census Tract 134.02, San Francisco County, California",27785
G0600750013500,2020-2024,CA,,,California,06,San Francisco County,075,,,013500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075013500,,,06075013500,"Census Tract 135, San Francisco County, California",179194,"Census Tract 135, San Francisco County, California",27912
G0600750015100,2020-2024,CA,,,California,06,San Francisco County,075,,,015100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015100,,,06075015100,"Census Tract 151, San Francisco County, California",159921,"Census Tract 151, San Francisco County, California",23662
G0600750015201,2020-2024,CA,,,California,06,San Francisco County,075,,,015201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015201,,,06075015201,"Census Tract 152.01, San Francisco County, California",91420,"Census Tract 152.01, San Francisco County, California",13308
G0600750015202,2020-2024,CA,,,California,06,San Francisco County,075,,,015202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015202,,,06075015202,"Census Tract 152.02, San Francisco County, California",156713,"Census Tract 152.02, San Francisco County, California",66133
G0600750015300,2020-2024,CA,,,California,06,San Francisco County,075,,,015300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015300,,,06075015300,"Census Tract 153, San Francisco County, California",214688,"Census Tract 153, San Francisco County, California",25891
G0600750015401,2020-2024,CA,,,California,06,San Francisco County,075,,,015401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015401,,,06075015401,"Census Tract 154.01, San Francisco County, California",165833,"Census Tract 154.01, San Francisco County, California",47823
G0600750015402,2020-2024,CA,,,California,06,San Francisco County,075,,,015402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015402,,,06075015402,"Census Tract 154.02, San Francisco County, California",171960,"Census Tract 154.02, San Francisco County, California",95083
G0600750015500,2020-2024,CA,,,California,06,San Francisco County,075,,,015500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015500,,,06075015500,"Census Tract 155, San Francisco County, California",95841,"Census Tract 155, San Francisco County, California",26722
G0600750015600,2020-2024,CA,,,California,06,San Francisco County,075,,,015600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015600,,,06075015600,"Census Tract 156, San Francisco County, California",92963,"Census Tract 156, San Francisco County, California",23516
G0600750015701,2020-2024,CA,,,California,06,San Francisco County,075,,,015701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015701,,,06075015701,"Census Tract 157.01, San Francisco County, California",182353,"Census Tract 157.01, San Francisco County, California",66495
G0600750015702,2020-2024,CA,,,California,06,San Francisco County,075,,,015702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015702,,,06075015702,"Census Tract 157.02, San Francisco County, California",216071,"Census Tract 157.02, San Francisco County, California",60134
G0600750015801,2020-2024,CA,,,California,06,San Francisco County,075,,,015801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015801,,,06075015801,"Census Tract 158.01, San Francisco County, California",121563,"Census Tract 158.01, San Francisco County, California",32559
G0600750015802,2020-2024,CA,,,California,06,San Francisco County,075,,,015802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015802,,,06075015802,"Census Tract 158.02, San Francisco County, California",152917,"Census Tract 158.02, San Francisco County, California",36946
G0600750015900,2020-2024,CA,,,California,06,San Francisco County,075,,,015900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075015900,,,06075015900,"Census Tract 159, San Francisco County, California",83866,"Census Tract 159, San Francisco County, California",11631
G0600750016000,2020-2024,CA,,,California,06,San Francisco County,075,,,016000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016000,,,06075016000,"Census Tract 160, San Francisco County, California",131771,"Census Tract 160, San Francisco County, California",49682
G0600750016101,2020-2024,CA,,,California,06,San Francisco County,075,,,016101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016101,,,06075016101,"Census Tract 161.01, San Francisco County, California",31690,"Census Tract 161.01, San Francisco County, California",22394
G0600750016102,2020-2024,CA,,,California,06,San Francisco County,075,,,016102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016102,,,06075016102,"Census Tract 161.02, San Francisco County, California",34575,"Census Tract 161.02, San Francisco County, California",22167
G0600750016200,2020-2024,CA,,,California,06,San Francisco County,075,,,016200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016200,,,06075016200,"Census Tract 162, San Francisco County, California",102035,"Census Tract 162, San Francisco County, California",45255
G0600750016300,2020-2024,CA,,,California,06,San Francisco County,075,,,016300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016300,,,06075016300,"Census Tract 163, San Francisco County, California",135658,"Census Tract 163, San Francisco County, California",40135
G0600750016400,2020-2024,CA,,,California,06,San Francisco County,075,,,016400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016400,,,06075016400,"Census Tract 164, San Francisco County, California",161612,"Census Tract 164, San Francisco County, California",59713
G0600750016500,2020-2024,CA,,,California,06,San Francisco County,075,,,016500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016500,,,06075016500,"Census Tract 165, San Francisco County, California",153096,"Census Tract 165, San Francisco County, California",34731
G0600750016601,2020-2024,CA,,,California,06,San Francisco County,075,,,016601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016601,,,06075016601,"Census Tract 166.01, San Francisco County, California",134211,"Census Tract 166.01, San Francisco County, California",30604
G0600750016602,2020-2024,CA,,,California,06,San Francisco County,075,,,016602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016602,,,06075016602,"Census Tract 166.02, San Francisco County, California",223877,"Census Tract 166.02, San Francisco County, California",11098
G0600750016700,2020-2024,CA,,,California,06,San Francisco County,075,,,016700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016700,,,06075016700,"Census Tract 167, San Francisco County, California",239839,"Census Tract 167, San Francisco County, California",36267
G0600750016801,2020-2024,CA,,,California,06,San Francisco County,075,,,016801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016801,,,06075016801,"Census Tract 168.01, San Francisco County, California",123147,"Census Tract 168.01, San Francisco County, California",43294
G0600750016802,2020-2024,CA,,,California,06,San Francisco County,075,,,016802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016802,,,06075016802,"Census Tract 168.02, San Francisco County, California",135588,"Census Tract 168.02, San Francisco County, California",66373
G0600750016900,2020-2024,CA,,,California,06,San Francisco County,075,,,016900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016900,,,06075016900,"Census Tract 169, San Francisco County, California",201827,"Census Tract 169, San Francisco County, California",75601
G0600750017000,2020-2024,CA,,,California,06,San Francisco County,075,,,017000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017000,,,06075017000,"Census Tract 170, San Francisco County, California",229013,"Census Tract 170, San Francisco County, California",36415
G0600750017101,2020-2024,CA,,,California,06,San Francisco County,075,,,017101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017101,,,06075017101,"Census Tract 171.01, San Francisco County, California",201944,"Census Tract 171.01, San Francisco County, California",30165
G0600750017102,2020-2024,CA,,,California,06,San Francisco County,075,,,017102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017102,,,06075017102,"Census Tract 171.02, San Francisco County, California",173594,"Census Tract 171.02, San Francisco County, California",22006
G0600750017602,2020-2024,CA,,,California,06,San Francisco County,075,,,017602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017602,,,06075017602,"Census Tract 176.02, San Francisco County, California",-666666666,"Census Tract 176.02, San Francisco County, California",-222222222
G0600750017603,2020-2024,CA,,,California,06,San Francisco County,075,,,017603,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017603,,,06075017603,"Census Tract 176.03, San Francisco County, California",124291,"Census Tract 176.03, San Francisco County, California",34349
G0600750017604,2020-2024,CA,,,California,06,San Francisco County,075,,,017604,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017604,,,06075017604,"Census Tract 176.04, San Francisco County, California",101761,"Census Tract 176.04, San Francisco County, California",18881
G0600750017700,2020-2024,CA,,,California,06,San Francisco County,075,,,017700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017700,,,06075017700,"Census Tract 177, San Francisco County, California",124679,"Census Tract 177, San Francisco County, California",74100
G0600750017801,2020-2024,CA,,,California,06,San Francisco County,075,,,017801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017801,,,06075017801,"Census Tract 178.01, San Francisco County, California",28408,"Census Tract 178.01, San Francisco County, California",7277
G0600750017803,2020-2024,CA,,,California,06,San Francisco County,075,,,017803,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017803,,,06075017803,"Census Tract 178.03, San Francisco County, California",85909,"Census Tract 178.03, San Francisco County, California",68359
G0600750017804,2020-2024,CA,,,California,06,San Francisco County,075,,,017804,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017804,,,06075017804,"Census Tract 178.04, San Francisco County, California",134264,"Census Tract 178.04, San Francisco County, California",15623
G0600750017903,2020-2024,CA,,,California,06,San Francisco County,075,,,017903,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017903,,,06075017903,"Census Tract 179.03, San Francisco County, California",93269,"Census Tract 179.03, San Francisco County, California",26466
G0600750018000,2020-2024,CA,,,California,06,San Francisco County,075,,,018000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075018000,,,06075018000,"Census Tract 180, San Francisco County, California",212439,"Census Tract 180, San Francisco County, California",55153
G0600750020101,2020-2024,CA,,,California,06,San Francisco County,075,,,020101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020101,,,06075020101,"Census Tract 201.01, San Francisco County, California",135759,"Census Tract 201.01, San Francisco County, California",34324
G0600750020102,2020-2024,CA,,,California,06,San Francisco County,075,,,020102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020102,,,06075020102,"Census Tract 201.02, San Francisco County, California",100761,"Census Tract 201.02, San Francisco County, California",64064
G0600750020201,2020-2024,CA,,,California,06,San Francisco County,075,,,020201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020201,,,06075020201,"Census Tract 202.01, San Francisco County, California",94265,"Census Tract 202.01, San Francisco County, California",66756
G0600750020202,2020-2024,CA,,,California,06,San Francisco County,075,,,020202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020202,,,06075020202,"Census Tract 202.02, San Francisco County, California",166985,"Census Tract 202.02, San Francisco County, California",40083
G0600750020300,2020-2024,CA,,,California,06,San Francisco County,075,,,020300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020300,,,06075020300,"Census Tract 203, San Francisco County, California",182547,"Census Tract 203, San Francisco County, California",44542
G0600750020401,2020-2024,CA,,,California,06,San Francisco County,075,,,020401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020401,,,06075020401,"Census Tract 204.01, San Francisco County, California",196667,"Census Tract 204.01, San Francisco County, California",43939
G0600750020402,2020-2024,CA,,,California,06,San Francisco County,075,,,020402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020402,,,06075020402,"Census Tract 204.02, San Francisco County, California",152097,"Census Tract 204.02, San Francisco County, California",30439
G0600750020500,2020-2024,CA,,,California,06,San Francisco County,075,,,020500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020500,,,06075020500,"Census Tract 205, San Francisco County, California",250001,"Census Tract 205, San Francisco County, California",-333333333
G0600750020601,2020-2024,CA,,,California,06,San Francisco County,075,,,020601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020601,,,06075020601,"Census Tract 206.01, San Francisco County, California",235568,"Census Tract 206.01, San Francisco County, California",36024
G0600750020602,2020-2024,CA,,,California,06,San Francisco County,075,,,020602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020602,,,06075020602,"Census Tract 206.02, San Francisco County, California",207958,"Census Tract 206.02, San Francisco County, California",88319
G0600750020701,2020-2024,CA,,,California,06,San Francisco County,075,,,020701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020701,,,06075020701,"Census Tract 207.01, San Francisco County, California",223707,"Census Tract 207.01, San Francisco County, California",44389
G0600750020702,2020-2024,CA,,,California,06,San Francisco County,075,,,020702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020702,,,06075020702,"Census Tract 207.02, San Francisco County, California",160179,"Census Tract 207.02, San Francisco County, California",19527
G0600750020801,2020-2024,CA,,,California,06,San Francisco County,075,,,020801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020801,,,06075020801,"Census Tract 208.01, San Francisco County, California",133953,"Census Tract 208.01, San Francisco County, California",38034
G0600750020802,2020-2024,CA,,,California,06,San Francisco County,075,,,020802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020802,,,06075020802,"Census Tract 208.02, San Francisco County, California",119667,"Census Tract 208.02, San Francisco County, California",77494
G0600750020900,2020-2024,CA,,,California,06,San Francisco County,075,,,020900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020900,,,06075020900,"Census Tract 209, San Francisco County, California",96250,"Census Tract 209, San Francisco County, California",12171
G0600750021000,2020-2024,CA,,,California,06,San Francisco County,075,,,021000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021000,,,06075021000,"Census Tract 210, San Francisco County, California",178558,"Census Tract 210, San Francisco County, California",73379
G0600750021100,2020-2024,CA,,,California,06,San Francisco County,075,,,021100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021100,,,06075021100,"Census Tract 211, San Francisco County, California",250001,"Census Tract 211, San Francisco County, California",-333333333
G0600750021200,2020-2024,CA,,,California,06,San Francisco County,075,,,021200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021200,,,06075021200,"Census Tract 212, San Francisco County, California",201786,"Census Tract 212, San Francisco County, California",26857
G0600750021300,2020-2024,CA,,,California,06,San Francisco County,075,,,021300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021300,,,06075021300,"Census Tract 213, San Francisco County, California",208641,"Census Tract 213, San Francisco County, California",47805
G0600750021400,2020-2024,CA,,,California,06,San Francisco County,075,,,021400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021400,,,06075021400,"Census Tract 214, San Francisco County, California",213462,"Census Tract 214, San Francisco County, California",43123
G0600750021500,2020-2024,CA,,,California,06,San Francisco County,075,,,021500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021500,,,06075021500,"Census Tract 215, San Francisco County, California",178488,"Census Tract 215, San Francisco County, California",29760
G0600750021600,2020-2024,CA,,,California,06,San Francisco County,075,,,021600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021600,,,06075021600,"Census Tract 216, San Francisco County, California",237083,"Census Tract 216, San Francisco County, California",35980
G0600750021700,2020-2024,CA,,,California,06,San Francisco County,075,,,021700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021700,,,06075021700,"Census Tract 217, San Francisco County, California",133300,"Census Tract 217, San Francisco County, California",40064
G0600750021800,2020-2024,CA,,,California,06,San Francisco County,075,,,021800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021800,,,06075021800,"Census Tract 218, San Francisco County, California",250001,"Census Tract 218, San Francisco County, California",-333333333
G0600750022600,2020-2024,CA,,,California,06,San Francisco County,075,,,022600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022600,,,06075022600,"Census Tract 226, San Francisco County, California",232036,"Census Tract 226, San Francisco County, California",39380
G0600750022702,2020-2024,CA,,,California,06,San Francisco County,075,,,022702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022702,,,06075022702,"Census Tract 227.02, San Francisco County, California",250001,"Census Tract 227.02, San Francisco County, California",-333333333
G0600750022704,2020-2024,CA,,,California,06,San Francisco County,075,,,022704,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022704,,,06075022704,"Census Tract 227.04, San Francisco County, California",250001,"Census Tract 227.04, San Francisco County, California",-333333333
G0600750022801,2020-2024,CA,,,California,06,San Francisco County,075,,,022801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022801,,,06075022801,"Census Tract 228.01, San Francisco County, California",160417,"Census Tract 228.01, San Francisco County, California",46492
G0600750022802,2020-2024,CA,,,California,06,San Francisco County,075,,,022802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022802,,,06075022802,"Census Tract 228.02, San Francisco County, California",107083,"Census Tract 228.02, San Francisco County, California",42545
G0600750022803,2020-2024,CA,,,California,06,San Francisco County,075,,,022803,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022803,,,06075022803,"Census Tract 228.03, San Francisco County, California",164665,"Census Tract 228.03, San Francisco County, California",41143
G0600750022901,2020-2024,CA,,,California,06,San Francisco County,075,,,022901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022901,,,06075022901,"Census Tract 229.01, San Francisco County, California",101617,"Census Tract 229.01, San Francisco County, California",22137
G0600750022902,2020-2024,CA,,,California,06,San Francisco County,075,,,022902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022902,,,06075022902,"Census Tract 229.02, San Francisco County, California",205583,"Census Tract 229.02, San Francisco County, California",89893
G0600750022903,2020-2024,CA,,,California,06,San Francisco County,075,,,022903,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022903,,,06075022903,"Census Tract 229.03, San Francisco County, California",189875,"Census Tract 229.03, San Francisco County, California",70187
G0600750023001,2020-2024,CA,,,California,06,San Francisco County,075,,,023001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023001,,,06075023001,"Census Tract 230.01, San Francisco County, California",129866,"Census Tract 230.01, San Francisco County, California",71725
G0600750023003,2020-2024,CA,,,California,06,San Francisco County,075,,,023003,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023003,,,06075023003,"Census Tract 230.03, San Francisco County, California",102137,"Census Tract 230.03, San Francisco County, California",50792
G0600750023102,2020-2024,CA,,,California,06,San Francisco County,075,,,023102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023102,,,06075023102,"Census Tract 231.02, San Francisco County, California",43882,"Census Tract 231.02, San Francisco County, California",18747
G0600750023103,2020-2024,CA,,,California,06,San Francisco County,075,,,023103,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023103,,,06075023103,"Census Tract 231.03, San Francisco County, California",30486,"Census Tract 231.03, San Francisco County, California",9786
G0600750023200,2020-2024,CA,,,California,06,San Francisco County,075,,,023200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023200,,,06075023200,"Census Tract 232, San Francisco County, California",82019,"Census Tract 232, San Francisco County, California",40519
G0600750023300,2020-2024,CA,,,California,06,San Francisco County,075,,,023300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023300,,,06075023300,"Census Tract 233, San Francisco County, California",89531,"Census Tract 233, San Francisco County, California",32995
G0600750023400,2020-2024,CA,,,California,06,San Francisco County,075,,,023400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023400,,,06075023400,"Census Tract 234, San Francisco County, California",62647,"Census Tract 234, San Francisco County, California",19009
G0600750025100,2020-2024,CA,,,California,06,San Francisco County,075,,,025100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025100,,,06075025100,"Census Tract 251, San Francisco County, California",165759,"Census Tract 251, San Francisco County, California",42807
G0600750025200,2020-2024,CA,,,California,06,San Francisco County,075,,,025200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025200,,,06075025200,"Census Tract 252, San Francisco County, California",197853,"Census Tract 252, San Francisco County, California",96390
G0600750025300,2020-2024,CA,,,California,06,San Francisco County,075,,,025300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025300,,,06075025300,"Census Tract 253, San Francisco County, California",181578,"Census Tract 253, San Francisco County, California",25731
G0600750025401,2020-2024,CA,,,California,06,San Francisco County,075,,,025401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025401,,,06075025401,"Census Tract 254.01, San Francisco County, California",204844,"Census Tract 254.01, San Francisco County, California",55345
G0600750025402,2020-2024,CA,,,California,06,San Francisco County,075,,,025402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025402,,,06075025402,"Census Tract 254.02, San Francisco County, California",190625,"Census Tract 254.02, San Francisco County, California",32681
G0600750025403,2020-2024,CA,,,California,06,San Francisco County,075,,,025403,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025403,,,06075025403,"Census Tract 254.03, San Francisco County, California",147083,"Census Tract 254.03, San Francisco County, California",76803
G0600750025501,2020-2024,CA,,,California,06,San Francisco County,075,,,025501,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025501,,,06075025501,"Census Tract 255.01, San Francisco County, California",113920,"Census Tract 255.01, San Francisco County, California",34237
G0600750025502,2020-2024,CA,,,California,06,San Francisco County,075,,,025502,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025502,,,06075025502,"Census Tract 255.02, San Francisco County, California",180341,"Census Tract 255.02, San Francisco County, California",29112
G0600750025600,2020-2024,CA,,,California,06,San Francisco County,075,,,025600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025600,,,06075025600,"Census Tract 256, San Francisco County, California",144100,"Census Tract 256, San Francisco County, California",28691
G0600750025701,2020-2024,CA,,,California,06,San Francisco County,075,,,025701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025701,,,06075025701,"Census Tract 257.01, San Francisco County, California",130538,"Census Tract 257.01, San Francisco County, California",5638
G0600750025702,2020-2024,CA,,,California,06,San Francisco County,075,,,025702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025702,,,06075025702,"Census Tract 257.02, San Francisco County, California",125473,"Census Tract 257.02, San Francisco County, California",23576
G0600750025800,2020-2024,CA,,,California,06,San Francisco County,075,,,025800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025800,,,06075025800,"Census Tract 258, San Francisco County, California",82188,"Census Tract 258, San Francisco County, California",46842
G0600750025900,2020-2024,CA,,,California,06,San Francisco County,075,,,025900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025900,,,06075025900,"Census Tract 259, San Francisco County, California",175524,"Census Tract 259, San Francisco County, California",39071
