GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AURUE001,NAME_M,AURUM001
G0600750026001,2020-2024,CA,,,California,06,San Francisco County,075,,,026001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026001,,,06075026001,"Census Tract 260.01, San Francisco County, California",120650,"Census Tract 260.01, San Francisco County, California",28736
G0600750026002,2020-2024,CA,,,California,06,San Francisco County,075,,,026002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026002,,,06075026002,"Census Tract 260.02, San Francisco County, California",127768,"Census Tract 260.02, San Francisco County, California",45460
G0600750026003,2020-2024,CA,,,California,06,San Francisco County,075,,,026003,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026003,,,06075026003,"Census Tract 260.03, San Francisco County, California",105250,"Census Tract 260.03, San Francisco County, California",38558
G0600750026004,2020-2024,CA,,,California,06,San Francisco County,075,,,026004,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026004,,,06075026004,"Census Tract 260.04, San Francisco County, California",146136,"Census Tract 260.04, San Francisco County, California",31459
G0600750026100,2020-2024,CA,,,California,06,San Francisco County,075,,,026100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026100,,,06075026100,"Census Tract 261, San Francisco County, California",122222,"Census Tract 261, San Francisco County, California",32592
G0600750026201,2020-2024,CA,,,California,06,San Francisco County,075,,,026201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026201,,,06075026201,"Census Tract 262.01, San Francisco County, California",160417,"Census Tract 262.01, San Francisco County, California",16077
G0600750026202,2020-2024,CA,,,California,06,San Francisco County,075,,,026202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026202,,,06075026202,"Census Tract 262.02, San Francisco County, California",148429,"Census Tract 262.02, San Francisco County, California",15408
G0600750026301,2020-2024,CA,,,California,06,San Francisco County,075,,,026301,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026301,,,06075026301,"Census Tract 263.01, San Francisco County, California",115125,"Census Tract 263.01, San Francisco County, California",28621
G0600750026302,2020-2024,CA,,,California,06,San Francisco County,075,,,026302,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026302,,,06075026302,"Census Tract 263.02, San Francisco County, California",92031,"Census Tract 263.02, San Francisco County, California",24740
G0600750026303,2020-2024,CA,,,California,06,San Francisco County,075,,,026303,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026303,,,06075026303,"Census Tract 263.03, San Francisco County, California",96146,"Census Tract 263.03, San Francisco County, California",29914
G0600750026401,2020-2024,CA,,,California,06,San Francisco County,075,,,026401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026401,,,06075026401,"Census Tract 264.01, San Francisco County, California",82045,"Census Tract 264.01, San Francisco County, California",39073
G0600750026402,2020-2024,CA,,,California,06,San Francisco County,075,,,026402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026402,,,06075026402,"Census Tract 264.02, San Francisco County, California",151250,"Census Tract 264.02, San Francisco County, California",58644
G0600750026403,2020-2024,CA,,,California,06,San Francisco County,075,,,026403,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026403,,,06075026403,"Census Tract 264.03, San Francisco County, California",75156,"Census Tract 264.03, San Francisco County, California",54991
G0600750026404,2020-2024,CA,,,California,06,San Francisco County,075,,,026404,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026404,,,06075026404,"Census Tract 264.04, San Francisco County, California",84415,"Census Tract 264.04, San Francisco County, California",15218
G0600750030101,2020-2024,CA,,,California,06,San Francisco County,075,,,030101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030101,,,06075030101,"Census Tract 301.01, San Francisco County, California",156156,"Census Tract 301.01, San Francisco County, California",14224
G0600750030102,2020-2024,CA,,,California,06,San Francisco County,075,,,030102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030102,,,06075030102,"Census Tract 301.02, San Francisco County, California",208712,"Census Tract 301.02, San Francisco County, California",56453
G0600750030201,2020-2024,CA,,,California,06,San Francisco County,075,,,030201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030201,,,06075030201,"Census Tract 302.01, San Francisco County, California",109659,"Census Tract 302.01, San Francisco County, California",29006
G0600750030202,2020-2024,CA,,,California,06,San Francisco County,075,,,030202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030202,,,06075030202,"Census Tract 302.02, San Francisco County, California",122697,"Census Tract 302.02, San Francisco County, California",72861
G0600750030301,2020-2024,CA,,,California,06,San Francisco County,075,,,030301,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030301,,,06075030301,"Census Tract 303.01, San Francisco County, California",199167,"Census Tract 303.01, San Francisco County, California",16153
G0600750030302,2020-2024,CA,,,California,06,San Francisco County,075,,,030302,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030302,,,06075030302,"Census Tract 303.02, San Francisco County, California",216188,"Census Tract 303.02, San Francisco County, California",48434
G0600750030400,2020-2024,CA,,,California,06,San Francisco County,075,,,030400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030400,,,06075030400,"Census Tract 304, San Francisco County, California",137448,"Census Tract 304, San Francisco County, California",38371
G0600750030500,2020-2024,CA,,,California,06,San Francisco County,075,,,030500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030500,,,06075030500,"Census Tract 305, San Francisco County, California",177361,"Census Tract 305, San Francisco County, California",43593
G0600750030600,2020-2024,CA,,,California,06,San Francisco County,075,,,030600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030600,,,06075030600,"Census Tract 306, San Francisco County, California",247500,"Census Tract 306, San Francisco County, California",26925
G0600750030700,2020-2024,CA,,,California,06,San Francisco County,075,,,030700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030700,,,06075030700,"Census Tract 307, San Francisco County, California",185104,"Census Tract 307, San Francisco County, California",66184
G0600750030800,2020-2024,CA,,,California,06,San Francisco County,075,,,030800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030800,,,06075030800,"Census Tract 308, San Francisco County, California",186667,"Census Tract 308, San Francisco County, California",60647
G0600750030900,2020-2024,CA,,,California,06,San Francisco County,075,,,030900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030900,,,06075030900,"Census Tract 309, San Francisco County, California",235109,"Census Tract 309, San Francisco County, California",52661
G0600750031000,2020-2024,CA,,,California,06,San Francisco County,075,,,031000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031000,,,06075031000,"Census Tract 310, San Francisco County, California",206130,"Census Tract 310, San Francisco County, California",15349
G0600750031100,2020-2024,CA,,,California,06,San Francisco County,075,,,031100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031100,,,06075031100,"Census Tract 311, San Francisco County, California",200545,"Census Tract 311, San Francisco County, California",34054
G0600750031201,2020-2024,CA,,,California,06,San Francisco County,075,,,031201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031201,,,06075031201,"Census Tract 312.01, San Francisco County, California",120962,"Census Tract 312.01, San Francisco County, California",35994
G0600750031202,2020-2024,CA,,,California,06,San Francisco County,075,,,031202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031202,,,06075031202,"Census Tract 312.02, San Francisco County, California",181875,"Census Tract 312.02, San Francisco County, California",48462
G0600750031301,2020-2024,CA,,,California,06,San Francisco County,075,,,031301,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031301,,,06075031301,"Census Tract 313.01, San Francisco County, California",147938,"Census Tract 313.01, San Francisco County, California",88492
G0600750031302,2020-2024,CA,,,California,06,San Francisco County,075,,,031302,,,,,,,,,,,,,,,,,,,,,,,1400000US06075031302,,,06075031302,"Census Tract 313.02, San Francisco County, California",138000,"Census Tract 313.02, San Francisco County, California",17326
