zip,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31
94102,3007.8838626625957,2984.849061259352,2988.0537203065905,3021.396782194997,2993.428921325754,3048.31420084328,3029.808169666722,3090.7661333429874,3078.619493250303,3087.6874980258845,3043.4763567487867,3058.140050435737,3076.4796958077995,3083.675643581441,3021.6036519131,2944.748202902522,2892.2699299449123,2866.7409512936347,2804.9956946123675,2717.406130817664,2604.3499389647945,2499.479704911633,2461.42046222049,2438.990567099036,2449.0747497828897,2460.526509055321,2467.496252131603,2491.0808660578887,2494.857057419482,2582.639048784413,2662.476944138492,2720.12621953405,2678.618764014573,2660.776155103032,2628.9565504274024,2647.2923645500646,2635.003059350653,2678.4188639845543,2666.090451043857,2676.9601954755453,2658.616326383583,2687.0614954199273,2702.2770349070797,2709.758692776489,2722.4289306254395,2731.53323057867,2739.884190996825,2719.5922878153187,2706.236149998868,2702.377999173095,2750.2116706152733,2758.7166319067255,2754.2915179820075,2724.318258859474,2695.5642869808403,2702.3302228824205,2685.5293724149305,2672.1155864443085,2636.2564626088365,2605.1765401033704
94115,3123.128803114085,3178.0588399938597,3206.6390434782716,3249.643248754956,3251.9005530725085,3239.502561236695,3255.626361997806,3259.950049040932,3276.6639680128737,3226.1575550693615,3240.199748133926,3229.039461737713,3260.240114995744,3243.7921123167007,3239.916209760442,3214.1526224594772,3194.1637982572206,3190.867478694276,3149.04033600167,3045.330812694396,2887.600258193367,2779.1867211726403,2728.5553905926317,2707.4957475101933,2688.446742671989,2682.845566825204,2709.269739213873,2762.4192122037293,2807.0323008849696,2851.453522086969,2885.962519339315,2946.396140793359,2989.237117507175,2998.724121969879,2947.102918417141,2953.1374630628334,2985.3545617264085,3090.2294663964417,3097.394261125558,3102.3145306747692,3076.535067806178,3114.6320223687276,3151.331548261964,3169.760620827449,3176.302801285759,3177.752917962842,3161.043959855479,3100.8513839213165,3072.423391645634,3051.072249142216,3093.288263579602,3082.7748859744584,3122.0507454901954,3137.1718355773796,3164.093235864017,3157.9855815995584,3140.581882978581,3130.440975755524,3120.380221974959,3128.108164532453
94103,3613.435136606444,3618.610499251528,3669.144938586011,3697.248200749615,3770.575532854403,3771.845775758728,3806.924891344742,3772.01193738331,3749.4640888771705,3728.706273899533,3714.336728937606,3655.3508229662425,3602.122469059375,3616.9899065141303,3616.0571857021714,3620.6613681930007,3536.7333843283777,3496.1993217133386,3375.2774591909174,3221.7704192162514,3035.485911928236,2891.85334969298,2809.1404947775195,2762.302711349196,2747.123732918002,2754.187803107307,2807.7784590209276,2881.999049622177,2954.7098884885963,3044.3976865319046,3127.3976061548938,3222.834983878708,3262.1130710740053,3243.643100407377,3208.0900472197995,3164.781047728378,3206.00859202486,3207.1132877537857,3235.003737711343,3214.18365462786,3231.11718564321,3256.880523718969,3278.3096672870633,3301.291974325771,3282.558497398219,3286.2584856187277,3270.9841216901914,3263.563374140173,3231.527222678949,3199.264163704197,3213.3160995632093,3193.0343984466876,3220.832715019049,3206.5788704743427,3229.9981330262913,3215.922051213958,3196.70221748773,3133.4128995125648,3066.2583836479353,3023.865835739719
94131,3285.048313726649,3329.0818517525677,3322.166435236294,3361.228017672147,3368.164800668901,3329.0539103529372,3359.956706173974,3357.9184594813237,3370.5738409024666,3317.801662189001,3320.395542488525,3344.125698589486,3318.1391898396187,3280.9135904161717,3250.18132243442,3331.830321942525,3347.5481389359365,3358.7392223594484,3282.1400593235267,3263.560091152118,3220.929824922448,3157.5311524624544,3060.8606512576807,3036.2065528703815,3005.5047812831585,3071.639665470725,3060.8955407086323,3117.4088032523327,3122.228910406101,3183.3973774622314,3191.771058852799,3218.183906498534,3209.3938700349036,3231.461445742083,3231.434140979684,3254.7804064209045,3230.083650871554,3229.8055045372166,3241.38201320739,3325.03680515621,3406.2358368629702,3424.800658780636,3410.0065538556437,3392.5353679387167,3392.317470993252,3423.5132750249604,3422.437740255732,3396.1533823433383,3364.058844770516,3348.346490712783,3398.568326239572,3418.4036637544127,3451.6458878196227,3450.8949925170023,3483.6533429124956,3457.1466068619125,3467.4872768660803,3432.989136223242,3404.549361208197,3354.0826102150513
94132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94107,3563.0924662687903,3530.0311977860647,3511.4063238419967,3478.842317753086,3506.4701319465435,3548.0728544642666,3600.8758855990263,3607.0033072301567,3594.606559710034,3565.8079672866124,3546.683706937174,3510.532233140957,3538.9881210979593,3569.7792236027303,3565.5019997514355,3510.4074552079805,3457.1151546841024,3425.8042660098513,3368.24197568777,3257.738957136991,3107.9884031639426,2961.1987658101875,2862.2231159881926,2802.6308096897983,2796.851144106643,2796.380389745469,2844.9393301447753,2877.6920893287984,2978.0433111273605,3096.4809197134828,3221.978456398359,3295.669399455377,3298.4608418070234,3240.9004599948353,3149.3625297371045,3095.859010174365,3110.410877339192,3154.343969326297,3221.0460173585384,3271.6272131956175,3323.2384617367643,3338.13010187542,3351.9977097639753,3387.090304390182,3402.8162352410795,3364.946737160182,3296.8696547061636,3241.9211921287665,3258.1548369614484,3274.9045501377823,3316.5819641523294,3311.9322528338193,3301.606038965307,3297.2223676898934,3317.5029148883436,3344.0782159558794,3335.129540049849,3294.938223805228,3236.1245093528005,3177.3419688004465
94133,3145.827180244575,3112.830110226112,3122.4361637536967,3133.3689154896797,3170.06788348644,3197.870915636706,3231.622391624594,3275.447105327763,3339.79003979347,3304.4872078621606,3212.0241550296573,3154.0951459358407,3215.506414533028,3304.0892362117024,3230.8195729624445,3185.760051990531,3139.917350191146,3171.1489188342566,3121.62331194533,2991.3211172770416,2874.295624446044,2791.273522854244,2760.911814991848,2736.339581483564,2696.5776633211967,2722.337523867895,2765.5173477670833,2792.300306412655,2774.488520949876,2809.062980123541,2910.912048895197,2951.849352564302,3005.742760088305,2987.561134686611,3042.1019582819895,3025.1719253071183,3005.433676350879,3014.9795540989253,3024.5995998289354,3065.732074834204,3069.615142751085,3093.5110439853215,3146.8071484261445,3154.661761372892,3171.9309166575085,3128.525794450065,3138.1089032238215,3141.414578247005,3123.520557102269,3107.867357699435,3077.6729266175103,3086.45018090893,3130.831321962058,3127.284125267484,3152.649664460178,3158.882460267687,3175.784214656354,3183.7410841707756,3164.77701954601,3173.7371600697293
94123,3284.8188258295,3336.261985402441,3322.3489876432673,3313.856579232125,3361.0830849409876,3404.9318843499755,3452.714975000066,3437.0806861056026,3396.332574915141,3364.7537789024027,3340.276036334677,3359.847589694947,3379.865146627143,3341.4904926989757,3343.34778572216,3337.114918742166,3370.6580863381055,3337.037540345849,3286.9025241117088,3222.1652960540773,3130.0113190357497,3054.6469267183747,2984.7283444836285,2947.612184191162,2939.3945757206666,2947.0900109893155,2987.8524536780765,3011.5855879642445,3046.57652176728,3080.1367422241487,3137.2721669528883,3193.7878061737692,3275.748896863716,3273.4659204840227,3303.004318929885,3296.204326558491,3325.427558818443,3331.260062456759,3358.0186349050487,3393.2934977022383,3428.9969398522344,3426.2313224929853,3433.6463940359818,3441.2858431898476,3428.0509993309374,3413.165546557042,3386.4147363805732,3373.6708129511826,3391.9655511869832,3425.6615189535883,3439.610397651645,3425.532994110763,3436.0395973437253,3461.740713949519,3475.3104000535445,3455.708532489384,3441.8749129996127,3459.116191387863,3468.432805572422,3465.964371239171
94127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94105,3879.553376381272,3885.3259350945928,3901.151106977235,3922.4749745743047,3923.138294896339,3961.830110218103,3974.6189294895894,3949.299049560732,3877.0610310392526,3849.046130528895,3839.199869323854,3889.4831501165177,3884.22589559471,3948.569497974708,3957.0107261135945,3959.616570532343,3872.4423707684305,3765.517866990304,3645.171699773157,3473.044684878153,3298.7417758572556,3101.522077556012,2979.9755543267825,2926.5173719025215,2935.7820445078883,3000.5477615312125,3062.8989107665875,3153.012554882589,3258.414876120089,3403.820320582625,3568.7301061226353,3649.429235705759,3658.5936629813887,3596.6324197906565,3534.189783038252,3488.2294154925744,3481.8738901681827,3500.5842464400375,3528.95859626615,3548.219604730762,3620.69834758911,3690.37866833227,3768.38292050426,3795.3182522699217,3784.7373468714686,3738.063373275913,3695.831798022367,3675.936998971312,3647.688579681606,3634.450711655099,3626.928388346774,3612.362662205227,3591.5469170030283,3604.8936620091904,3646.0076367350616,3681.813470062635,3673.162828296958,3648.6321261907906,3599.301281445494,3530.7024107449092
94108,2927.9358251097283,2892.067552306379,2962.9431774196123,2931.400266227418,2982.994134413549,2954.595808707378,3023.875989501855,3013.8014297089694,3017.2852451455865,2994.867126934017,3000.6473369902587,2944.2687776824587,2935.349739802956,2903.6358062120994,2970.670322836026,2940.5935912417,2914.999135557037,2853.455513961648,2784.447676508871,2686.6283541033954,2612.710974595981,2502.7789548520173,2432.9991024758083,2347.6770027800835,2341.8590063459405,2341.718351340613,2364.8914264027617,2384.1185754368385,2418.599182920043,2454.1603105508093,2491.9165455977004,2544.3173464258275,2570.489504438872,2602.135174628106,2616.153616887992,2672.7778025441853,2692.589087613295,2725.6302943270584,2704.456524039841,2723.6101574498325,2732.1758516077357,2717.01659985101,2707.3577119666015,2698.7993992335846,2730.704262304935,2704.496218557049,2729.93658016738,2736.4856087753474,2748.318552321882,2707.566165500954,2674.040411044266,2674.810004369539,2667.3587021342455,2686.8471373519965,2682.255431810735,2697.2544784024058,2677.265606489181,2676.497738701584,2635.3473236185496,2597.231969851673
94158,4184.023317744898,4201.366649927552,4241.523410033167,4277.467372327659,4239.753066793477,4259.371323239147,4288.060905430966,4301.609506439223,4278.747011625757,4269.6645267668055,4289.9110389990865,4284.087848312503,4240.612041592271,4212.105056372892,4210.525718244577,4187.764685875148,4155.474905958004,4050.393066863231,3940.713625743688,3737.8192193317864,3530.4245155223225,,3088.857387624634,2974.376996889082,3064.75350370073,3152.541100805325,3279.7715087474317,3336.8009288081876,3468.9981162035115,3673.3014154217367,3874.061879665201,3946.1209635028704,3901.8571234427127,3809.515314672893,3716.931359709453,3687.6887366527894,3726.69499116017,3816.7896757723615,3855.079761105406,3902.580425073467,3910.995532357793,4000.630955499379,4034.538420535779,4110.872653021083,4108.118564457532,4050.896141187324,3925.893209826651,3804.438175420009,3796.566795116005,3865.775799071937,3963.366584763916,3958.072830832468,3920.980289716755,3896.703553571534,3899.7919149951,3917.870686940237,3903.5489445634503,3861.092907792092,3815.7207949393937,3749.419215970606
94129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
