zip,date,rent
94131,2021-01,3005.5047812831585
94132,2021-01,2750.7082774576606
94107,2021-01,2796.851144106643
94133,2021-01,2696.5776633211967
94123,2021-01,2939.3945757206666
94127,2021-01,2750.7082774576606
94105,2021-01,2935.7820445078883
94108,2021-01,2341.8590063459405
94158,2021-01,3064.75350370073
94129,2021-01,2750.7082774576606
94112,2021-02,3039.702558231853
94110,2021-02,3090.1082364616937
94122,2021-02,2676.406384850323
94109,2021-02,2289.147575755768
94116,2021-02,2429.306324793739
94117,2021-02,2945.140514413314
94118,2021-02,2537.709399675949
94121,2021-02,2688.091720094219
94124,2021-02,2774.015116194434
94114,2021-02,3080.8598106790014
94102,2021-02,2460.526509055321
94115,2021-02,2682.845566825204
94103,2021-02,2754.1878031073074
94131,2021-02,3071.639665470725
94132,2021-02,2774.015116194434
94107,2021-02,2796.380389745469
94133,2021-02,2722.337523867895
94123,2021-02,2947.0900109893155
94127,2021-02,2774.015116194434
94105,2021-02,3000.5477615312125
94108,2021-02,2341.718351340613
94158,2021-02,3152.541100805325
94129,2021-02,2774.015116194434
94112,2021-03,2987.014909901765
94110,2021-03,3098.609317101975
94122,2021-03,2697.5861234602617
94109,2021-03,2277.080214597562
94116,2021-03,2533.772804989137
94117,2021-03,2933.125841606674
94118,2021-03,2666.26093576603
94121,2021-03,2715.949367411835
94124,2021-03,2810.5361627574293
94114,2021-03,3139.4766089741534
94102,2021-03,2467.496252131603
94115,2021-03,2709.269739213873
94103,2021-03,2807.778459020928
94131,2021-03,3060.8955407086323
94132,2021-03,2810.5361627574293
94107,2021-03,2844.939330144776
94133,2021-03,2765.5173477670837
94123,2021-03,2987.8524536780765
94127,2021-03,2810.5361627574293
94105,2021-03,3062.8989107665875
94108,2021-03,2364.8914264027617
94158,2021-03,3279.771508747432
94129,2021-03,2810.5361627574293
94112,2021-04,2919.1834240255403
94110,2021-04,3151.966239944746
94122,2021-04,2712.609384959072
94109,2021-04,2310.751603768961
94116,2021-04,2564.343802294717
94117,2021-04,2957.0555955202776
94118,2021-04,2690.691309367166
94121,2021-04,2729.8339099036507
94124,2021-04,2841.3907475938554
94114,2021-04,3141.5709605296693
94102,2021-04,2491.0808660578887
94115,2021-04,2762.4192122037293
94103,2021-04,2881.999049622177
94131,2021-04,3117.4088032523327
94132,2021-04,2841.3907475938554
94107,2021-04,2877.6920893287984
94133,2021-04,2792.300306412655
94123,2021-04,3011.5855879642445
94127,2021-04,2841.3907475938554
94105,2021-04,3153.012554882589
94108,2021-04,2384.1185754368385
94158,2021-04,3336.800928808188
94129,2021-04,2841.3907475938554
94112,2021-05,2946.8696091166635
94110,2021-05,3152.17632054492
94122,2021-05,2767.657017192329
94109,2021-05,2357.4091872146123
94116,2021-05,2569.2730934624287
94117,2021-05,2983.6077450464686
94118,2021-05,2702.1841678104342
94121,2021-05,2720.30233353452
94124,2021-05,2879.7327319729375
94114,2021-05,3191.4937472761235
94102,2021-05,2494.857057419482
94115,2021-05,2807.0323008849696
94103,2021-05,2954.7098884885963
94131,2021-05,3122.228910406101
94132,2021-05,2879.7327319729375
94107,2021-05,2978.0433111273605
94133,2021-05,2774.488520949876
94123,2021-05,3046.57652176728
94127,2021-05,2879.7327319729375
94105,2021-05,3258.414876120089
94108,2021-05,2418.599182920043
94158,2021-05,3468.9981162035115
94129,2021-05,2879.7327319729375
94112,2021-06,2965.8332836588093
94110,2021-06,3203.279771060883
94122,2021-06,2778.489404962376
94109,2021-06,2435.73807988608
94116,2021-06,2557.428931150207
94117,2021-06,3027.6722712347246
94118,2021-06,2733.547807892279
94121,2021-06,2719.793084471725
94124,2021-06,2938.128764286678
94114,2021-06,3223.8135636479333
94102,2021-06,2582.639048784413
94115,2021-06,2851.453522086969
94103,2021-06,3044.3976865319046
94131,2021-06,3183.397377462232
94132,2021-06,2938.128764286678
94107,2021-06,3096.4809197134828
94133,2021-06,2809.062980123541
94123,2021-06,3080.1367422241487
94127,2021-06,2938.128764286678
94105,2021-06,3403.820320582625
94108,2021-06,2454.1603105508093
94158,2021-06,3673.3014154217367
94129,2021-06,2938.128764286678
94112,2021-07,3091.5623648602773
94110,2021-07,3238.814282904303
94122,2021-07,2791.426328687531
94109,2021-07,2474.956413589463
94116,2021-07,2596.4208024391487
94117,2021-07,3055.219534611508
94118,2021-07,2774.2336304921287
94121,2021-07,2748.6008196624903
94124,2021-07,3006.9018896583893
94114,2021-07,3287.422394145069
94102,2021-07,2662.476944138492
94115,2021-07,2885.962519339315
94103,2021-07,3127.3976061548938
94131,2021-07,3191.771058852799
94132,2021-07,3006.9018896583893
94107,2021-07,3221.978456398359
94133,2021-07,2910.912048895197
94123,2021-07,3137.2721669528883
94127,2021-07,3006.9018896583893
94105,2021-07,3568.730106122636
94108,2021-07,2491.9165455977004
94158,2021-07,3874.061879665201
94129,2021-07,3006.9018896583893
94112,2021-08,3060.960172385792
94110,2021-08,3290.3212108923985
94122,2021-08,2807.372931002522
94109,2021-08,2518.5019712933845
94116,2021-08,2619.3413762145974
94117,2021-08,3075.2775739989925
94118,2021-08,2817.4277975822893
94121,2021-08,2749.0358030784305
94124,2021-08,3049.5810334770094
94114,2021-08,3315.085445082216
94102,2021-08,2720.12621953405
94115,2021-08,2946.396140793359
94103,2021-08,3222.834983878708
94131,2021-08,3218.1839064985334
94132,2021-08,3049.5810334770094
94107,2021-08,3295.669399455377
94133,2021-08,2951.849352564302
94123,2021-08,3193.787806173769
94127,2021-08,3049.5810334770094
94105,2021-08,3649.429235705759
94108,2021-08,2544.3173464258275
94158,2021-08,3946.1209635028704
94129,2021-08,3049.5810334770094
94112,2021-09,3137.7067103539853
94110,2021-09,3303.4317698238924
94122,2021-09,2850.7046629029087
94109,2021-09,2507.947630654316
94116,2021-09,2660.483945252951
94117,2021-09,3095.129952454742
94118,2021-09,2856.247682911088
94121,2021-09,2753.7749182260013
94124,2021-09,3070.4419784841284
94114,2021-09,3322.7147063658845
94102,2021-09,2678.618764014573
94115,2021-09,2989.237117507175
