id,date,tents,structures,vehicles,lat,lon,geoid
56,2024-10,0,0,2,37.72412827186545,-122.38855730742216,06075023400
57,2024-10,0,1,0,37.712643242198766,-122.465995028615,06075031302
58,2024-10,0,1,0,37.77322342362992,-122.4182004109025,06075017700
59,2024-10,0,0,1,37.72579657592414,-122.38979883491994,06075023200
60,2024-10,0,0,1,37.72514395024661,-122.39030677825212,06075023400
61,2024-10,0,0,7,37.7245395835094,-122.3909605666995,06075023400
62,2024-10,1,2,0,37.77041366935816,-122.41790905594829,06075020101
63,2024-10,1,0,7,37.72390047159045,-122.39151913672686,06075023400
64,2024-10,0,1,0,37.77006754434504,-122.41784736514091,06075020101
65,2024-10,0,0,1,37.72232335314876,-122.39183228462936,06075023400
66,2024-10,0,0,2,37.722047546238585,-122.39320054650304,06075023400
67,2024-10,1,0,0,37.7656483277736,-122.5057179267777,06075980300
68,2024-10,0,0,1,37.72533382486868,-122.3937688395381,06075023400
69,2024-10,0,0,1,37.72707820888315,-122.39031918346885,06075023200
70,2024-10,0,0,1,37.72698221314189,-122.38861329853536,06075023200
71,2024-10,0,0,2,37.72662527760917,-122.38618355244397,06075023200
72,2024-10,0,0,11,37.72656083809863,-122.3844253644347,06075023200
73,2024-10,0,0,3,37.72547251789532,-122.38181188702583,06075023200
74,2024-10,0,0,1,37.726158288775984,-122.38102700561284,06075023200
75,2024-10,0,0,4,37.726453969157134,-122.38254245370628,06075023200
76,2024-10,0,0,1,37.76953351214582,-122.438668012619,06075016700
77,2024-10,0,1,0,37.770493442198045,-122.42484625428916,06075020202
78,2024-10,0,0,3,37.72741684479991,-122.3825964331627,06075023200
79,2024-10,0,0,2,37.7106786344956,-122.4655283242464,06075031302
80,2024-10,0,0,3,37.72794958994829,-122.38181624561548,06075023200
81,2024-10,2,2,0,37.71327263770015,-122.47052762657404,06075031302
82,2024-10,0,0,3,37.72740411614819,-122.37992931157348,06075023200
83,2024-10,0,0,1,37.768269576403874,-122.443551979959,06075016700
84,2024-10,0,1,1,37.74875961135154,-122.41581910098633,06075022901
85,2024-10,0,0,1,37.77046932483691,-122.44295820593833,06075016700
86,2024-10,0,0,2,37.72825799168493,-122.37915180623531,06075980600
87,2024-10,1,0,0,37.7729382657368,-122.42115050554276,06075020101
88,2024-10,1,0,0,37.77267324812146,-122.40052197128534,06075060702
89,2024-10,0,0,1,37.77259983807401,-122.4202036857605,06075020101
90,2024-10,0,1,0,37.7732130880006,-122.41982314735652,06075020101
91,2024-10,0,0,1,37.77026392940967,-122.4448622390628,06075016601
92,2024-10,0,1,0,37.77015155799252,-122.44614366441968,06075016601
93,2024-10,0,1,0,37.77009060172784,-122.4468470737338,06075016601
94,2024-10,0,1,0,37.769584927820624,-122.44977805763484,06075016602
95,2024-10,0,1,0,37.77274851322081,-122.42178585380316,06075020101
96,2024-10,0,0,1,37.76826904633612,-122.44933012872936,06075017102
97,2024-10,0,0,1,37.73140213110943,-122.37355202436449,06075023103
98,2024-10,6,1,0,37.7741756204113,-122.41992574185132,06075020101
99,2024-10,1,0,0,37.78199665694071,-122.41307149181368,06075012503
100,2024-10,1,0,0,37.78464029669081,-122.41107763478256,06075012502
101,2024-10,0,0,1,37.77107808702927,-122.45347782969472,06075980300
102,2024-10,2,0,0,37.78555159665204,-122.4129421998506,06075012301
103,2024-10,6,0,0,37.78441520524503,-122.41270860636902,06075012502
104,2024-10,0,2,0,37.77211909321804,-122.41777997463942,06075017700
105,2024-10,2,0,0,37.78418182442263,-122.4143515711526,06075012404
106,2024-10,2,0,0,37.78512096970352,-122.41455230525544,06075012204
107,2024-10,0,2,0,37.77180795899355,-122.41583336144686,06075017700
108,2024-10,6,0,0,37.78646714569512,-122.41904327951184,06075012202
109,2024-10,1,0,0,37.78743988421193,-122.41920560041326,06075012002
110,2024-10,1,1,0,37.76976529932824,-122.40573912222978,06075018000
111,2024-10,1,0,0,37.78553517392924,-122.41879340550292,06075012202
112,2024-10,1,0,0,37.78133746475602,-122.42039683395896,06075012405
113,2024-10,2,0,0,37.78498201815063,-122.41198559444898,06075012301
114,2024-10,1,0,0,37.78454779762106,-122.41523345398558,06075012404
115,2024-10,0,0,1,37.73741744151416,-122.39064607769252,06075061200
116,2024-10,1,0,0,37.78415855456088,-122.41850109245304,06075012202
117,2024-10,1,1,0,37.76906072324881,-122.40902967914326,06075017700
118,2024-10,4,1,0,37.76979297541811,-122.41572104394436,06075017700
119,2024-10,0,0,3,37.74018364144521,-122.39024106413126,06075980900
120,2024-10,0,0,10,37.74126882900335,-122.39006604999302,06075980900
121,2024-10,0,0,1,37.74242611508712,-122.38900925964116,06075980900
122,2024-10,1,1,0,37.770300829737,-122.41975924084424,06075020101
123,2024-10,1,0,3,37.73988138749701,-122.38626033067705,06075061200
124,2024-10,0,0,1,37.77270717042924,-122.44805842638014,06075980300
125,2024-10,0,1,0,37.77685750034461,-122.41431925445796,06075017603
126,2024-10,0,0,1,37.73860024127111,-122.38115508109333,06075980900
127,2024-10,0,1,0,37.78020732852964,-122.40984264761212,06075017604
128,2024-10,0,0,2,37.742244238105975,-122.38346010446548,06075980900
129,2024-10,0,1,0,37.7808112407417,-122.40911744534972,06075017604
130,2024-10,1,0,0,37.785068165126646,-122.3942995816469,06075061503
131,2024-10,0,1,0,37.77495952383747,-122.43803568184376,06075016400
132,2024-10,0,1,0,37.77903791362848,-122.41019804030655,06075017602
133,2024-10,0,1,0,37.77839264731608,-122.41099365055562,06075017603
134,2024-10,4,2,3,37.74493522945978,-122.38951016217467,06075980900
135,2024-10,0,1,1,37.77728309408504,-122.4123863875866,06075017603
136,2024-10,0,1,9,37.74472605147143,-122.3881345242262,06075980900
137,2024-10,0,1,0,37.80658884080109,-122.4059896543622,06075010101
138,2024-10,0,2,0,37.77645230950676,-122.41341635584833,06075017603
139,2024-10,0,0,1,37.74567490353649,-122.39178232848644,06075980900
140,2024-10,0,1,2,37.77276706446589,-122.44096096605064,06075980300
141,2024-10,0,1,0,37.77307077418825,-122.44103204458952,06075980300
142,2024-10,2,0,0,37.78064641745067,-122.39959526807073,06075018000
143,2024-10,0,0,1,37.753496703266926,-122.38606017082928,06075022600
144,2024-10,1,0,0,37.77935829222241,-122.39843554794788,06075018000
145,2024-10,0,0,3,37.77897245976643,-122.44468655437232,06075015702
146,2024-10,0,0,5,37.75014619521246,-122.38919634371996,06075980900
147,2024-10,1,0,0,37.77920565544762,-122.401430234313,06075018000
148,2024-10,0,0,3,37.74937634425176,-122.39035539329052,06075980900
149,2024-10,0,0,2,37.778044969662005,-122.40170918405056,06075018000
150,2024-10,2,1,0,37.74999243774055,-122.39248339086772,06075980900
151,2024-10,0,0,1,37.780827935041685,-122.44924396276474,06075015701
152,2024-10,0,0,3,37.75090357864829,-122.39256050437687,06075980900
153,2024-10,0,0,3,37.7526749295911,-122.39081170409918,06075022600
154,2024-10,0,0,1,37.7804384003932,-122.45279654860498,06075015701
155,2024-10,0,0,2,37.77980825088078,-122.45381277054548,06075015701
156,2024-10,1,0,0,37.78506261234642,-122.40039262252218,06075061503
157,2024-10,0,1,0,37.80712710848542,-122.40969814360145,06075010101
158,2024-10,0,0,3,37.75484121135312,-122.39753633737564,06075061402
159,2024-10,1,0,0,37.78429776747994,-122.40453057768693,06075017602
160,2024-10,0,0,1,37.75993140575308,-122.39919327199458,06075022704
161,2024-10,3,0,0,37.77969297904727,-122.40729622542857,06075017602
162,2024-10,2,0,0,37.78060640402397,-122.40718390792608,06075017602
163,2024-10,1,0,2,37.74033529822442,-122.3864323273301,06075061200
164,2024-10,0,0,0,37.77702295821036,-122.39507752910004,06075018000
165,2024-10,0,0,2,37.76110085779421,-122.40019608289003,06075022704
166,2024-10,0,1,0,37.77690864592364,-122.41174601018427,06075017603
167,2024-10,0,1,0,37.77858132535851,-122.40963310003282,06075017602
168,2024-10,0,2,0,37.7799365071463,-122.40793492645024,06075017602
169,2024-10,0,3,0,37.77854369578736,-122.407844401896,06075017804
170,2024-10,1,0,0,37.77736365451729,-122.39628575742243,06075018000
171,2024-10,0,2,0,37.77731833928495,-122.41008069366217,06075017804
172,2024-10,0,1,0,37.74660624608018,-122.3947636038065,06075980900
173,2024-10,5,0,0,37.77485060469027,-122.3961952328682,06075060703
174,2024-10,0,0,5,37.74659696717726,-122.39937063306569,06075980900
175,2024-10,0,2,7,37.745465727638646,-122.40141212940216,06075980900
176,2024-10,1,0,0,37.76410657217964,-122.3919439315796,06075022600
177,2024-10,0,1,0,37.74025390205462,-122.46235828846692,06075030800
178,2024-10,0,1,0,37.77598775508096,-122.40903563797474,06075017804
179,2024-10,0,0,1,37.776184124421455,-122.40872651338576,06075017804
180,2024-10,1,0,0,37.77029891292919,-122.39895422011614,06075060702
181,2024-10,0,1,0,37.78026271164533,-122.47976683080196,06075047701
182,2024-10,0,1,0,37.77732734933338,-122.40735791623592,06075017804
183,2024-10,1,0,0,37.77569215794335,-122.39459868526576,06075060703
184,2024-10,0,0,1,37.772422540583,-122.49014195054768,06075047801
185,2024-10,0,1,0,37.76342847405746,-122.4193670367019,06075020802
186,2024-10,0,0,0,37.775448634383366,-122.39658947210458,06075060703
187,2024-10,0,1,0,37.765294571800126,-122.41380630860434,06075017700
188,2024-10,0,1,0,37.79072990533379,-122.419795319438,06075011101
189,2024-10,0,0,2,37.74741880835303,-122.39509854465724,06075980900
190,2024-10,0,0,2,37.76410441357779,-122.41224134924336,06075022801
191,2024-10,0,1,0,37.78909697975674,-122.42086317390203,06075011102
192,2024-10,1,1,0,37.77081677309306,-122.4090027809143,06075018000
193,2024-10,0,1,0,37.7881354365227,-122.42079075425865,06075012001
194,2024-10,0,0,1,37.77146184050706,-122.50887013971806,06075047904
195,2024-10,5,0,0,37.78839086008464,-122.41888303309678,06075012001
196,2024-10,0,1,0,37.77261706426497,-122.40667797625066,06075018000
197,2024-10,0,0,3,37.76719236799105,-122.40518829011256,06075017700
198,2024-10,0,0,2,37.76716491674687,-122.40615660903144,06075017700
199,2024-10,1,0,0,37.78162499285671,-122.3924112491815,06075061502
200,2024-10,0,0,1,37.77601372568495,-122.51136157661676,06075047904
201,2024-10,0,0,3,37.767805905940406,-122.40765211857988,06075017700
202,2024-10,0,0,1,37.76824258399219,-122.40933486230016,06075017700
203,2024-10,1,0,0,37.785878185156,-122.41967529058456,06075012202
204,2024-10,0,0,7,37.76710634395057,-122.41369045090958,06075017700
205,2024-10,0,1,1,37.718652915551935,-122.46359914541245,06075031301
206,2024-10,0,1,0,37.77629357161429,-122.42055907845496,06075016200
207,2024-10,0,1,0,37.77644939445671,-122.4224755167961,06075016200
208,2024-10,0,1,0,37.781077289136974,-122.4222706630826,06075016000
209,2024-10,0,0,1,37.76583541239483,-122.41533330551998,06075017700
210,2024-10,1,0,0,37.7811671200024,-122.42319099605083,06075016000
211,2024-10,0,1,0,37.77639321346973,-122.42342535406353,06075016200
212,2024-10,0,0,2,37.73965681731707,-122.5066090375185,06075035400
213,2024-10,0,0,2,37.74065001156335,-122.50682428479196,06075035400
214,2024-10,0,0,3,37.74190646538395,-122.50693660229445,06075035400
215,2024-10,0,0,2,37.744481612059175,-122.50729333609344,06075035400
216,2024-10,0,0,2,37.74726212901364,-122.50718638300896,06075035400
217,2024-10,0,0,2,37.75138128027985,-122.5082280859351,06075035201
218,2024-10,0,0,2,37.754939291625625,-122.50869713723658,06075035201
219,2024-10,0,0,4,37.75755878203626,-122.50900626182556,06075035201
220,2024-10,0,0,6,37.75960087051256,-122.50936098396777,06075035201
221,2024-10,0,0,6,37.7620012596532,-122.50959668308498,06075035202
222,2024-10,0,0,3,37.763795404242,-122.50944580882788,06075035202
223,2024-10,0,0,3,37.76011535977006,-122.50918328762054,06075035202
224,2024-10,0,0,3,37.780314384849824,-122.43032835423946,06075016102
225,2024-10,0,1,0,37.78434133881246,-122.4309365451336,06075015900
226,2024-10,0,1,0,37.78470197062593,-122.43193566799162,06075015500
227,2024-10,0,1,0,37.78467282337351,-122.4366868659854,06075015500
228,2024-10,0,0,1,37.78447462175233,-122.43836626410484,06075015500
229,2024-10,0,1,1,37.76059538747843,-122.5059173628688,06075035202
230,2024-10,0,0,1,37.76316723329203,-122.50611752271654,06075035202
231,2024-10,0,0,1,37.76419006250234,-122.50612758100034,06075035202
232,2024-10,0,0,2,37.76459346520987,-122.4976980686188,06075980300
233,2024-10,0,0,1,37.76013126355407,-122.49626241624355,06075035101
234,2024-10,1,0,0,37.80497401420786,-122.43429366499184,06075012602
235,2024-10,0,0,1,37.805064080925305,-122.43333511054516,06075012602
236,2024-10,0,0,1,37.805722889133065,-122.4255510047078,06075012602
237,2024-10,0,1,0,37.78503663325478,-122.42842365056276,06075015500
238,2024-10,0,0,1,37.74985432084252,-122.49254889786243,06075032902
239,2024-10,0,0,1,37.74840341508652,-122.48519159853456,06075032802
240,2024-10,0,0,2,37.747892555877456,-122.50722594559193,06075035400
241,2024-10,0,1,0,37.75317806823472,-122.49998498708013,06075035102
242,2024-10,0,1,0,37.75293657271632,-122.5051874667406,06075035201
243,2024-10,0,0,2,37.74572421487874,-122.50290255993605,06075035400
244,2024-10,0,1,0,37.75067228728462,-122.41710738754183,06075020900
245,2024-10,0,0,1,37.75479773789345,-122.50590529292822,06075035201
246,2024-10,0,0,1,37.74845403130212,-122.41756731592494,06075020900
247,2024-10,0,1,0,37.7499146785769,-122.41434938851036,06075022901
248,2024-10,2,2,0,37.74917107328071,-122.40481276126144,06075025100
249,2024-10,0,1,0,37.76061810717784,-122.4083999160583,06075022801
250,2024-10,0,1,0,37.7685098858202,-122.40644778050536,06075017700
251,2024-10,2,0,0,37.76997056985263,-122.40697657191642,06075017700
252,2024-10,1,0,2,37.76807581839121,-122.41299573022056,06075017700
253,2024-10,0,2,0,37.768162975603296,-122.4124290635148,06075017700
254,2024-10,1,0,0,37.76977526450876,-122.42101265194424,06075020101
255,2024-10,1,0,0,37.76943282077357,-122.41570949388922,06075017700
256,2024-10,0,1,0,37.764548988650425,-122.41515140600606,06075017700
257,2024-10,1,2,1,37.76120516445987,-122.4149947594182,06075022801
258,2024-10,0,0,1,37.75006772592189,-122.48720057308672,06075032902
259,2024-10,0,0,1,37.762108231991576,-122.41017118548775,06075022801
260,2024-10,0,0,1,37.76306515705648,-122.40933013036164,06075022801
261,2024-10,0,0,1,37.7641087391162,-122.41030820727656,06075022801
262,2024-10,0,0,2,37.76619811521264,-122.41053955112643,06075017700
263,2024-10,0,0,3,37.76753185635486,-122.41064797651946,06075017700
264,2024-10,0,0,2,37.76782515356748,-122.40673937055703,06075017700
265,2024-10,0,0,5,37.766522444339245,-122.40569963949096,06075017700
266,2024-10,0,0,1,37.76661815080512,-122.40469838909236,06075017700
267,2024-10,0,0,1,37.76773742411907,-122.4047827043496,06075060702
268,2024-10,0,0,2,37.76899768172711,-122.41354290961368,06075017700
269,2024-10,0,0,6,37.76062005056036,-122.41386151387688,06075022801
270,2024-10,0,0,4,37.76295644213585,-122.41378960279314,06075022801
271,2024-10,0,0,1,37.712892295672255,-122.45076980441809,06075026202
272,2024-10,0,1,0,37.7102820994194,-122.4486894160509,06075026202
273,2024-10,0,1,0,37.71978244314068,-122.43979621678592,06075026100
274,2024-10,0,0,2,37.72857408224396,-122.4437440931797,06075031100
275,2024-10,0,0,3,37.72913651856859,-122.44241707026958,06075031100
276,2024-10,0,0,2,37.72960136724307,-122.44129020720722,06075031100
277,2024-10,0,0,1,37.72762341990419,-122.45215080678464,06075031100
278,2024-10,0,0,3,37.74570247547384,-122.44028974324463,06075021600
279,2024-10,0,0,1,37.74241869154562,-122.43545908480884,06075021700
280,2024-10,0,0,1,37.7468048143239,-122.41275150328876,06075025200
281,2024-10,0,0,1,37.74779473137129,-122.41485971957448,06075025200
282,2024-10,0,0,2,37.7374055100148,-122.40908961743116,06075025100
283,2024-10,0,0,1,37.74227260670243,-122.41236761212348,06075025200
284,2024-10,0,0,1,37.73728168745257,-122.42103584110735,06075025401
285,2024-10,0,0,1,37.72271929338885,-122.4176736921072,06075025900
286,2024-10,0,0,5,37.71904489725812,-122.40999083966015,06075980501
287,2024-10,0,0,1,37.7200876964078,-122.40609392523764,06075025900
288,2024-10,0,0,2,37.71960687553107,-122.40071475505827,06075025800
289,2024-10,0,1,0,37.717925701778455,-122.40015920251608,06075026402
290,2024-10,0,0,1,37.71730987184117,-122.40018066018818,06075026402
291,2024-10,0,0,1,37.7153920671813,-122.39954698830842,06075026402
292,2024-10,1,0,0,37.78552524327097,-122.39469688385724,06075061503
293,2024-10,10,2,0,37.779155306442384,-122.4003006890416,06075018000
294,2024-10,0,0,1,37.71265199489093,-122.41197265684605,06075026401
295,2024-10,2,0,0,37.7952027125059,-122.39412255585194,06075010500
296,2024-10,1,0,0,37.80817422921166,-122.41644658148287,06075010101
297,2024-10,1,0,0,37.74813327253989,-122.39092838019133,06075980900
298,2024-10,1,0,0,37.74636738023728,-122.38627776503562,06075980900
299,2024-10,2,0,0,37.74672316015735,-122.39077515900136,06075980900
300,2024-10,1,0,1,37.75439799293281,-122.3832703381777,06075022600
301,2024-10,0,0,1,37.759796488178914,-122.38672636449336,06075022600
302,2024-10,1,0,0,37.78756126020974,-122.38742507994176,06075061507
303,2024-10,2,0,0,37.76333395091233,-122.40565538406372,06075022802
304,2024-07,0,1,0,37.7840514542127,-122.41172622889282,06075012502
305,2024-07,1,0,0,37.78196472850304,-122.41315383464098,06075012503
306,2024-07,0,1,0,37.78215498733245,-122.41146337240934,06075012503
307,2024-07,2,0,0,37.78272311106158,-122.4140838906169,06075012404
308,2024-07,6,2,0,37.78504484744117,-122.4119210243225,06075012301
309,2024-07,2,0,0,37.78454563522852,-122.41504780948162,06075012404
310,2024-07,3,2,0,37.78417042892547,-122.41866175085303,06075012202
311,2024-07,0,1,0,37.78517945397867,-122.41954620927572,06075012202
312,2024-07,1,1,0,37.78544283692745,-122.41534788161518,06075012204
313,2024-07,1,0,0,37.78590468222649,-122.41310589015484,06075012302
314,2024-07,1,1,0,37.76888447148457,-122.47854521389635,06075980300
315,2024-07,1,1,0,37.77123783211231,-122.48034082349665,06075980300
316,2024-07,1,0,0,37.76562933325858,-122.5057977952828,06075980300
317,2024-07,1,0,0,37.78374010522722,-122.41596411913636,06075012403
318,2024-07,3,1,0,37.783707512874585,-122.41834055632354,06075012406
319,2024-07,0,1,0,37.76537721754771,-122.4980931190146,06075980300
320,2024-07,2,2,0,37.76415454599562,-122.43394430726768,06075016900
321,2024-07,1,1,0,37.78105873997712,-122.40978296846151,06075017604
322,2024-07,1,1,0,37.78180123271102,-122.40880362689497,06075017602
323,2024-07,1,0,0,37.782511920054674,-122.40747526288034,06075017602
324,2024-07,2,1,0,37.78437181107635,-122.41432595998047,06075012502
325,2024-07,3,0,0,37.785159580981656,-122.414575740695,06075012204
326,2024-07,3,3,0,37.784572927703074,-122.4127008765936,06075012502
327,2024-07,0,1,0,37.78482147424057,-122.40940611809492,06075012503
328,2024-07,0,1,0,37.78387391920724,-122.40928675979374,06075012503
329,2024-07,3,1,0,37.77320036722404,-122.44073029607534,06075016400
330,2024-07,1,0,0,37.77465635189563,-122.44621373713017,06075016500
331,2024-07,0,0,1,37.775936078852034,-122.44540270417929,06075016500
332,2024-07,0,0,1,37.78142071274132,-122.44517404586075,06075015702
333,2024-07,0,0,1,37.78066152185117,-122.45095822960138,06075015701
334,2024-07,2,1,0,37.77059786233019,-122.45377790182827,06075016602
335,2024-07,0,0,1,37.77147774185131,-122.45078824460506,06075980300
336,2024-07,0,0,1,37.77171361138912,-122.44836855679748,06075016601
337,2024-07,0,0,1,37.77252854810256,-122.44279727339745,06075980300
338,2024-07,0,1,0,37.78195877413276,-122.40147298603154,06075017801
339,2024-07,1,0,0,37.77285027999383,-122.44015663862228,06075016400
340,2024-07,1,0,0,37.78008855843262,-122.39882273522866,06075018000
341,2024-07,0,0,1,37.77508593344946,-122.44133178144692,06075016500
342,2024-07,0,0,1,37.77351494078532,-122.4416895210743,06075980300
343,2024-07,0,0,1,37.77335010122594,-122.442962564528,06075980300
344,2024-07,0,0,1,37.772897983120494,-122.44674347341062,06075016500
345,2024-07,0,0,1,37.77263959081635,-122.44930163025856,06075016500
346,2024-07,1,1,0,37.783075653223605,-122.38803939082943,06075061508
347,2024-07,2,0,0,37.7729085838111,-122.44920339435338,06075016500
348,2024-07,0,0,1,37.772393918526674,-122.45084725320338,06075016500
349,2024-07,1,0,0,37.79468553992846,-122.39333423202729,06075010500
350,2024-07,0,1,0,37.79597102792523,-122.39460399028354,06075010500
351,2024-07,5,0,0,37.746193996556535,-122.39409036934376,06075980900
352,2024-07,1,1,0,37.75216020451879,-122.40250164115145,06075061401
353,2024-07,0,0,17,37.748382471784026,-122.39494297653438,06075980900
354,2024-07,1,0,0,37.79557552420256,-122.39483706160956,06075010500
355,2024-07,0,5,2,37.74748482036117,-122.39478606730698,06075980900
356,2024-07,0,1,0,37.79523828136786,-122.39458616185588,06075010500
357,2024-07,0,0,5,37.74411574678834,-122.39588309079409,06075980900
358,2024-07,0,3,17,37.746006826561455,-122.40235425531864,06075980900
359,2024-07,4,0,0,37.76897709453437,-122.40932529841712,06075017700
360,2024-07,0,8,2,37.74535994644624,-122.40295976400375,06075980900
361,2024-07,0,0,0,37.78984844277922,-122.38884319078556,06075061507
362,2024-07,0,4,4,37.743636142400575,-122.40292657166718,06075980900
363,2024-07,0,2,10,37.74149631072071,-122.39880871027708,06075980900
364,2024-07,1,0,0,37.78777853095898,-122.3931509256363,06075061506
365,2024-07,1,0,0,37.7699843660947,-122.41750584909887,06075017700
366,2024-07,1,0,0,37.77002458341157,-122.41964718221924,06075020101
367,2024-07,0,1,0,37.77012844132923,-122.41923899544874,06075020101
368,2024-07,0,0,25,37.74286304221832,-122.39998854696752,06075980900
369,2024-07,1,0,0,37.78344756847467,-122.39454332739116,06075061502
370,2024-07,0,0,1,37.78595211195895,-122.3931371793151,06075061503
371,2024-07,0,0,1,37.71129743716784,-122.45388552546504,06075026201
372,2024-07,0,0,11,37.72266174560866,-122.38910313695668,06075023400
373,2024-07,1,0,0,37.76716738654188,-122.44208437558008,06075016700
374,2024-07,0,0,1,37.71266021711597,-122.4510407075286,06075026202
375,2024-07,1,0,0,37.77949720295253,-122.39828941029415,06075018000
376,2024-07,0,0,4,37.72204038585321,-122.38963354378936,06075023400
377,2024-07,0,1,0,37.77950668878466,-122.39593237638476,06075018000
378,2024-07,0,0,6,37.72330086821613,-122.38929994404316,06075023400
379,2024-07,1,0,0,37.76836684377153,-122.45218768715856,06075017102
380,2024-07,0,2,0,37.71012852439512,-122.44870148599148,06075026303
381,2024-07,1,0,0,37.77724519885137,-122.3992536216974,06075018000
382,2024-07,0,0,2,37.71245863972295,-122.44491890072824,06075026202
383,2024-07,0,1,0,37.76944711252929,-122.4519868567586,06075016602
384,2024-07,1,0,2,37.76991011788422,-122.4503631144762,06075016602
385,2024-07,0,1,0,37.71360656259911,-122.44361467659472,06075026301
386,2024-07,0,0,3,37.76984465594074,-122.4478679895401,06075016601
387,2024-07,1,1,0,37.77019369729396,-122.44689770042896,06075016601
388,2024-07,0,0,5,37.74026450742386,-122.39044893532991,06075980900
389,2024-07,0,0,1,37.7705374364849,-122.44263265281914,06075016700
390,2024-07,0,0,1,37.77077012872336,-122.44076617062092,06075016700
391,2024-07,0,0,1,37.77010199790288,-122.4393580108881,06075016700
392,2024-07,0,1,0,37.7819252457598,-122.39711690694094,06075018000
393,2024-07,0,0,2,37.72829750307859,-122.44368676096202,06075031100
394,2024-07,1,0,0,37.782456008658215,-122.4242189526558,06075016102
395,2024-07,0,1,0,37.7541843862973,-122.41199447824404,06075022902
396,2024-07,0,0,1,37.7286570823097,-122.44347050786018,06075031100
397,2024-07,0,0,1,37.72914314791988,-122.44248781353237,06075031100
398,2024-07,0,0,1,37.76969173449474,-122.44281973689796,06075016601
