id,lat,lon,year_mon
1240,37.777083316,-122.416979514,2022-08
1241,37.789688847,-122.412913103,2021-12
1242,37.718475863,-122.437317366,2021-07
1243,37.760344069,-122.486506685,2024-09
1244,37.766134387,-122.421935076,2023-06
1245,37.722760282,-122.455200494,2024-02
1246,37.752050457,-122.408181887,2020-01
1247,37.781783302,-122.468703265,2023-01
1248,37.72030093,-122.434349394,2023-12
1249,37.714358622,-122.473175139,2023-11
1250,37.745939874,-122.45675881,2021-11
1251,37.769702722,-122.424196066,2024-06
1252,37.787027218,-122.394922601,2023-08
1253,37.771817046,-122.427085157,2024-06
1254,37.78832457,-122.393911345,2022-08
1255,37.78658886,-122.401692292,2020-03
1256,37.762773726,-122.417186682,2021-08
1257,37.790494993,-122.408784625,2024-05
1258,37.798299711,-122.403702583,2023-11
1259,37.77848749,-122.478707416,2021-06
1260,37.721778046,-122.460733044,2024-08
1261,37.787027218,-122.394922601,2022-08
1262,37.763015092,-122.46831698,2021-10
1263,37.722049402,-122.409488592,2022-04
1264,37.802163581,-122.414518424,2021-06
1265,37.790930611,-122.409788678,2024-06
1266,37.772359929,-122.391397888,2022-09
1267,37.779530959,-122.413542707,2020-09
1268,37.75847596,-122.466460104,2022-08
1269,37.748153676,-122.45898586,2024-04
1270,37.787027218,-122.394922601,2022-08
1271,37.800328068,-122.406244966,2020-07
1272,37.795495066,-122.421607115,2020-12
1273,37.770824471,-122.436835894,2023-08
1274,37.801961772,-122.417853325,2023-09
1275,37.80339083,-122.415683516,2021-09
1276,37.759628007,-122.446494078,2022-01
1277,37.733228508,-122.423758899,2021-08
1278,37.772345568,-122.443190214,2021-12
1279,37.783565477,-122.415051135,2023-01
1280,37.780646414,-122.427178093,2022-09
1281,37.772256138,-122.425485594,2020-06
1282,37.787504496,-122.414163692,2022-08
1283,37.787027218,-122.394922601,2022-08
1284,37.799946934,-122.428478709,2024-12
1285,37.717721488,-122.444924905,2023-08
1286,37.777083316,-122.416979514,2022-08
1287,37.757580976,-122.422275311,2024-08
1288,37.735041895,-122.382467736,2022-04
1289,37.790280287,-122.414916875,2020-04
1290,37.784181764,-122.414404219,2023-12
1291,37.780563458,-122.495451414,2020-03
1292,37.77463856,-122.500381666,2022-08
1293,37.754829661,-122.415465688,2021-09
1294,37.768284782,-122.418885184,2023-08
1295,37.781334058,-122.399027494,2023-01
1296,37.743517101,-122.506356459,2020-01
1297,37.732738318,-122.377183548,2020-05
1298,37.772694134,-122.42218914,2020-10
1299,37.753565071,-122.395635885,2022-05
1300,37.775328443,-122.395002097,2021-08
1301,37.740449685,-122.421267488,2023-12
1302,37.777923063,-122.404787953,2023-06
1303,37.739123409,-122.501137991,2021-02
1304,37.777083316,-122.416979514,2024-11
1305,37.791351109,-122.432718939,2020-07
1306,37.784903682,-122.416234049,2024-11
1307,37.779323249,-122.480311462,2022-06
1308,37.772359929,-122.391397888,2024-12
1309,37.763055892,-122.467387267,2021-07
1310,37.741174328,-122.496981583,2020-01
1311,37.786570555,-122.413973061,2023-03
1312,37.78832457,-122.393911345,2023-05
1313,37.78574307,-122.465627229,2020-11
1314,37.781595588,-122.412190669,2023-03
1315,37.78413966,-122.426501422,2021-08
1316,37.773207425,-122.421535842,2024-09
1317,37.759468723,-122.463915787,2023-09
1318,37.729697208,-122.392620746,2024-08
1319,37.787504496,-122.414163692,2021-10
1320,37.78658886,-122.401692292,2020-05
1321,37.721778046,-122.460733044,2022-09
1322,37.788635276,-122.416990341,2022-05
1323,37.787756621,-122.413055711,2020-05
1324,37.759934505,-122.398703844,2021-01
1325,37.779530959,-122.413542707,2023-03
1326,37.746819694,-122.44038062,2021-09
1327,37.786004828,-122.395077257,2022-09
1328,37.78815055,-122.475141268,2022-04
1329,37.752270454,-122.499910589,2022-02
1330,37.748408198,-122.411010507,2022-02
1331,37.76523475,-122.426282639,2023-06
1332,37.781334058,-122.399027494,2021-05
1333,37.710554004,-122.43518717,2022-07
1334,37.728905076,-122.380246827,2023-05
1335,37.785736789,-122.389124364,2021-08
1336,37.79865054,-122.445349606,2024-10
1337,37.783565477,-122.415051135,2022-10
1338,37.78832457,-122.393911345,2022-06
1339,37.762893706,-122.41514583,2021-11
1340,37.76329484,-122.434035369,2021-05
1341,37.708772304,-122.407052986,2022-06
1342,37.777790309,-122.412834332,2021-08
1343,37.786570555,-122.413973061,2020-06
1344,37.798465839,-122.40743069,2020-03
1345,37.759175731,-122.423447521,2021-03
1346,37.728905076,-122.380246827,2023-09
1347,37.796136141,-122.407540846,2021-05
1348,37.759628007,-122.446494078,2022-05
1349,37.780457839,-122.428690538,2022-09
1350,37.799523276,-122.427619652,2023-05
1351,37.76276905,-122.473917056,2022-03
1352,37.758571594,-122.399129212,2023-02
1353,37.780646414,-122.427178093,2022-10
1354,37.779106802,-122.431789183,2022-10
1355,37.775328443,-122.395002097,2021-04
1356,37.786570555,-122.413973061,2024-02
1357,37.742786674,-122.436282312,2021-08
1358,37.714358622,-122.473175139,2023-12
1359,37.759806799,-122.425386497,2021-07
1360,37.748943499,-122.409635096,2021-11
1361,37.763749159,-122.494267385,2020-09
1362,37.741925365,-122.479981753,2022-01
1363,37.772694134,-122.42218914,2023-09
1364,37.746316088,-122.409798653,2021-01
1365,37.777790309,-122.412834332,2022-07
1366,37.722897791,-122.442022876,2024-08
1367,37.771208536,-122.448794637,2022-10
1368,37.743564441,-122.505284357,2022-11
1369,37.711343986,-122.396421634,2023-05
1370,37.751283573,-122.408512518,2021-04
1371,37.786360792,-122.415616899,2022-07
1372,37.774091304,-122.419997169,2022-07
1373,37.783388956,-122.409832446,2021-05
1374,37.731989462,-122.400749943,2022-01
1375,37.729353569,-122.412514391,2023-05
1376,37.762728014,-122.474850981,2023-10
1377,37.748819908,-122.444946339,2022-09
1378,37.78832457,-122.393911345,2024-01
1379,37.78030991,-122.407975092,2020-12
1380,37.74695242,-122.493232205,2022-11
1381,37.722760694,-122.455062194,2024-10
1382,37.782635513,-122.414862827,2022-06
1383,37.776508038,-122.414457763,2023-12
1384,37.714126559,-122.439828171,2022-04
1385,37.721550048,-122.392199017,2023-11
1386,37.786004828,-122.395077257,2023-06
1387,37.774759785,-122.416457295,2024-06
1388,37.790352866,-122.407695596,2022-02
1389,37.780906079,-122.413401297,2020-02
1390,37.757751403,-122.420353644,2022-04
1391,37.759545149,-122.431534314,2020-11
1392,37.731440103,-122.450001755,2022-07
1393,37.781595588,-122.412190669,2024-01
1394,37.727035865,-122.428638491,2021-08
1395,37.74970201,-122.420499334,2024-12
1396,37.779128539,-122.408030112,2024-11
1397,37.801704177,-122.428833527,2021-11
1398,37.782077817,-122.46213993,2022-02
1399,37.729724781,-122.419530904,2023-06
1400,37.799420125,-122.431746985,2021-05
1401,37.712252773,-122.457529575,2020-06
1402,37.779891588,-122.403958048,2021-11
1403,37.765858282,-122.419816092,2024-01
1404,37.72615321,-122.437433049,2023-06
1405,37.777083316,-122.416979514,2024-11
1406,37.800358933,-122.40599732,2021-11
1407,37.780325913,-122.437234297,2022-07
1408,37.781968249,-122.439327447,2024-12
1409,37.759151586,-122.424733436,2022-09
1410,37.713382868,-122.434079435,2023-09
1411,37.759447925,-122.506864503,2023-09
1412,37.785787006,-122.412547761,2021-07
1413,37.785942727,-122.418902557,2023-02
1414,37.748399149,-122.502868009,2022-12
1415,37.753523154,-122.4695223,2022-04
1416,37.777887965,-122.413601564,2021-07
1417,37.796624771,-122.43118232,2024-09
1418,37.78832457,-122.393911345,2022-10
1419,37.789478818,-122.414561131,2022-07
1420,37.743319111,-122.454820663,2021-10
1421,37.802575891,-122.411227184,2023-03
1422,37.717415327,-122.480656888,2020-02
1423,37.743462177,-122.487610568,2024-03
1424,37.732327137,-122.395116881,2021-10
1425,37.789478818,-122.414561131,2022-08
1426,37.785436481,-122.415336128,2022-10
1427,37.778797888,-122.422520702,2024-04
1428,37.711343986,-122.396421634,2021-09
1429,37.797981702,-122.432230129,2023-12
1430,37.753316077,-122.476225071,2021-01
1431,37.791697251,-122.39213406,2023-10
1432,37.78030991,-122.407975092,2021-05
1433,37.785942727,-122.418902557,2022-07
1434,37.778690749,-122.494241006,2023-09
1435,37.782743972,-122.414884812,2021-07
1436,37.782994299,-122.449287088,2024-10
1437,37.783673953,-122.415072979,2022-02
1438,37.777887965,-122.413601564,2022-07
1439,37.774295048,-122.507887207,2020-03
1440,37.709413639,-122.414862401,2024-05
1441,37.775702747,-122.510119118,2024-08
1442,37.774817065,-122.41284503,2021-02
1443,37.788228687,-122.415995198,2020-12
1444,37.752569794,-122.393134686,2024-10
1445,37.791654185,-122.420058319,2022-02
1446,37.759394788,-122.508071012,2020-02
1447,37.78832457,-122.393911345,2023-06
1448,37.774091304,-122.419997169,2022-07
1449,37.759818717,-122.498427922,2021-07
1450,37.777083316,-122.416979514,2024-11
1451,37.764373209,-122.41747849,2021-11
1452,37.744465043,-122.43884985,2022-02
1453,37.77752855,-122.436670261,2021-04
1454,37.786360792,-122.415616899,2024-12
1455,37.787027218,-122.394922601,2022-08
1456,37.78832457,-122.393911345,2023-03
1457,37.780965818,-122.428020291,2022-09
1458,37.773762783,-122.417960633,2022-03
1459,37.765762128,-122.450691487,2021-08
1460,37.761937485,-122.42395573,2023-01
1461,37.776173269,-122.486063746,2021-08
1462,37.781595588,-122.412190669,2023-03
1463,37.787295293,-122.415806128,2021-04
1464,37.723455457,-122.439317597,2024-09
1465,37.782335975,-122.393092579,2023-09
1466,37.800803175,-122.436797742,2020-10
1467,37.779530959,-122.413542707,2023-05
1468,37.778797888,-122.422520702,2024-10
1469,37.772587667,-122.411343205,2021-09
1470,37.785024662,-122.41197189,2023-09
1471,37.766134387,-122.421935076,2024-12
1472,37.777083316,-122.416979514,2022-08
1473,37.790244379,-122.407673837,2024-11
1474,37.78832457,-122.393911345,2024-11
1475,37.78832457,-122.393911345,2022-10
1476,37.77641322,-122.427099517,2021-03
1477,37.723086661,-122.398801113,2023-08
1478,37.757088397,-122.444389002,2021-11
1479,37.793220014,-122.406954395,2024-10
1480,37.744262925,-122.412324243,2020-09
1481,37.801017885,-122.408387102,2022-02
1482,37.766134387,-122.421935076,2024-12
1483,37.785217363,-122.41706961,2020-07
1484,37.781692296,-122.429813825,2021-06
1485,37.782743972,-122.414884812,2020-11
1486,37.763607444,-122.497481004,2021-09
1487,37.773679765,-122.427472954,2022-12
1488,37.768971267,-122.447989687,2020-12
1489,37.767926931,-122.448269735,2024-06
1490,37.773408312,-122.486332269,2021-09
1491,37.798323216,-122.411286922,2021-07
1492,37.781537434,-122.40951834,2022-04
1493,37.779106802,-122.431789183,2022-09
1494,37.778670115,-122.435215027,2021-09
1495,37.782635513,-122.414862827,2022-03
1496,37.781537434,-122.40951834,2023-07
1497,37.74360345,-122.484398292,2023-05
1498,37.735959764,-122.399421228,2023-05
1499,37.759934505,-122.398703844,2020-02
1500,37.78469123,-122.39458113,2024-02
1501,37.776922085,-122.430546625,2024-02
1502,37.785890332,-122.411725718,2021-11
1503,37.735942496,-122.391874406,2022-04
1504,37.78832457,-122.393911345,2022-06
1505,37.787027218,-122.394922601,2022-08
1506,37.78832457,-122.393911345,2022-08
1507,37.732408468,-122.378290058,2022-11
1508,37.746819694,-122.44038062,2020-01
1509,37.803216047,-122.432514629,2021-09
1510,37.780774248,-122.455070175,2022-06
1511,37.739261474,-122.478112966,2023-01
1512,37.780877259,-122.414506898,2024-01
1513,37.71749869,-122.406313445,2024-03
1514,37.755841558,-122.40177993,2024-10
1515,37.800064552,-122.408332405,2024-02
1516,37.758811013,-122.409769028,2021-01
1517,37.78658886,-122.401692292,2020-01
1518,37.759438123,-122.419060338,2022-12
1519,37.757790596,-122.419696229,2022-02
1520,37.762721921,-122.474989143,2022-05
1521,37.795895499,-122.42260152,2022-01
1522,37.7380275,-122.391497205,2023-11
1523,37.800807386,-122.413470318,2020-03
1524,37.715767073,-122.479680967,2020-03
1525,37.776381424,-122.483929357,2023-08
1526,37.77823545,-122.409613596,2023-06
1527,37.78832457,-122.393911345,2024-01
1528,37.797316897,-122.416914719,2022-02
1529,37.794664654,-122.404767635,2020-02
1530,37.798812086,-122.421501929,2023-11
1531,37.774851971,-122.43184113,2024-12
1532,37.784078169,-122.418524721,2021-04
1533,37.776407418,-122.437962439,2020-01
1534,37.796079379,-122.411606337,2021-02
1535,37.730344574,-122.395149263,2022-06
1536,37.764373209,-122.41747849,2022-01
1537,37.776515956,-122.47856585,2021-11
1538,37.781145862,-122.409026046,2021-12
1539,37.777084654,-122.428397883,2022-09
1540,37.794514775,-122.418943711,2021-07
1541,37.787027218,-122.394922601,2022-09
1542,37.783975804,-122.462278444,2022-01
1543,37.77274893,-122.419207296,2022-07
1544,37.785002127,-122.480861796,2023-08
1545,37.764112737,-122.421739994,2020-12
1546,37.763558828,-122.49855222,2023-06
1547,37.77202355,-122.415565558,2023-03
1548,37.790244379,-122.407673837,2024-04
1549,37.71613481,-122.441346173,2021-12
1550,37.764373209,-122.41747849,2021-11
1551,37.78832457,-122.393911345,2023-01
1552,37.785024662,-122.41197189,2023-04
1553,37.786986977,-122.419110401,2021-05
1554,37.796079379,-122.411606337,2021-06
1555,37.783046322,-122.410801053,2021-06
1556,37.804690063,-122.436306847,2023-01
1557,37.787027218,-122.394922601,2022-08
1558,37.793716565,-122.432279479,2022-05
1559,37.78832457,-122.393911345,2023-05
1560,37.787918527,-122.404277568,2022-12
1561,37.71568992,-122.45479584,2020-01
1562,37.759806799,-122.425386497,2020-10
1563,37.77274893,-122.419207296,2024-09
1564,37.777107722,-122.423094,2021-11
1565,37.787027218,-122.394922601,2022-08
1566,37.782743972,-122.414884812,2024-01
1567,37.786986977,-122.419110401,2022-09
1568,37.773157961,-122.445070333,2021-12
1569,37.782994299,-122.449287088,2024-08
1570,37.785217363,-122.41706961,2023-12
1571,37.772694134,-122.42218914,2020-08
1572,37.76368768,-122.388662851,2022-12
1573,37.764373209,-122.41747849,2022-07
1574,37.790571667,-122.405963224,2021-06
1575,37.79050896,-122.428259149,2020-12
1576,37.770780046,-122.452080189,2024-01
1577,37.776021847,-122.414869834,2021-02
1578,37.746070671,-122.458043809,2022-09
1579,37.77714448,-122.415757032,2021-08
1580,37.774091304,-122.419997169,2022-07
1581,37.754763863,-122.416559046,2022-07
1582,37.762700357,-122.420562762,2020-06
1583,37.786986977,-122.419110401,2020-10
1584,37.763052023,-122.509664146,2021-07
1585,37.782335975,-122.393092579,2022-04
1586,37.785217363,-122.41706961,2021-06
1587,37.774091304,-122.419997169,2022-07
1588,37.769486785,-122.429522202,2023-05
1589,37.79838308,-122.407521729,2024-06
1590,37.7593145,-122.509003766,2024-05
1591,37.777083316,-122.416979514,2022-08
1592,37.722727037,-122.436194485,2024-01
1593,37.743921473,-122.437233045,2020-10
1594,37.778676959,-122.408601057,2022-02
1595,37.796833257,-122.429537072,2022-10
1596,37.753075149,-122.481697902,2022-06
1597,37.77493769,-122.434457137,2024-09
1598,37.756494368,-122.414533514,2022-12
1599,37.774759785,-122.416457295,2024-11
1600,37.785058938,-122.453809472,2023-06
1601,37.793885306,-122.412851826,2021-01
1602,37.759221413,-122.463311021,2020-08
1603,37.794613864,-122.403978966,2021-11
1604,37.78832457,-122.393911345,2024-03
1605,37.747056861,-122.470919288,2022-07
1606,37.733654333,-122.404984731,2023-06
1607,37.800856208,-122.44388041,2022-01
1608,37.781145862,-122.409026046,2022-03
1609,37.742712247,-122.423266375,2020-10
1610,37.774533881,-122.502672177,2020-08
1611,37.719086969,-122.427628612,2024-12
1612,37.775692736,-122.453874733,2022-08
1613,37.759438123,-122.419060338,2021-10
1614,37.757881936,-122.396119747,2022-01
1615,37.791700515,-122.408344612,2024-04
1616,37.752223065,-122.500983633,2022-11
1617,37.782128373,-122.415531198,2022-02
1618,37.777083316,-122.416979514,2024-11
1619,37.759221142,-122.408416598,2021-08
1620,37.776495408,-122.427892594,2024-09
1621,37.774321434,-122.439303194,2024-11
1622,37.788228687,-122.415995198,2022-01
1623,37.754269489,-122.496966378,2022-10
1624,37.774585655,-122.462813356,2024-11
1625,37.781300725,-122.479380201,2020-03
1626,37.781145862,-122.409026046,2022-02
1627,37.777790309,-122.412834332,2022-02
1628,37.773190313,-122.396737748,2022-06
1629,37.769339964,-122.448415935,2022-08
1630,37.779565512,-122.406844762,2020-07
1631,37.787384717,-122.411675565,2020-08
1632,37.774003985,-122.434269989,2023-10
1633,37.78832457,-122.393911345,2024-06
1634,37.776508038,-122.414457763,2021-08
1635,37.709588235,-122.421893319,2021-03
1636,37.778690749,-122.494241006,2023-09
1637,37.737436885,-122.423574016,2022-07
1638,37.790203959,-122.416392889,2024-12
1639,37.718811832,-122.389038216,2020-03
1640,37.782448498,-122.416327441,2021-01
1641,37.767477873,-122.419834387,2022-01
1642,37.719027851,-122.482266823,2020-03
1643,37.779530959,-122.413542707,2021-03
1644,37.785631782,-122.413782611,2023-10
1645,37.78832457,-122.393911345,2024-01
1646,37.764373209,-122.41747849,2021-06
1647,37.717612479,-122.482371216,2020-12
1648,37.716652151,-122.474170187,2020-12
1649,37.71722665,-122.397008162,2020-07
1650,37.766134387,-122.421935076,2022-03
1651,37.745953202,-122.413523168,2020-03
1652,37.774091304,-122.419997169,2022-07
1653,37.776384775,-122.442321335,2021-09
1654,37.7383396,-122.476496197,2023-02
1655,37.742594138,-122.454531783,2023-07
1656,37.800015394,-122.431093553,2022-08
1657,37.72030093,-122.434349394,2023-12
1658,37.764080735,-122.452552939,2024-12
1659,37.788635276,-122.416990341,2022-04
1660,37.757081396,-122.475670372,2023-06
1661,37.798639175,-122.412121096,2021-12
1662,37.741741761,-122.447439953,2023-08
1663,37.727035865,-122.428638491,2022-11
1664,37.777083316,-122.416979514,2024-12
1665,37.793382004,-122.413660629,2023-03
1666,37.773041608,-122.475086258,2023-04
1667,37.735797628,-122.421662064,2021-08
1668,37.773746143,-122.463227466,2021-08
1669,37.772134835,-122.388253013,2024-09
1670,37.789160784,-122.416183426,2023-03
1671,37.802845653,-122.413339169,2022-08
1672,37.795895499,-122.42260152,2022-02
1673,37.782635513,-122.414862827,2024-10
1674,37.751283573,-122.408512518,2021-01
1675,37.78511799,-122.41873546,2024-09
1676,37.78832457,-122.393911345,2024-11
1677,37.764104409,-122.421877973,2021-01
1678,37.797657371,-122.411923656,2021-12
1679,37.778672015,-122.439393826,2020-03
1680,37.758288706,-122.411433127,2021-05
1681,37.763607444,-122.497481004,2021-09
1682,37.722421323,-122.432278815,2020-07
1683,37.774530056,-122.433460123,2021-09
1684,37.785740283,-122.413804266,2024-01
1685,37.718245984,-122.439171429,2022-08
1686,37.764460043,-122.478188743,2022-12
1687,37.756656762,-122.388267833,2024-02
1688,37.71568992,-122.45479584,2020-10
1689,37.793532688,-122.412480168,2024-08
1690,37.758808067,-122.478870866,2024-04
1691,37.7868729,-122.427512151,2021-10
1692,37.780234521,-122.405564838,2023-12
1693,37.772359929,-122.391397888,2022-08
1694,37.773744692,-122.478973408,2024-06
1695,37.789478818,-122.414561131,2022-11
1696,37.740809554,-122.422903715,2021-02
1697,37.791235348,-122.415937525,2022-10
1698,37.766134387,-122.421935076,2021-12
1699,37.773337656,-122.409148509,2020-05
1700,37.78832457,-122.393911345,2024-06
1701,37.749433001,-122.479429831,2021-10
1702,37.776508038,-122.414457763,2021-09
1703,37.781537434,-122.40951834,2020-09
1704,37.775415137,-122.483391492,2020-11
1705,37.771602834,-122.445694367,2022-06
1706,37.770755158,-122.425591639,2022-05
1707,37.776595637,-122.498522516,2023-07
1708,37.787027218,-122.394922601,2022-08
1709,37.795032571,-122.407793069,2022-08
1710,37.795895499,-122.42260152,2022-02
1711,37.731296227,-122.380133846,2022-08
1712,37.763506014,-122.426429239,2022-02
1713,37.775328443,-122.395002097,2021-02
1714,37.773037538,-122.420091947,2024-09
1715,37.74088052,-122.503552814,2024-03
1716,37.76532636,-122.414201572,2022-04
1717,37.780965818,-122.428020291,2022-10
1718,37.803961053,-122.43712616,2024-09
1719,37.782625674,-122.434187754,2021-11
1720,37.786360792,-122.415616899,2024-03
1721,37.760993188,-122.419982566,2024-08
1722,37.779530959,-122.413542707,2020-11
1723,37.78832457,-122.393911345,2024-01
1724,37.779891588,-122.403958048,2020-10
1725,37.773679765,-122.427472954,2022-11
1726,37.729683927,-122.38488303,2020-11
1727,37.754363097,-122.423216108,2020-02
1728,37.781145862,-122.409026046,2022-01
1729,37.763247334,-122.452384783,2021-10
1730,37.763559204,-122.390826885,2022-08
1731,37.767199127,-122.424452092,2023-11
1732,37.786268442,-122.412997235,2022-01
1733,37.793817954,-122.430615254,2023-10
1734,37.773337656,-122.409148509,2022-03
1735,37.784875453,-122.38965631,2021-05
1736,37.716271125,-122.406935228,2024-06
1737,37.778163429,-122.411086922,2023-06
1738,37.779530959,-122.413542707,2022-06
1739,37.780343254,-122.437097625,2024-11
1740,37.783388956,-122.409832446,2022-07
1741,37.78161364,-122.41205414,2024-07
1742,37.799944042,-122.409564938,2020-04
1743,37.780851317,-122.436427289,2021-05
1744,37.790826243,-122.418204055,2021-11
1745,37.777083316,-122.416979514,2022-08
1746,37.761031443,-122.419351641,2023-09
1747,37.743061814,-122.408653258,2021-06
1748,37.780052504,-122.409773824,2021-10
1749,37.773337656,-122.409148509,2020-10
1750,37.780961754,-122.48687983,2024-12
1751,37.781537434,-122.40951834,2020-09
1752,37.780907675,-122.488084553,2022-09
1753,37.789478406,-122.406166894,2022-09
1754,37.789478818,-122.414561131,2022-11
1755,37.777790309,-122.412834332,2022-07
1756,37.774091304,-122.419997169,2022-07
1757,37.784334565,-122.389023649,2022-03
1758,37.776852076,-122.419454933,2021-10
1759,37.764755087,-122.425483296,2022-11
1760,37.777083316,-122.416979514,2022-09
1761,37.73534315,-122.426435055,2022-07
1762,37.78832457,-122.393911345,2022-06
1763,37.786995531,-122.414832698,2024-10
1764,37.762700357,-122.420562762,2020-08
1765,37.783990967,-122.415908807,2023-06
1766,37.777083316,-122.416979514,2023-06
1767,37.78832457,-122.393911345,2024-01
1768,37.782448498,-122.416327441,2021-03
1769,37.787915709,-122.419301486,2023-03
1770,37.748408198,-122.411010507,2021-11
1771,37.791577687,-122.430934784,2021-08
1772,37.802723623,-122.42499636,2020-08
1773,37.787277155,-122.416825198,2022-08
1774,37.751283573,-122.408512518,2021-04
1775,37.774509381,-122.448686684,2024-06
1776,37.778741224,-122.431343409,2022-10
1777,37.786268442,-122.412997235,2023-07
1778,37.777400365,-122.4085655,2023-01
1779,37.71568992,-122.45479584,2020-02
1780,37.782448498,-122.416327441,2020-12
1781,37.716994918,-122.434203068,2020-09
1782,37.786570555,-122.413973061,2024-11
1783,37.730876892,-122.42503865,2022-02
1784,37.78832457,-122.393911345,2024-03
1785,37.776209593,-122.420316348,2022-03
1786,37.768383552,-122.417249514,2020-02
1787,37.78832457,-122.393911345,2024-11
1788,37.774759785,-122.416457295,2024-06
1789,37.78832457,-122.393911345,2022-10
1790,37.802163581,-122.414518424,2021-04
1791,37.720923476,-122.39276343,2020-11
1792,37.785057144,-122.479649203,2023-04
1793,37.773337656,-122.409148509,2020-12
1794,37.760637372,-122.425843666,2020-01
1795,37.798329335,-122.407047476,2021-04
1796,37.738127536,-122.424063544,2020-08
1797,37.775693446,-122.425208792,2020-04
1798,37.727657978,-122.370592052,2020-09
1799,37.795702132,-122.416839772,2022-03
1800,37.766134387,-122.421935076,2024-02
1801,37.787027218,-122.394922601,2024-10
1802,37.761310398,-122.506995623,2021-08
1803,37.78832457,-122.393911345,2023-05
1804,37.793885306,-122.412851826,2021-09
1805,37.789478818,-122.414561131,2023-09
1806,37.786941341,-122.41193902,2023-03
1807,37.783973516,-122.416045464,2020-04
1808,37.759545149,-122.431534314,2021-05
1809,37.791867607,-122.418413462,2023-01
1810,37.71568992,-122.45479584,2021-01
1811,37.778797888,-122.422520702,2024-03
1812,37.730886198,-122.399992809,2020-02
1813,37.78832457,-122.393911345,2022-08
1814,37.780052504,-122.409773824,2021-07
1815,37.78030991,-122.407975092,2020-12
1816,37.793506651,-122.433922047,2024-12
1817,37.728040152,-122.414773811,2021-08
1818,37.777790309,-122.412834332,2020-06
1819,37.754829661,-122.415465688,2020-03
1820,37.775929599,-122.491419,2023-10
1821,37.799218934,-122.422499432,2024-09
1822,37.802021627,-122.427210667,2022-10
1823,37.783260387,-122.418366153,2023-08
1824,37.7220361,-122.401210137,2024-10
1825,37.790095488,-122.416370999,2021-01
1826,37.737747828,-122.466574592,2024-07
1827,37.771722675,-122.393266192,2022-08
1828,37.779489776,-122.407376438,2022-01
1829,37.781145862,-122.409026046,2022-02
1830,37.787027218,-122.394922601,2022-09
1831,37.78832457,-122.393911345,2023-05
1832,37.758619593,-122.420179323,2023-12
1833,37.764104409,-122.421877973,2021-01
1834,37.76532636,-122.414201572,2023-12
1835,37.789370354,-122.414539182,2023-04
1836,37.708760274,-122.453860529,2021-07
1837,37.748935206,-122.40977305,2024-08
1838,37.777887965,-122.413601564,2024-09
1839,37.730411596,-122.401166677,2020-06
1840,37.771847007,-122.43292449,2024-12
1841,37.785631782,-122.413782611,2022-02
1842,37.783385206,-122.47537227,2022-07
1843,37.777636222,-122.43918546,2024-09
1844,37.787504496,-122.414163692,2020-09
1845,37.714384926,-122.473318473,2020-02
1846,37.783565477,-122.415051135,2022-04
1847,37.788955612,-122.417825829,2020-03
1848,37.763506014,-122.426429239,2024-06
1849,37.746812121,-122.476466795,2021-03
1850,37.728910209,-122.464305427,2024-04
1851,37.760967195,-122.472525618,2021-10
1852,37.794028098,-122.428970515,2021-12
1853,37.777790309,-122.412834332,2020-12
1854,37.787277155,-122.416825198,2022-07
1855,37.785776408,-122.485689823,2023-05
1856,37.747573549,-122.499114772,2022-06
1857,37.786878503,-122.41908853,2021-08
1858,37.752050457,-122.408181887,2020-02
1859,37.732989148,-122.416561876,2024-08
1860,37.786377576,-122.392446006,2022-12
1861,37.773190313,-122.396737748,2022-07
1862,37.743319411,-122.470799689,2023-04
1863,37.763015092,-122.46831698,2021-10
1864,37.784810924,-122.485148531,2022-03
1865,37.781837781,-122.467627463,2021-09
1866,37.793296234,-122.435568358,2021-02
1867,37.719105637,-122.454158088,2022-08
1868,37.78832457,-122.393911345,2024-11
1869,37.787047912,-122.413296457,2020-11
1870,37.784334565,-122.389023649,2023-03
1871,37.776922202,-122.417990765,2023-02
1872,37.78658886,-122.401692292,2020-01
1873,37.771722675,-122.393266192,2024-12
1874,37.787369592,-122.395351492,2024-06
1875,37.754475198,-122.422274285,2022-05
1876,37.787504496,-122.414163692,2023-10
1877,37.789264947,-122.412049085,2024-02
1878,37.800064552,-122.408332405,2021-10
1879,37.787277155,-122.416825198,2022-07
1880,37.77194853,-122.43125216,2023-05
1881,37.728604451,-122.425622121,2020-02
1882,37.767690123,-122.424263204,2023-03
1883,37.782335975,-122.393092579,2022-07
1884,37.777923063,-122.404787953,2023-04
1885,37.727636584,-122.461370791,2020-10
1886,37.766674352,-122.432217939,2021-03
1887,37.773679765,-122.427472954,2024-11
1888,37.793382004,-122.413660629,2020-06
1889,37.763270374,-122.505122972,2020-10
1890,37.797604593,-122.403668204,2023-04
1891,37.772134835,-122.388253013,2024-01
1892,37.773501816,-122.434940936,2022-09
1893,37.751251184,-122.480632584,2022-03
1894,37.780965818,-122.428020291,2022-10
1895,37.745260774,-122.421228785,2024-09
1896,37.777045073,-122.41443258,2024-04
1897,37.796335249,-122.400515222,2024-05
1898,37.71568992,-122.45479584,2020-10
1899,37.78832457,-122.393911345,2022-10
1900,37.753447354,-122.473266817,2020-04
1901,37.71749869,-122.406313445,2023-07
1902,37.720075602,-122.478531533,2020-02
1903,37.772694134,-122.42218914,2020-07
1904,37.751283573,-122.408512518,2021-02
1905,37.725918259,-122.395265028,2020-11
