id,date,tents,structures,vehicles,lat,lon
226,2024-10,0,1,0,37.78470197062593,-122.43193566799162
227,2024-10,0,1,0,37.78467282337351,-122.4366868659854
228,2024-10,0,0,1,37.78447462175233,-122.43836626410484
229,2024-10,0,1,1,37.76059538747843,-122.5059173628688
230,2024-10,0,0,1,37.76316723329203,-122.50611752271654
231,2024-10,0,0,1,37.764190062502344,-122.50612758100034
232,2024-10,0,0,2,37.76459346520987,-122.4976980686188
233,2024-10,0,0,1,37.76013126355407,-122.49626241624355
234,2024-10,1,0,0,37.80497401420786,-122.43429366499184
235,2024-10,0,0,1,37.805064080925305,-122.43333511054516
236,2024-10,0,0,1,37.805722889133065,-122.4255510047078
237,2024-10,0,1,0,37.78503663325478,-122.42842365056276
238,2024-10,0,0,1,37.74985432084252,-122.49254889786243
239,2024-10,0,0,1,37.74840341508652,-122.48519159853456
240,2024-10,0,0,2,37.747892555877456,-122.50722594559193
241,2024-10,0,1,0,37.75317806823472,-122.49998498708013
242,2024-10,0,1,0,37.75293657271632,-122.5051874667406
243,2024-10,0,0,2,37.74572421487874,-122.50290255993605
244,2024-10,0,1,0,37.75067228728462,-122.41710738754183
245,2024-10,0,0,1,37.75479773789345,-122.50590529292822
246,2024-10,0,0,1,37.74845403130212,-122.41756731592494
247,2024-10,0,1,0,37.7499146785769,-122.41434938851036
248,2024-10,2,2,0,37.74917107328071,-122.40481276126144
249,2024-10,0,1,0,37.76061810717784,-122.4083999160583
250,2024-10,0,1,0,37.7685098858202,-122.40644778050536
251,2024-10,2,0,0,37.76997056985263,-122.40697657191642
252,2024-10,1,0,2,37.76807581839121,-122.41299573022056
253,2024-10,0,2,0,37.768162975603296,-122.4124290635148
254,2024-10,1,0,0,37.76977526450876,-122.42101265194424
255,2024-10,1,0,0,37.76943282077357,-122.41570949388922
256,2024-10,0,1,0,37.764548988650425,-122.41515140600606
257,2024-10,1,2,1,37.76120516445987,-122.4149947594182
258,2024-10,0,0,1,37.75006772592189,-122.48720057308672
259,2024-10,0,0,1,37.762108231991576,-122.41017118548775
260,2024-10,0,0,1,37.763065157056474,-122.40933013036164
261,2024-10,0,0,1,37.7641087391162,-122.41030820727656
262,2024-10,0,0,2,37.76619811521264,-122.41053955112643
263,2024-10,0,0,3,37.76753185635486,-122.41064797651946
264,2024-10,0,0,2,37.76782515356748,-122.40673937055703
265,2024-10,0,0,5,37.766522444339245,-122.40569963949096
266,2024-10,0,0,1,37.766618150805115,-122.40469838909236
267,2024-10,0,0,1,37.76773742411907,-122.4047827043496
268,2024-10,0,0,2,37.76899768172711,-122.41354290961368
269,2024-10,0,0,6,37.76062005056036,-122.41386151387688
270,2024-10,0,0,4,37.76295644213585,-122.41378960279314
271,2024-10,0,0,1,37.712892295672255,-122.45076980441809
272,2024-10,0,1,0,37.710282099419395,-122.4486894160509
273,2024-10,0,1,0,37.71978244314068,-122.43979621678592
274,2024-10,0,0,2,37.72857408224396,-122.4437440931797
275,2024-10,0,0,3,37.72913651856859,-122.44241707026958
276,2024-10,0,0,2,37.72960136724307,-122.44129020720722
277,2024-10,0,0,1,37.72762341990419,-122.45215080678464
278,2024-10,0,0,3,37.745702475473834,-122.44028974324463
279,2024-10,0,0,1,37.74241869154562,-122.43545908480884
280,2024-10,0,0,1,37.7468048143239,-122.41275150328876
281,2024-10,0,0,1,37.74779473137129,-122.41485971957448
282,2024-10,0,0,2,37.7374055100148,-122.40908961743116
283,2024-10,0,0,1,37.74227260670243,-122.41236761212348
284,2024-10,0,0,1,37.73728168745257,-122.42103584110735
285,2024-10,0,0,1,37.72271929338885,-122.4176736921072
286,2024-10,0,0,5,37.71904489725812,-122.40999083966015
287,2024-10,0,0,1,37.720087696407795,-122.40609392523764
288,2024-10,0,0,2,37.71960687553107,-122.40071475505827
289,2024-10,0,1,0,37.717925701778455,-122.40015920251608
290,2024-10,0,0,1,37.717309871841174,-122.40018066018818
291,2024-10,0,0,1,37.7153920671813,-122.39954698830842
292,2024-10,1,0,0,37.78552524327097,-122.39469688385724
293,2024-10,10,2,0,37.779155306442384,-122.4003006890416
294,2024-10,0,0,1,37.71265199489093,-122.41197265684605
295,2024-10,2,0,0,37.7952027125059,-122.39412255585194
296,2024-10,1,0,0,37.80817422921166,-122.41644658148287
297,2024-10,1,0,0,37.74813327253989,-122.39092838019133
298,2024-10,1,0,0,37.746367380237274,-122.38627776503562
299,2024-10,2,0,0,37.74672316015735,-122.39077515900136
300,2024-10,1,0,1,37.75439799293281,-122.3832703381777
301,2024-10,0,0,1,37.759796488178914,-122.38672636449336
302,2024-10,1,0,0,37.78756126020974,-122.38742507994176
303,2024-10,2,0,0,37.76333395091233,-122.40565538406372
304,2024-07,0,1,0,37.7840514542127,-122.41172622889282
305,2024-07,1,0,0,37.78196472850304,-122.41315383464098
306,2024-07,0,1,0,37.78215498733245,-122.41146337240934
307,2024-07,2,0,0,37.78272311106158,-122.4140838906169
308,2024-07,6,2,0,37.78504484744117,-122.4119210243225
309,2024-07,2,0,0,37.78454563522852,-122.41504780948162
310,2024-07,3,2,0,37.78417042892547,-122.41866175085303
311,2024-07,0,1,0,37.78517945397867,-122.41954620927572
312,2024-07,1,1,0,37.78544283692745,-122.41534788161518
313,2024-07,1,0,0,37.78590468222649,-122.41310589015484
314,2024-07,1,1,0,37.76888447148457,-122.47854521389635
315,2024-07,1,1,0,37.77123783211231,-122.48034082349665
316,2024-07,1,0,0,37.76562933325858,-122.5057977952828
317,2024-07,1,0,0,37.783740105227224,-122.41596411913636
318,2024-07,3,1,0,37.783707512874585,-122.41834055632354
319,2024-07,0,1,0,37.76537721754771,-122.4980931190146
320,2024-07,2,2,0,37.76415454599562,-122.43394430726768
321,2024-07,1,1,0,37.78105873997712,-122.40978296846151
322,2024-07,1,1,0,37.78180123271102,-122.40880362689497
323,2024-07,1,0,0,37.782511920054674,-122.40747526288034
324,2024-07,2,1,0,37.78437181107635,-122.41432595998047
325,2024-07,3,0,0,37.785159580981656,-122.414575740695
326,2024-07,3,3,0,37.784572927703074,-122.4127008765936
327,2024-07,0,1,0,37.78482147424057,-122.40940611809492
328,2024-07,0,1,0,37.78387391920724,-122.40928675979374
329,2024-07,3,1,0,37.77320036722404,-122.44073029607534
330,2024-07,1,0,0,37.77465635189563,-122.44621373713017
331,2024-07,0,0,1,37.775936078852034,-122.44540270417929
332,2024-07,0,0,1,37.78142071274132,-122.44517404586075
333,2024-07,0,0,1,37.78066152185117,-122.45095822960138
334,2024-07,2,1,0,37.77059786233019,-122.45377790182827
335,2024-07,0,0,1,37.77147774185131,-122.45078824460506
336,2024-07,0,0,1,37.77171361138912,-122.44836855679748
337,2024-07,0,0,1,37.77252854810256,-122.44279727339745
338,2024-07,0,1,0,37.78195877413276,-122.40147298603154
339,2024-07,1,0,0,37.77285027999383,-122.44015663862228
340,2024-07,1,0,0,37.78008855843262,-122.39882273522866
341,2024-07,0,0,1,37.77508593344946,-122.44133178144692
342,2024-07,0,0,1,37.77351494078532,-122.4416895210743
343,2024-07,0,0,1,37.773350101225944,-122.442962564528
344,2024-07,0,0,1,37.772897983120494,-122.44674347341062
345,2024-07,0,0,1,37.77263959081635,-122.44930163025856
346,2024-07,1,1,0,37.783075653223605,-122.38803939082943
347,2024-07,2,0,0,37.7729085838111,-122.44920339435338
348,2024-07,0,0,1,37.772393918526674,-122.45084725320338
349,2024-07,1,0,0,37.79468553992846,-122.39333423202729
350,2024-07,0,1,0,37.79597102792523,-122.39460399028354
351,2024-07,5,0,0,37.746193996556535,-122.39409036934376
352,2024-07,1,1,0,37.75216020451879,-122.40250164115145
353,2024-07,0,0,17,37.748382471784026,-122.39494297653438
354,2024-07,1,0,0,37.79557552420256,-122.39483706160956
355,2024-07,0,5,2,37.74748482036117,-122.39478606730698
356,2024-07,0,1,0,37.79523828136786,-122.39458616185588
357,2024-07,0,0,5,37.74411574678834,-122.39588309079409
358,2024-07,0,3,17,37.746006826561455,-122.40235425531864
359,2024-07,4,0,0,37.76897709453437,-122.40932529841712
360,2024-07,0,8,2,37.74535994644624,-122.40295976400375
361,2024-07,0,0,0,37.78984844277922,-122.38884319078556
362,2024-07,0,4,4,37.743636142400575,-122.40292657166718
363,2024-07,0,2,10,37.741496310720706,-122.39880871027708
364,2024-07,1,0,0,37.78777853095898,-122.3931509256363
365,2024-07,1,0,0,37.7699843660947,-122.41750584909887
366,2024-07,1,0,0,37.77002458341157,-122.41964718221924
367,2024-07,0,1,0,37.77012844132923,-122.41923899544874
368,2024-07,0,0,25,37.74286304221832,-122.39998854696752
369,2024-07,1,0,0,37.78344756847467,-122.39454332739116
370,2024-07,0,0,1,37.78595211195895,-122.3931371793151
371,2024-07,0,0,1,37.71129743716784,-122.45388552546504
372,2024-07,0,0,11,37.72266174560866,-122.38910313695668
373,2024-07,1,0,0,37.76716738654188,-122.44208437558008
374,2024-07,0,0,1,37.71266021711597,-122.4510407075286
375,2024-07,1,0,0,37.77949720295253,-122.39828941029415
376,2024-07,0,0,4,37.72204038585321,-122.38963354378936
377,2024-07,0,1,0,37.77950668878466,-122.39593237638476
378,2024-07,0,0,6,37.72330086821613,-122.38929994404316
379,2024-07,1,0,0,37.76836684377153,-122.45218768715856
380,2024-07,0,2,0,37.71012852439512,-122.44870148599148
381,2024-07,1,0,0,37.77724519885137,-122.3992536216974
382,2024-07,0,0,2,37.712458639722946,-122.44491890072824
383,2024-07,0,1,0,37.76944711252929,-122.4519868567586
384,2024-07,1,0,2,37.76991011788422,-122.4503631144762
385,2024-07,0,1,0,37.71360656259911,-122.44361467659472
386,2024-07,0,0,3,37.76984465594074,-122.4478679895401
387,2024-07,1,1,0,37.77019369729396,-122.44689770042896
388,2024-07,0,0,5,37.74026450742386,-122.39044893532991
389,2024-07,0,0,1,37.7705374364849,-122.44263265281914
390,2024-07,0,0,1,37.77077012872336,-122.44076617062092
391,2024-07,0,0,1,37.77010199790288,-122.4393580108881
392,2024-07,0,1,0,37.7819252457598,-122.39711690694094
393,2024-07,0,0,2,37.72829750307859,-122.44368676096202
394,2024-07,1,0,0,37.782456008658215,-122.4242189526558
395,2024-07,0,1,0,37.7541843862973,-122.41199447824404
396,2024-07,0,0,1,37.7286570823097,-122.44347050786018
397,2024-07,0,0,1,37.72914314791988,-122.44248781353237
398,2024-07,0,0,1,37.76969173449474,-122.44281973689796
399,2024-07,1,0,0,37.754015453015704,-122.41491236337023
400,2024-07,0,0,2,37.770317729815446,-122.44483407586812
401,2024-07,8,0,1,37.778285588212704,-122.40198478102684
402,2024-07,1,0,0,37.77521923307872,-122.42414452135564
403,2024-07,1,0,0,37.77082286866194,-122.44768794626
404,2024-07,0,1,6,37.75018118824764,-122.39029370248316
405,2024-07,1,0,5,37.77738856463318,-122.40248635411264
406,2024-07,0,0,1,37.770508283647146,-122.4509407952428
407,2024-07,0,1,0,37.77680608972692,-122.40268919616938
408,2024-07,0,0,2,37.742029749954824,-122.43579369038343
409,2024-07,0,0,1,37.76679332299259,-122.45313148945569
410,2024-07,0,0,2,37.779814345708346,-122.43022073060274
411,2024-07,1,1,0,37.729878429048426,-122.48938824545225
412,2024-07,0,10,0,37.72964750722613,-122.40446649491788
413,2024-07,0,1,0,37.75860900655791,-122.41888439671015
414,2024-07,1,0,0,37.7816846390566,-122.41902217268944
415,2024-07,2,1,0,37.72324144506149,-122.50215188965149
416,2024-07,3,0,0,37.78355117537361,-122.41932157427073
417,2024-07,3,0,0,37.78402734127429,-122.41926860064268
418,2024-07,1,0,0,37.78544495670593,-122.41983253508806
419,2024-07,1,0,0,37.78645475926417,-122.41974167525768
420,2024-07,1,0,0,37.788242481359454,-122.4203572422266
421,2024-07,1,0,0,37.76063823342752,-122.41476774451483
422,2024-07,1,0,0,37.77991928266078,-122.4082349985838
423,2024-07,0,1,0,37.76019055760002,-122.4190762196552
424,2024-07,0,1,0,37.74063171739578,-122.42371805012228
425,2024-07,0,0,1,37.77018044594391,-122.4351355433464
426,2024-07,1,1,0,37.77987264403364,-122.40753293037416
427,2024-07,2,0,0,37.78093234057821,-122.40790843963624
428,2024-07,0,0,1,37.76230557142672,-122.41359739600472
429,2024-07,0,0,1,37.73650639972134,-122.42089066654444
430,2024-07,0,0,1,37.762620728292056,-122.41299297549098
431,2024-07,0,0,1,37.7374055100148,-122.4210197478533
432,2024-07,2,0,0,37.779550147721494,-122.40759093314408
433,2024-07,0,0,2,37.762967024420036,-122.41092970402543
434,2024-07,1,0,0,37.778345742728,-122.407508790493
435,2024-07,0,0,1,37.73846024712784,-122.42035388946532
436,2024-07,0,0,1,37.76333245762171,-122.4103737836185
437,2024-07,0,0,1,37.763781261022935,-122.41121746846017
438,2024-07,0,0,1,37.76448829031144,-122.41238109953996
439,2024-07,0,1,0,37.763634210216885,-122.41543132813696
440,2024-07,0,0,1,37.76379474075038,-122.4163062935336
441,2024-07,0,1,0,37.76342015357235,-122.4191354648976
442,2024-07,1,0,0,37.77961189116705,-122.40682650357483
443,2024-07,1,0,0,37.76415227172687,-122.41970068155358
444,2024-07,1,1,0,37.76539789259151,-122.41466893683896
445,2024-07,0,0,1,37.76639404480636,-122.41065055772556
446,2024-07,1,0,0,37.77229347622277,-122.4178057909012
447,2024-07,0,0,1,37.77153180639609,-122.41653475910428
448,2024-07,0,1,0,37.77185539777167,-122.41567242890596
449,2024-07,0,0,1,37.74722209752176,-122.41334863007069
450,2024-07,1,0,0,37.774240018470614,-122.41091452538969
451,2024-07,1,1,0,37.76827736451925,-122.41088874181185
452,2024-07,2,0,0,37.7733758077409,-122.41051588207483
453,2024-07,1,0,0,37.77033840188212,-122.41273004561664
454,2024-07,1,0,0,37.76981285254647,-122.41410467773674
455,2024-07,0,1,0,37.76846172827803,-122.41927675872104
456,2024-07,0,0,1,37.75929047881773,-122.44785860180856
457,2024-07,0,1,0,37.73488367819007,-122.4104518443346
458,2024-07,1,0,0,37.763530492965984,-122.41304782268848
459,2024-07,0,0,2,37.737568573672675,-122.40909229964018
460,2024-07,1,0,0,37.77432137725549,-122.41924881935118
461,2024-07,4,0,1,37.77411758260608,-122.4197943136096
462,2024-07,1,0,0,37.762375253199984,-122.4364632368088
463,2024-07,0,0,1,37.76222629214147,-122.44016133248806
464,2024-07,1,0,0,37.777444214861745,-122.45873261243106
465,2024-07,0,1,0,37.75826202081087,-122.41695032766616
