date,tract,median_rent,eviction_rate,311_calls,tents,structures,vehicles,estimate
2020-09,06075016000,2574.182797476855,0.0,69.0,29.333333333333336,0.33333333333333337,0.0,56.300000000000004
2020-09,06075016802,2643.1007116553433,0.0006157635467980296,26.0,11.333333333333334,0.0,0.0,21.533333333333335
2020-09,06075011700,2612.5872182183466,0.0,4.0,1.3333333333333335,0.0,0.0,2.5333333333333337
2020-09,06075016801,2912.847270169738,0.0005892751915144372,7.0,0.0,0.6153846153846154,3.230769230769231,6.2153846153846155
2020-09,06075012502,2604.3499389647945,0.0,7.0,12.8,1.0,0.0,26.02
2020-09,06075012100,2568.506461347954,0.0,1.0,1.0,0.0,0.0,1.9
2020-09,06075016200,2604.3499389647945,0.0,51.0,11.0,0.0,0.0,20.9
2020-09,06075012301,2604.3499389647945,0.0,1.0,3.333333333333333,0.6666666666666667,0.0,7.466666666666666
2020-09,06075012302,2567.522590549549,0.0010587612493382743,15.0,0.3076923076923077,1.0,0.0,2.2846153846153845
2020-09,06075016300,2872.265518403769,0.0,8.0,1.6,0.0,0.0,3.04
2020-09,06075012405,2604.3499389647945,0.0,5.0,14.833333333333329,0.0,0.0,28.183333333333323
2020-09,06075012504,2604.3499389647945,0.0,2.0,0.0,0.0,0.0,0.0
2020-09,06075012403,2585.453168684032,0.0,6.0,5.833333333333336,0.0,0.0,11.083333333333337
2020-09,06075012204,2488.3403594907095,0.0,9.0,0.8333333333333333,0.0,0.16666666666666674,1.8499999999999999
2020-09,06075012406,2525.7539081917694,0.0,27.0,11.0,0.33333333333333337,0.0,21.466666666666665
2020-09,06075012503,2604.3499389647945,0.0013767783386874712,11.0,4.666666666666666,3.0,0.0,13.966666666666665
2020-09,06075061501,3275.933628752801,0.003766478342749529,5.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,8.133333333333333
2020-09,06075016102,2777.6261285528108,0.0,13.0,4.8,0.0,0.4,9.76
2020-09,06075012404,2568.453773699938,0.0013123359580052493,7.0,2.2,0.8,0.0,5.54
2020-09,06075017602,3035.485911928236,0.0,44.0,10.0,8.333333333333332,0.0,33.166666666666664
2020-09,06075022704,3107.7286728543077,0.0011148272017837235,12.0,0.33333333333333337,0.0,11.666666666666666,19.3
2020-09,06075022802,3282.288709039661,0.002717391304347826,12.0,5.666666666666666,0.6666666666666666,3.6666666666666665,17.766666666666666
2020-09,06075018000,3082.6638757651376,0.0,35.0,52.333333333333336,24.333333333333332,1.6666666666666665,143.46666666666667
2020-09,06075020300,3213.112247894949,0.000725689404934688,117.0,12.666666666666666,0.6666666666666667,0.0,25.199999999999996
2020-09,06075017700,3054.804085982575,0.0,80.0,54.333333333333336,45.0,46.0,253.33333333333337
2020-09,06075017801,3081.6128192963342,0.0016666666666666668,3.0,0.33333333333333337,0.6666666666666666,2.0,4.966666666666667
2020-09,06075017603,3035.485911928236,0.0,25.0,14.0,1.6666666666666665,0.33333333333333337,29.966666666666665
2020-09,06075017604,3035.485911928236,0.0033460803059273425,6.0,7.666666666666666,0.6666666666666667,0.0,15.699999999999998
2020-09,06075020202,3035.485911928236,0.0005817335660267597,11.0,0.0,1.0,0.0,1.7
2020-09,06075017803,3035.485911928236,0.0,9.0,8.666666666666668,0.0,0.0,16.46666666666667
2020-09,06075020102,3123.5419413915342,0.0,19.0,6.666666666666666,1.3333333333333335,0.0,14.933333333333332
2020-09,06075017804,3053.6235211795047,0.0006811989100817438,73.0,39.666666666666664,8.0,1.0,90.56666666666665
2020-09,06075020201,3104.4298335812455,0.0013227513227513227,27.0,4.888888888888889,0.7777777777777778,0.0,10.611111111111112
2020-09,06075020101,3035.485911928236,0.00211118930330753,40.0,31.666666666666664,9.666666666666668,5.333333333333333,85.13333333333333
2020-09,06075060702,3242.0103741798716,0.0,23.0,20.666666666666668,6.666666666666667,12.666666666666666,70.86666666666667
2020-09,06075061503,3278.4269244026077,0.0005425935973955507,20.0,9.666666666666668,2.3333333333333335,0.6666666666666667,23.400000000000002
2020-09,06075010500,2874.295624446044,0.0,4.0,2.3333333333333335,0.33333333333333337,0.0,5.0
2020-09,06075061505,3298.7417758572556,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,06075061506,3298.7417758572556,0.0,7.0,0.6666666666666666,0.33333333333333337,0.0,1.8333333333333335
2020-09,06075061507,3298.7417758572556,0.0,13.0,19.333333333333332,5.333333333333333,0.6666666666666666,46.86666666666667
2020-09,06075061508,3185.7077367499746,0.0,3.0,0.6363636363636364,0.36363636363636365,0.0,1.8272727272727272
2020-09,06075061504,3279.7796541826588,0.0,3.0,0.625,0.375,0.0,1.825
2020-09,06075022702,3107.9884031639426,0.0,4.0,8.0,8.333333333333332,0.0,29.366666666666664
2020-09,06075022600,3110.9829180386623,0.0,2.0,0.33333333333333337,2.3333333333333335,12.333333333333334,24.333333333333336
2020-09,06075022903,3283.1757328200065,0.0,13.0,2.3333333333333335,0.3333333333333335,12.833333333333332,25.53333333333333
2020-09,06075980900,3072.935295725477,0.0,30.0,27.333333333333332,38.0,240.0,500.5333333333333
2020-09,06075061402,3107.9884031639426,0.0,1.0,2.3333333333333335,0.6666666666666666,1.6666666666666665,8.233333333333333
2020-09,06075061401,3107.9884031639426,0.0,1.0,0.0,3.1818181818181817,0.0,5.409090909090908
2020-09,06075061502,3107.9884031639426,0.0,6.0,1.0,2.333333333333333,0.0,5.866666666666665
2020-09,06075060703,3451.3137154935484,0.0,13.0,18.0,4.666666666666667,0.0,42.133333333333326
2020-09,06075060701,3516.170955370427,0.0,24.0,1.6666666666666665,0.6666666666666666,0.0,4.299999999999999
2020-09,06075060100,2968.587820308627,0.0,4.0,2.0,3.333333333333333,6.333333333333334,19.6
2020-09,06075011800,2612.710974595981,0.0,0.0,0.0,1.2222222222222223,0.0,2.077777777777778
2020-09,06075011300,2669.502274929396,0.0,2.0,0.0,0.0,0.0,0.0
2020-09,06075010800,2763.287332906613,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,06075011901,2537.0511566341816,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,06075011200,2593.3825185152723,0.0,5.0,0.0,0.0,0.0,0.0
2020-09,06075011902,2612.710974595981,0.0,3.0,0.0,0.0,0.0,0.0
2020-09,06075061101,2680.6117694914565,0.0,5.0,0.6363636363636364,0.36363636363636365,0.0,1.8272727272727272
2020-09,06075061102,2662.0731484464495,0.0013054830287206266,2.0,0.0,0.0,0.0,0.0
2020-09,06075015500,2786.2788391835106,0.0,7.0,1.0,0.8461538461538461,0.0,3.338461538461538
2020-09,06075015900,2840.8437595931846,0.0,11.0,1.875,0.0,0.625,4.5625
2020-09,06075015100,2482.684996233921,0.0,10.0,0.0,0.0,0.0,0.0
2020-09,06075013102,2590.4180255845004,0.0,2.0,0.0,0.0,0.0,0.0
2020-09,06075013101,2548.954830965969,0.0,2.0,0.0,0.0,0.0,0.0
2020-09,06075012202,2482.6849962339215,0.0,19.0,11.4,0.4,0.0,22.34
2020-09,06075012901,3078.6852357254375,0.0,4.0,0.0,0.0,0.0,0.0
2020-09,06075012902,3128.4346087629906,0.002253944402704733,11.0,0.0,0.0,0.0,0.0
2020-09,06075013001,3109.6349740784626,0.0,6.0,0.0,0.0,0.0,0.0
2020-09,06075010201,2522.2708056380243,0.0,1.0,0.0,0.0,0.0,0.0
2020-09,06075012002,2482.6849962339215,0.0008368200836820083,10.0,1.2857142857142856,0.0,0.0,2.4428571428571426
2020-09,06075012001,2482.6849962339215,0.0,19.0,2.666666666666666,0.0,0.0,5.0666666666666655
2020-09,06075011101,2482.6849962339215,0.0,8.0,1.0,0.0,0.0,1.9
2020-09,06075012203,2482.6849962339215,0.0,2.0,0.0,0.0,0.0,0.0
2020-09,06075011002,2482.6849962339215,0.0,1.0,0.0,0.0,0.0,0.0
2020-09,06075010902,2482.6849962339215,0.0,2.0,0.0,0.0,0.0,0.0
2020-09,06075010901,2524.490813946676,0.0,2.0,0.0,0.0,0.0,0.0
2020-09,06075015201,2502.3023392878204,0.0,3.0,0.0,0.0,0.0,0.0
2020-09,06075011001,2482.6849962339215,0.0,3.0,0.0,0.0,0.0,0.0
2020-09,06075010202,2518.162366489625,0.0,2.0,1.4166666666666665,1.5833333333333335,0.5833333333333334,6.316666666666666
2020-09,06075011102,2482.6849962339215,0.0,10.0,2.0,0.0,0.0,3.8
2020-09,06075021100,3250.657728770133,0.0,4.0,0.0,0.0,0.0,0.0
2020-09,06075021500,3232.704912607515,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,06075022901,3283.175732820007,0.0,5.0,0.6666666666666667,0.33333333333333337,4.0,8.233333333333334
2020-09,06075025403,3185.14310481455,0.0,3.0,0.0,0.0,0.0,0.0
2020-09,06075022801,3283.175732820007,0.0,83.0,16.0,5.0,46.666666666666664,113.56666666666666
2020-09,06075021400,3241.0174325071807,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,06075020900,3283.175732820007,0.000722543352601156,14.0,2.6666666666666665,1.6666666666666665,1.3333333333333333,10.033333333333333
2020-09,06075025100,3282.6491489038494,0.0,3.0,2.6666666666666665,4.666666666666667,1.0,14.6
2020-09,06075021000,3283.175732820007,0.000946073793755913,16.0,1.0,1.0,0.0,3.5999999999999996
2020-09,06075021800,3222.1577934323186,0.0,1.0,1.7435897435897436,2.3846153846153846,0.0,7.366666666666666
2020-09,06075022803,3283.175732820007,0.0011337868480725624,10.0,2.0,0.0,1.6666666666666665,6.466666666666667
2020-09,06075022902,3283.175732820007,0.0,0.0,0.0,0.0,2.666666666666667,4.2666666666666675
2020-09,06075025300,3283.175732820007,0.0,12.0,1.5,2.5,1.5,9.5
2020-09,06075025401,3283.175732820007,0.0,2.0,1.0,0.0,4.0,8.3
2020-09,06075025402,3283.175732820007,0.0,3.0,0.11111111111111116,2.6666666666666665,0.0,4.7444444444444445
2020-09,06075025200,3283.175732820007,0.0029717682020802376,6.0,0.6666666666666667,0.0,5.666666666666667,10.333333333333336
2020-09,06075020601,3249.532312498535,0.0,25.0,1.0,0.0,0.0,1.9
2020-09,06075020701,3283.175732820007,0.0,8.0,0.0,0.0,0.0,0.0
2020-09,06075020801,3283.175732820007,0.0,8.0,0.0,3.3333333333333335,0.7777777777777778,6.911111111111111
2020-09,06075020602,3249.7218732983183,0.0,3.0,0.0,0.0,0.0,0.0
2020-09,06075020802,3283.175732820007,0.0,7.0,1.5,1.0,0.16666666666666674,4.816666666666666
2020-09,06075020702,3283.175732820007,0.0,7.0,0.0,0.0,0.0,0.0
2020-09,06075026004,3078.946739680288,0.0028169014084507044,3.0,0.0,0.0,0.0,0.0
2020-09,06075026302,3078.9467396802875,0.0,0.0,0.0,0.0,1.0,1.6
2020-09,06075031000,3021.6395403067954,0.0,0.0,0.0,0.0,3.0,4.800000000000001
2020-09,06075031301,2969.6482250246595,0.0,1.0,0.0,0.0,0.0,0.0
2020-09,06075026301,3078.946739680288,0.0,1.0,0.0,0.0,0.0,0.0
2020-09,06075026001,3078.946739680288,0.0,3.0,0.3076923076923077,0.0,0.6923076923076923,1.6923076923076925
2020-09,06075025600,3078.946739680288,0.0,2.0,0.0,0.0,4.125,6.6000000000000005
2020-09,06075031100,3086.892981468693,0.0,6.0,0.0,0.0,7.0,11.200000000000001
2020-09,06075026002,3078.946739680288,0.0,3.0,0.0,0.0,0.0,0.0
2020-09,06075031302,2968.6998478006212,0.0,4.0,0.6,0.0,1.6,3.7
2020-09,06075026003,3078.946739680288,0.0021413276231263384,1.0,0.0,0.0,0.0,0.0
2020-09,06075031202,3078.946739680288,0.0035842293906810036,0.0,1.5555555555555556,0.0,0.2222222222222222,3.311111111111111
2020-09,06075026303,3078.9467396802875,0.0,3.0,0.0,0.0,0.0,0.0
2020-09,06075980501,3078.946739680288,0.0,0.0,0.0,0.0,7.666666666666666,12.266666666666666
2020-09,06075030900,2968.801811939751,0.0,1.0,0.0,1.0,0.8333333333333333,3.033333333333333
2020-09,06075026100,3078.946739680288,0.0,21.0,0.6666666666666666,0.33333333333333337,2.6666666666666665,6.1
2020-09,06075031201,3078.946739680288,0.0,2.0,0.0,1.625,0.0,2.7624999999999997
2020-09,06075030800,2897.0837719440137,0.0,2.0,0.0,0.0,0.0,0.0
2020-09,06075031401,3071.8939577533715,0.0,3.0,0.8333333333333333,1.6666666666666665,0.16666666666666674,4.683333333333333
2020-09,06075025501,3078.946739680288,0.0,4.0,0.0,0.0,1.0,1.6
2020-09,06075026201,3078.946739680288,0.0,2.0,1.6666666666666665,1.3333333333333333,2.0,8.633333333333333
2020-09,06075026202,3078.946739680288,0.0,2.0,0.0,0.0,2.0,3.2
2020-09,06075025502,3078.946739680288,0.0,4.0,1.0,1.6666666666666665,0.0,4.7333333333333325
2020-09,06075031402,3072.675558500621,0.006578947368421052,0.0,0.0,0.0,0.0,0.0
2020-09,06075020500,3249.2465393676266,0.0,37.0,1.6666666666666665,0.0,0.0,3.166666666666666
2020-09,06075030500,3178.2230764721685,0.0,0.0,0.0,0.0,1.0,1.6
2020-09,06075016700,3095.942736393828,0.0,9.0,0.0,1.4545454545454546,8.181818181818182,15.563636363636364
2020-09,06075016900,3245.0941842090356,0.001004016064257028,47.0,7.333333333333334,0.33333333333333337,0.0,14.5
2020-09,06075020401,3248.554003284306,0.0,1.0,0.36363636363636365,0.0,0.8181818181818181,2.0
2020-09,06075017000,3206.5668086251544,0.0,6.0,1.4166666666666665,0.0,0.0,2.6916666666666664
2020-09,06075020402,3226.880676877616,0.0,14.0,0.0,0.0,4.733333333333333,7.573333333333334
2020-09,06075030102,3110.453663776307,0.0,1.0,0.0,0.6153846153846154,3.3846153846153846,6.461538461538462
2020-09,06075021200,3249.246539367626,0.0,4.0,0.0,1.0444444444444445,0.0,1.7755555555555556
2020-09,06075021300,3244.61508537706,0.0,3.0,0.0,0.0,0.0,0.0
2020-09,06075017101,3099.4744266112943,0.0,2.0,0.7272727272727273,0.0,2.3636363636363638,5.163636363636364
2020-09,06075015300,2887.6002581933667,0.0,12.0,0.0,0.0,0.0,0.0
2020-09,06075013500,2887.600258193367,0.0,1.0,0.0,0.0,0.0,0.0
2020-09,06075013300,2782.7749827422117,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,06075015802,2941.3485128113475,0.0008084074373484236,1.0,0.0,0.0,0.0,0.0
2020-09,06075015801,2887.600258193367,0.0,8.0,10.625,0.0,1.875,23.1875
2020-09,06075013200,2948.529642418678,0.0,1.0,0.0,0.0,0.0,0.0
2020-09,06075015702,2887.8309987244656,0.0,1.0,0.8571428571428571,0.0,1.4285714285714286,3.9142857142857146
2020-09,06075013402,2887.600258193367,0.0,1.0,0.875,0.25,0.0,2.0875
2020-09,06075013401,2887.600258193367,0.0,0.0,0.0,0.0,0.0,0.0
2020-09,06075016101,2916.8502327214983,0.0,0.0,0.0,0.0,0.0,0.0
