zip,tract,res_ratio,date
94116,06075035201,0.018887057928761566,2020-09
94116,06075030400,0.12587146659906198,2020-09
94116,06075035300,0.15293446571175054,2020-09
94116,06075035400,0.14976549626061605,2020-09
94116,06075030600,0.002091519837748764,2020-09
94117,06075017102,0.09212316685984982,2020-09
94117,06075030101,0.03295872599909288,2020-09
94117,06075015802,0.02096457188933125,2020-09
94117,06075016700,0.1255354533084715,2020-09
94117,06075017101,0.09887617799727864,2020-09
94117,06075016300,0.05729980345713854,2020-09
94117,06075030102,0.03809907776041929,2020-09
94117,06075016500,0.1245779368039107,2020-09
94117,06075016400,0.10109358463941945,2020-09
94117,06075016801,0.06148263871390415,2020-09
94117,06075980300,0.010129516706143224,2020-09
94117,06075016802,0.009071208990576021,2020-09
94117,06075016900,0.002620571486166406,2020-09
94117,06075017000,0.03452098976969208,2020-09
94118,06075040200,0.1376831035037828,2020-09
94118,06075015600,0.08155819069592746,2020-09
94118,06075045100,0.11901057037076783,2020-09
94118,06075042800,0.00434619305682245,2020-09
94118,06075040100,0.11176691527606375,2020-09
94118,06075042602,0.0434619305682245,2020-09
94118,06075060100,0.00021462681762086174,2020-09
94118,06075980300,0.0,2020-09
94118,06075047600,0.0580565541664431,2020-09
94118,06075013300,0.09556259054568868,2020-09
94121,06075047600,0.06258288279098236,2020-09
94121,06075047701,0.10343772314597573,2020-09
94121,06075042700,0.13725390186677547,2020-09
94121,06075980300,0.0022952157502805263,2020-09
94121,06075047702,0.08339283892685913,2020-09
94121,06075042800,0.0480975211669897,2020-09
94121,06075980200,0.0038253595838008774,2020-09
94121,06075042601,0.1254207895542181,2020-09
94121,06075047802,0.0825257574211976,2020-09
94121,06075047801,0.0883913087830256,2020-09
94121,06075042602,0.03998775884933184,2020-09
94121,06075047902,0.0796694889319596,2020-09
94122,06075030302,0.02112735570016057,2020-09
94122,06075032802,0.045846361869348436,2020-09
94122,06075030201,0.08108679117721626,2020-09
94122,06075030301,0.102763458125581,2020-09
94122,06075032700,0.09959435477055692,2020-09
94122,06075035202,0.07762190484238993,2020-09
94122,06075030101,0.06169187864446886,2020-09
94122,06075030102,0.026620468182202317,2020-09
94122,06075035300,0.0,2020-09
94122,06075032601,0.08932645990027888,2020-09
94122,06075035201,0.0687906701597228,2020-09
94122,06075030202,0.10420011831319193,2020-09
94122,06075980300,0.00557762190484239,2020-09
94122,06075032602,0.06963576438772923,2020-09
94122,06075032902,0.03600101411307361,2020-09
94123,06075013102,0.008319677297365435,2020-09
94123,06075012602,0.13273666960796673,2020-09
94123,06075012700,0.1451531576957015,2020-09
94123,06075012902,0.14181268120509266,2020-09
94123,06075060100,0.0010084457330139921,2020-09
94123,06075013200,0.03271145846464137,2020-09
94123,06075012901,0.0900037816714988,2020-09
94123,06075013101,0.007752426572545065,2020-09
94123,06075012601,0.10462624480020169,2020-09
94124,06075023001,0.1009761561849896,2020-09
94124,06075023300,0.11649863978236517,2020-09
94124,06075061000,0.06705072811649863,2020-09
94124,06075026402,0.0003200512081933109,2020-09
94124,06075061200,0.09473515762522003,2020-09
94124,06075023102,0.10713714194271083,2020-09
94124,06075980600,0.05360857737237958,2020-09
94124,06075023103,0.12153944631140982,2020-09
94124,06075023200,0.1529044647143543,2020-09
94124,06075010500,0.0,2020-09
94124,06075025100,8.001280204832773e-05,2020-09
94124,06075980900,0.006641062570011202,2020-09
94124,06075025702,0.0007201152184349496,2020-09
94124,06075023003,0.09249479916786686,2020-09
94124,06075023400,0.08529364698351737,2020-09
94127,06075030800,0.21439317953861584,2020-09
94127,06075030500,0.013916750250752256,2020-09
94127,06075030700,0.29413239719157475,2020-09
94127,06075031100,0.08124373119358075,2020-09
94127,06075030600,0.10656970912738215,2020-09
94127,06075031000,0.056293881644934804,2020-09
94127,06075030900,0.23207121364092276,2020-09
94127,06075021700,0.0013791374122367102,2020-09
94129,06075060100,1.0,2020-09
94129,06075011700,0.0,2020-09
94131,06075021500,0.1261896610749743,2020-09
94131,06075030700,0.028072577884286205,2020-09
94131,06075021300,0.011845258473125642,2020-09
