id,lat,lon,year_month
10606,37.772667811,-122.502536498,2005-02
10607,37.759733171,-122.441287759,1997-09
10608,37.800856208,-122.44388041,2003-10
10609,37.769970377,-122.443486941,2018-08
10610,37.74662444,-122.424804318,1998-04
10611,37.779530959,-122.413542707,2010-09
10612,37.710554004,-122.43518717,2014-03
10613,37.77267414,-122.502398334,1999-01
10614,37.764373209,-122.41747849,2002-02
10615,37.767199127,-122.424452092,2001-11
10616,37.783565477,-122.415051135,2012-03
10617,37.740163402,-122.477569518,1998-04
10618,37.751727847,-122.489728068,2002-02
10619,37.774863513,-122.459606391,2002-01
10620,37.795791052,-122.437759642,2003-03
10621,37.762253857,-122.50551952,2017-01
10622,37.779095566,-122.436073673,2013-06
10623,37.790276803,-122.445128022,2004-04
10624,37.793296234,-122.435568358,2021-02
10625,37.796936146,-122.425411719,2004-12
10626,37.793047786,-122.430455128,2001-03
10627,37.766557099,-122.420841987,2009-04
10628,37.720588964,-122.435220485,2014-03
10629,37.716603478,-122.444099189,2019-04
10630,37.759935715,-122.445023381,2010-07
10631,37.774339186,-122.428373303,2001-10
10632,37.763154122,-122.425099106,2004-08
10633,37.721887899,-122.460733632,2004-01
10634,37.73232914,-122.4358251,2011-12
10635,37.752421188,-122.405338378,2012-02
10636,37.720011422,-122.476584023,2011-08
10637,37.77423071,-122.428351459,1997-05
10638,37.715748295,-122.451744062,2007-08
10639,37.712079176,-122.440290464,2015-03
10640,37.75972923,-122.411711958,1997-06
10641,37.73025506,-122.453332277,2012-12
10642,37.781595588,-122.412190669,2007-03
10643,37.752631601,-122.425380692,2000-08
10644,37.795495066,-122.421607115,2016-10
10645,37.759429798,-122.419198309,2007-10
10646,37.716858543,-122.481507235,2010-01
10647,37.796941735,-122.429558903,2002-06
10648,37.781119213,-122.41259697,2004-01
10649,37.788418457,-122.429523079,2007-01
10650,37.729301772,-122.390876776,2000-09
10651,37.730446695,-122.385513746,2016-12
10652,37.797178599,-122.410144563,2017-10
10653,37.744580369,-122.419077156,2000-06
10654,37.784078169,-122.418524721,1998-11
10655,37.768284782,-122.418885184,2002-02
10656,37.77304356,-122.449302922,2003-08
10657,37.782500116,-122.406870707,1997-09
10658,37.762303745,-122.484492332,2016-07
10659,37.718596592,-122.483884159,1997-06
10660,37.77608586,-122.437164936,1998-05
10661,37.777486533,-122.397691886,2025-01
10662,37.779860004,-122.405090496,2002-06
10663,37.785467052,-122.415977627,2019-09
10664,37.715251189,-122.462680662,2025-11
10665,37.714358622,-122.473175139,2018-12
10666,37.775908409,-122.472572168,2018-04
10667,37.791456679,-122.417418428,2007-06
10668,37.718682015,-122.478375457,1999-02
10669,37.794767878,-122.413031075,2016-02
10670,37.774585655,-122.462813356,2024-11
10671,37.786469252,-122.415638874,1998-08
10672,37.741668367,-122.42288987,2018-04
10673,37.779530959,-122.413542707,2012-08
10674,37.753710752,-122.407300902,2019-08
10675,37.765849324,-122.434368974,2000-07
10676,37.720124587,-122.483106169,2016-02
10677,37.77976191,-122.43747247,2000-06
10678,37.765783895,-122.421047941,2005-12
10679,37.719258486,-122.391450986,1999-02
10680,37.757678687,-122.407271894,2019-03
10681,37.762726556,-122.425440865,1997-02
10682,37.78280892,-122.488082135,1997-07
10683,37.789791451,-122.411243473,2018-04
10684,37.712443458,-122.430868791,2016-03
10685,37.731449868,-122.448076309,2011-07
10686,37.753594865,-122.4092755,2005-04
10687,37.779265536,-122.461470718,2003-07
10688,37.771722675,-122.393266192,2025-01
10689,37.76801829,-122.423300198,2001-01
10690,37.75044336,-122.4447009,2004-11
10691,37.778986926,-122.487806345,1997-06
10692,37.722271268,-122.440122219,2018-08
10693,37.783163428,-122.411599278,2020-01
10694,37.772772498,-122.427141201,1998-01
10695,37.75810303,-122.426903243,1997-01
10696,37.794656014,-122.416985385,2013-02
10697,37.772359929,-122.391397888,2022-08
10698,37.789899886,-122.411265644,2006-02
10699,37.757462775,-122.466996545,2013-01
10700,37.803356027,-122.44189795,2007-09
10701,37.738410854,-122.497395296,1998-08
10702,37.737486194,-122.388879302,2013-12
10703,37.762026462,-122.443782631,2000-05
10704,37.719013286,-122.480443681,2010-07
10705,37.751170853,-122.42954867,1998-09
10706,37.759806799,-122.425386497,2020-10
10707,37.78605122,-122.418924277,2000-04
10708,37.760093049,-122.434858189,2009-06
10709,37.760492383,-122.399173349,1997-05
10710,37.780615402,-122.416573644,2006-04
10711,37.719594746,-122.401283198,2015-05
10712,37.752421188,-122.405338378,1999-12
10713,37.767507075,-122.431739941,2016-09
10714,37.806503908,-122.410335821,2000-02
10715,37.781982732,-122.464283016,2003-07
10716,37.801273267,-122.41356539,2001-01
10717,37.755981622,-122.422122609,2019-06
10718,37.730654589,-122.386831265,2025-01
10719,37.779024704,-122.466824987,2008-01
10720,37.784916185,-122.411950042,2004-04
10721,37.717415327,-122.480656888,2019-08
10722,37.792059517,-122.416947427,2007-04
10723,37.777083316,-122.416979514,1998-04
10724,37.751283573,-122.408512518,2005-11
10725,37.718931085,-122.433829194,2015-06
10726,37.737234383,-122.451858669,2001-09
10727,37.773598943,-122.433277155,2018-12
10728,37.792791836,-122.425348409,2005-03
10729,37.78707698,-122.451920255,2008-08
10730,37.743815179,-122.437167546,2011-10
10731,37.727959894,-122.402090306,2005-09
10732,37.790691369,-122.406446761,2014-10
10733,37.771951151,-122.424535362,2003-01
10734,37.720407019,-122.390422961,2000-10
10735,37.739324658,-122.40898424,2003-01
10736,37.796795947,-122.418633009,2008-03
10737,37.754424291,-122.409741838,2013-09
10738,37.783383007,-122.442959505,2001-01
10739,37.780658986,-122.456084857,2017-05
10740,37.793817954,-122.430615254,2003-02
10741,37.768132524,-122.436485557,2000-09
10742,37.747849557,-122.423613272,1998-07
10743,37.733592415,-122.387018017,2021-01
10744,37.774530056,-122.433460123,2021-09
10745,37.775372558,-122.484324209,2004-05
10746,37.774010531,-122.511077606,2004-02
10747,37.732955634,-122.387590806,2024-05
10748,37.714358622,-122.473175139,2007-02
10749,37.761635941,-122.499631123,2013-09
10750,37.763323542,-122.503913504,2002-02
10751,37.787919255,-122.432024926,1997-01
10752,37.779530959,-122.413542707,2010-09
10753,37.773185369,-122.436576291,2018-05
10754,37.762697932,-122.432541855,2013-03
10755,37.709610024,-122.456500255,2021-06
10756,37.777636222,-122.43918546,2003-09
10757,37.784237112,-122.440760814,2001-05
10758,37.78500949,-122.418713807,2002-09
10759,37.791032115,-122.424992665,2007-04
10760,37.718488319,-122.445234592,2015-11
10761,37.785942727,-122.418902557,2001-08
10762,37.777083316,-122.416979514,2018-02
10763,37.784091036,-122.411784368,2010-02
10764,37.776630165,-122.425399507,1999-08
10765,37.757653171,-122.440721022,2000-06
10766,37.755224049,-122.475402243,1998-09
10767,37.746527066,-122.502875149,2023-07
10768,37.760093049,-122.434858189,2008-07
10769,37.747212619,-122.406528665,2000-10
10770,37.769067425,-122.420926624,2011-03
10771,37.782853685,-122.417365507,1997-08
10772,37.776507933,-122.39013484,2013-12
10773,37.77558013,-122.413994779,2008-04
10774,37.776253363,-122.464941138,2004-06
10775,37.783777981,-122.409264025,2005-07
10776,37.782953495,-122.413243748,2006-02
10777,37.768768454,-122.42134834,2014-06
10778,37.801603948,-122.422069171,1997-09
10779,37.77689545,-122.441651584,1998-10
10780,37.717515182,-122.480598519,2011-09
10781,37.76860658,-122.449976975,2023-06
10782,37.780145757,-122.462139917,2008-03
10783,37.740934619,-122.502342274,2026-01
10784,37.730411596,-122.401166677,2014-08
10785,37.782953495,-122.413243748,2009-11
10786,37.800938367,-122.405642887,2002-03
10787,37.763249838,-122.462967915,1998-09
10788,37.775901241,-122.458552854,2007-09
10789,37.775353889,-122.5064248,2025-05
10790,37.747331492,-122.434045496,1998-04
10791,37.718016477,-122.440448191,2000-05
10792,37.78311962,-122.420710086,2012-07
10793,37.75678063,-122.422218843,2012-08
10794,37.789584068,-122.428071911,2007-01
10795,37.779465216,-122.495978125,2020-10
10796,37.773209363,-122.402242908,2011-09
10797,37.710554004,-122.43518717,2009-03
10798,37.739662269,-122.415155721,2004-10
10799,37.800237221,-122.407890921,2002-08
10800,37.772694134,-122.42218914,2022-03
10801,37.783673953,-122.415072979,2006-10
10802,37.756469218,-122.469542084,2012-12
10803,37.794285599,-122.40969964,2012-05
10804,37.763222501,-122.506194365,2013-04
10805,37.774687548,-122.499317756,2015-10
10806,37.75567061,-122.507670206,1999-11
10807,37.715544557,-122.473629106,2018-12
10808,37.720048687,-122.431735715,2009-02
10809,37.738251397,-122.478503223,1999-02
10810,37.765582441,-122.463269353,2023-08
10811,37.78116435,-122.452074519,2012-08
10812,37.801827696,-122.409533527,2007-09
10813,37.774748587,-122.476286293,1997-03
10814,37.749975796,-122.415962154,2006-04
10815,37.715996096,-122.446609074,2010-12
10816,37.802413242,-122.404829795,2012-09
10817,37.745421885,-122.425685855,2016-05
10818,37.786298515,-122.408477809,2003-09
10819,37.783465741,-122.492996409,2007-12
10820,37.766540199,-122.434434755,1997-06
10821,37.708761597,-122.416945384,2016-11
10822,37.750295193,-122.410665376,1997-03
10823,37.75656053,-122.413439434,2013-03
10824,37.738121996,-122.42392539,2009-01
10825,37.802678643,-122.43834827,2015-01
10826,37.800057444,-122.43264953,1998-07
10827,37.752799025,-122.442795705,2024-12
10828,37.773247955,-122.424798033,2005-02
10829,37.760817566,-122.423017098,1997-02
10830,37.766896518,-122.438105412,1999-07
10831,37.78666901,-122.420738096,2019-08
10832,37.791828873,-122.415945264,2006-05
10833,37.780052504,-122.409773824,2013-02
10834,37.711149389,-122.396892712,2009-02
10835,37.789478818,-122.414561131,2004-08
10836,37.770796765,-122.441188744,2017-02
10837,37.784921134,-122.41609739,2008-10
10838,37.760021359,-122.42183648,1997-04
10839,37.773356414,-122.424820014,1998-06
10840,37.728429189,-122.457234628,2001-10
10841,37.774021208,-122.434133305,2016-01
10842,37.716652151,-122.474170187,2016-11
10843,37.747647666,-122.449409795,2003-11
10844,37.794613864,-122.403978966,2022-09
10845,37.720124587,-122.483106169,2018-10
10846,37.779530959,-122.413542707,2012-08
10847,37.802887963,-122.416349184,2006-11
10848,37.767112851,-122.447617157,1998-08
10849,37.762332704,-122.425066279,2010-04
10850,37.754969407,-122.413148487,2015-03
10851,37.795475652,-122.425889481,2019-05
10852,37.719940198,-122.404844604,2018-03
10853,37.775489704,-122.501052593,2023-02
10854,37.785942727,-122.418902557,2022-07
10855,37.721250895,-122.434254898,2017-09
10856,37.720401363,-122.436912297,1999-04
10857,37.762135706,-122.421689426,2025-05
10858,37.793187778,-122.435546344,2015-07
10859,37.791446622,-122.421704924,2013-11
10860,37.777954531,-122.437542014,2016-05
10861,37.762838624,-122.416083629,1998-11
10862,37.764104409,-122.421877973,2020-09
10863,37.715900297,-122.436591425,2019-05
10864,37.771019262,-122.423870548,2005-10
10865,37.746836737,-122.421621452,1999-12
10866,37.754523184,-122.399493441,1998-09
10867,37.764942934,-122.422375181,2011-11
10868,37.770651316,-122.434805116,2000-08
10869,37.740755178,-122.422322642,2013-12
10870,37.779530959,-122.413542707,2012-08
10871,37.787359824,-122.45703457,2000-01
10872,37.778353062,-122.459861683,1999-10
10873,37.787439734,-122.465888458,2007-05
10874,37.744759837,-122.43457151,2024-08
10875,37.805585355,-122.439117952,2017-12
10876,37.740934619,-122.502342274,2000-07
10877,37.772135963,-122.453297901,2003-05
10878,37.720633188,-122.437983268,2025-04
10879,37.781287653,-122.411318099,2013-10
10880,37.78979314,-122.426427284,2000-05
10881,37.790280287,-122.414916875,2019-12
10882,37.779074424,-122.485806575,2001-02
10883,37.753950737,-122.454052313,2005-08
10884,37.74083657,-122.435404313,2008-02
10885,37.799925963,-122.443692005,2014-11
10886,37.712992539,-122.411262874,2006-05
10887,37.802422043,-122.413358845,2024-09
10888,37.731295635,-122.391302286,2016-04
10889,37.796829129,-122.437969514,2010-01
10890,37.76532636,-122.414201572,2018-01
10891,37.78832457,-122.393911345,2024-09
10892,37.769571487,-122.420224195,2009-07
10893,37.74780982,-122.473811815,2008-11
10894,37.758477268,-122.48637771,2012-01
10895,37.795719439,-122.415818266,2016-04
10896,37.748819908,-122.444946339,1999-04
10897,37.718932165,-122.479273447,2008-07
10898,37.745898546,-122.474751487,1999-12
10899,37.777941245,-122.488336294,1997-08
10900,37.771123292,-122.431093525,2016-09
10901,37.791010664,-122.416733653,2012-04
10902,37.779126113,-122.484732842,2019-01
10903,37.759375035,-122.466054264,2015-07
10904,37.777256894,-122.503339664,2018-03
10905,37.777083316,-122.416979514,2018-03
10906,37.789409059,-122.435558852,2016-05
10907,37.73559142,-122.422858269,1997-03
10908,37.769067425,-122.420926624,2004-07
10909,37.793506651,-122.433922047,2017-03
10910,37.775547007,-122.461201116,2004-10
10911,37.785740283,-122.413804266,2007-05
10912,37.724618347,-122.40242015,2004-10
10913,37.746233792,-122.431299587,2014-11
10914,37.757462775,-122.466996545,2013-01
10915,37.7191169,-122.480491979,2016-11
10916,37.78756347,-122.423519117,2025-01
10917,37.717406996,-122.474808968,2019-04
10918,37.761167762,-122.429458567,2004-08
10919,37.772481164,-122.412311665,1998-09
10920,37.74780982,-122.473811815,2008-11
10921,37.793954089,-122.408300872,2010-06
10922,37.7723804,-122.508821438,2013-04
10923,37.731623937,-122.452277568,2016-02
10924,37.790930611,-122.409788678,2016-08
10925,37.778586145,-122.496520723,2016-08
10926,37.75221006,-122.419826074,2008-07
10927,37.788635276,-122.416990341,2013-09
10928,37.785405235,-122.445709826,2000-03
10929,37.777534241,-122.440863684,2016-10
10930,37.726934423,-122.406054212,2009-04
10931,37.769812263,-122.424206499,2014-12
10932,37.799135713,-122.413910907,1998-07
10933,37.718084932,-122.436486547,1999-11
10934,37.753835325,-122.430987101,2008-08
10935,37.763672793,-122.473347574,2003-08
10936,37.78511799,-122.41873546,2026-02
10937,37.763154122,-122.425099106,1999-06
10938,37.78620822,-122.473815096,2005-02
10939,37.793252353,-122.417779083,2002-05
10940,37.800938367,-122.405642887,2003-11
10941,37.762362587,-122.426009418,1998-11
10942,37.759447925,-122.506864503,2023-09
10943,37.786298515,-122.408477809,2003-09
10944,37.716671904,-122.457576023,2012-01
10945,37.779530959,-122.413542707,2012-08
10946,37.784498756,-122.415240041,2001-08
10947,37.768324128,-122.433421238,2017-10
10948,37.716727143,-122.398299113,2012-10
10949,37.723788125,-122.432796077,2023-09
10950,37.78832457,-122.393911345,2023-01
10951,37.715544557,-122.473629106,2016-12
10952,37.711213301,-122.433004558,2009-09
10953,37.782635513,-122.414862827,2016-09
10954,37.784181764,-122.414404219,2011-07
10955,37.779530959,-122.413542707,2012-08
10956,37.722518894,-122.394144056,2003-01
10957,37.776658454,-122.42286212,1997-09
10958,37.756772531,-122.424183165,2015-04
10959,37.797655366,-122.408840254,2003-10
10960,37.772850153,-122.450811867,2000-07
10961,37.757623236,-122.505800239,2015-07
10962,37.777486533,-122.397691886,2021-08
10963,37.779558467,-122.435501401,2006-04
10964,37.764550555,-122.47618959,2012-03
10965,37.763161571,-122.39748485,2019-04
10966,37.761944157,-122.39639699,1999-03
10967,37.783834437,-122.412930521,2012-10
10968,37.767145101,-122.425345824,1998-01
10969,37.802570218,-122.415513807,2015-06
10970,37.783393966,-122.42253693,2013-01
10971,37.792355958,-122.407129468,2011-01
10972,37.789064182,-122.417846924,2003-11
10973,37.751252542,-122.421447402,1997-07
10974,37.784953103,-122.481929275,1997-01
10975,37.78500949,-122.418713807,2025-04
10976,37.749975796,-122.415962154,2005-05
10977,37.741142821,-122.417475699,1998-11
10978,37.784068303,-122.460272497,2017-09
10979,37.789370354,-122.414539182,2014-12
10980,37.796012441,-122.429371286,2015-06
10981,37.719183573,-122.484666249,2020-02
10982,37.73559142,-122.422858269,2018-07
10983,37.767600998,-122.417792786,2005-09
10984,37.772471572,-122.506822367,2012-05
10985,37.78720986,-122.447641498,2000-04
10986,37.795384742,-122.434302143,1999-03
10987,37.786550596,-122.437581163,1999-09
10988,37.714358622,-122.473175139,2011-09
10989,37.802214126,-122.421421679,2001-10
10990,37.757289574,-122.406870401,2000-07
10991,37.785024662,-122.41197189,2021-01
10992,37.715544557,-122.473629106,2018-06
10993,37.789064182,-122.417846924,2007-09
10994,37.735648427,-122.401833131,2018-05
10995,37.742264224,-122.472346902,2002-07
10996,37.780792081,-122.408385744,2009-01
10997,37.716652151,-122.474170187,2019-06
10998,37.755914151,-122.469972653,2009-07
10999,37.784616481,-122.41097737,1998-12
11000,37.760159848,-122.433755091,1999-02
11001,37.789370354,-122.414539182,2008-10
11002,37.770216589,-122.423932586,2016-02
11003,37.763405529,-122.433095267,1997-03
11004,37.780861023,-122.489016147,2005-07
11005,37.790918095,-122.440158056,2014-12
11006,37.776719052,-122.458611723,2001-09
11007,37.775542686,-122.444754712,2007-08
11008,37.714668771,-122.413812171,2015-05
11009,37.764823966,-122.424343783,2007-10
11010,37.71238381,-122.406954405,2018-05
11011,37.720124587,-122.483106169,2019-08
11012,37.757282591,-122.434728566,2015-02
11013,37.800329016,-122.404356033,2013-08
11014,37.786004828,-122.395077257,2023-08
11015,37.763954697,-122.405471484,2015-02
11016,37.73559142,-122.422858269,2005-08
11017,37.7741101,-122.440947782,2005-09
11018,37.733498803,-122.385714825,2008-02
11019,37.753490103,-122.410972423,2018-10
11020,37.768033485,-122.4474486,1998-04
11021,37.750132347,-122.446486998,2016-02
11022,37.75627659,-122.508799375,2006-11
11023,37.753099981,-122.41750085,2011-04
11024,37.72818396,-122.441444199,2001-05
11025,37.764747841,-122.471664666,2025-04
11026,37.78096764,-122.416978281,2011-11
11027,37.760696737,-122.424875062,1998-02
11028,37.766893127,-122.417102243,2016-04
11029,37.761689419,-122.498420821,2008-05
11030,37.761039768,-122.419213667,2014-10
11031,37.777549236,-122.425641746,2021-07
11032,37.751699978,-122.414074861,2016-04
11033,37.722897791,-122.442022876,1997-02
11034,37.718541223,-122.397965126,2013-02
11035,37.759694949,-122.440159404,2002-06
11036,37.756804874,-122.409455786,2011-02
11037,37.799874096,-122.41328467,2017-09
11038,37.728536888,-122.383099929,2004-02
11039,37.753447354,-122.473266817,2020-04
11040,37.725294018,-122.424680031,2009-04
11041,37.787824675,-122.425257073,2008-06
11042,37.770883598,-122.44381095,2013-05
11043,37.733269745,-122.48465364,2015-06
11044,37.777436833,-122.4299174,2007-03
11045,37.829269725,-122.377095819,2009-09
11046,37.778986926,-122.487806345,2000-05
11047,37.74780385,-122.411367126,2009-04
11048,37.717631147,-122.405231445,2002-05
11049,37.767153434,-122.42520784,2003-07
11050,37.761291588,-122.485028448,1998-09
11051,37.749308587,-122.414603716,2011-06
11052,37.734675987,-122.494964259,2017-02
11053,37.799231231,-122.407369153,1999-10
11054,37.799088067,-122.405149956,2025-09
11055,37.75412098,-122.41478205,2006-10
11056,37.761031443,-122.419351641,2023-09
11057,37.777887965,-122.413601564,2024-09
11058,37.764983868,-122.466307471,1997-10
11059,37.77440629,-122.483786343,2014-02
11060,37.801704177,-122.428833527,2013-05
11061,37.779530959,-122.413542707,2005-04
11062,37.776407418,-122.437962439,2004-08
11063,37.78511799,-122.41873546,2024-09
11064,37.791258719,-122.443641578,2011-03
11065,37.730536971,-122.407543425,2018-05
11066,37.778588421,-122.424165131,2004-02
11067,37.763619094,-122.389861386,2002-03
11068,37.79115781,-122.445308524,2013-07
11069,37.763205793,-122.446729585,1999-05
11070,37.777083316,-122.416979514,2024-12
11071,37.762490897,-122.500158967,2009-10
11072,37.750807665,-122.42790493,1998-05
11073,37.720648376,-122.469795368,2021-12
11074,37.752769226,-122.408654192,2000-04
11075,37.768462246,-122.431204878,2025-10
11076,37.760674717,-122.479001685,2011-08
11077,37.783868653,-122.465631447,2009-12
11078,37.719145678,-122.445634922,2014-08
11079,37.710133499,-122.44439203,1999-02
11080,37.781717539,-122.389147051,2025-12
11081,37.789899886,-122.411265644,2003-09
11082,37.753298447,-122.414228762,2017-12
11083,37.782328415,-122.47683673,2013-04
11084,37.765664416,-122.418082719,2008-01
11085,37.757580976,-122.422275311,2018-03
11086,37.803543287,-122.438381236,2016-11
11087,37.745048416,-122.49403364,2015-04
11088,37.715544557,-122.473629106,2011-09
11089,37.772254696,-122.440572357,2016-07
11090,37.719013286,-122.480443681,2017-06
11091,37.747581313,-122.4225552,2000-04
11092,37.795232346,-122.416494402,2011-10
11093,37.780619047,-122.508881439,2001-05
11094,37.77514414,-122.454628747,2025-12
11095,37.755564184,-122.423106307,2001-08
11096,37.800278454,-122.406638055,2001-06
11097,37.762362587,-122.426009418,1999-06
11098,37.791870902,-122.414268635,2015-03
11099,37.779530959,-122.413542707,2008-04
11100,37.785111109,-122.414592037,2003-07
11101,37.7638103,-122.451732068,2014-02
11102,37.749971381,-122.442720366,2014-01
11103,37.777486533,-122.397691886,2025-02
11104,37.735731622,-122.433817176,2013-11
11105,37.723058085,-122.441302483,2022-10
11106,37.730553556,-122.389751028,2016-06
11107,37.801196817,-122.406962669,1997-09
11108,37.791749891,-122.433570935,2015-12
11109,37.779530959,-122.413542707,2012-08
11110,37.743462177,-122.487610568,2014-11
11111,37.729163097,-122.382538001,2012-08
11112,37.785436481,-122.415336128,2000-06
11113,37.775245047,-122.443780099,2000-04
11114,37.750492236,-122.427385017,2006-06
11115,37.761351648,-122.506062671,2014-04
11116,37.798323216,-122.411286922,2017-03
11117,37.734615861,-122.443654346,2016-10
11118,37.77267414,-122.502398334,1997-03
11119,37.775140431,-122.411799524,2022-03
11120,37.73518449,-122.391493955,2000-11
11121,37.712241346,-122.43667194,2002-04
11122,37.765125545,-122.432179032,2014-02
11123,37.790513717,-122.413080089,2011-05
11124,37.77835943,-122.459723511,2012-08
11125,37.789264947,-122.412049085,2024-02
11126,37.730899062,-122.394357514,2025-05
11127,37.763276602,-122.395552822,2008-02
11128,37.792697018,-122.4181569,2012-09
11129,37.720416788,-122.403800798,1998-10
11130,37.715544557,-122.473629106,2014-01
11131,37.775977388,-122.437143057,2010-06
11132,37.799427797,-122.420854015,2018-02
11133,37.762224781,-122.425026712,1998-04
11134,37.748819908,-122.444946339,2015-09
11135,37.712976151,-122.406107051,2003-08
11136,37.779530959,-122.413542707,2010-09
11137,37.783388956,-122.409832446,2005-05
11138,37.754420934,-122.493615584,2001-09
11139,37.757124834,-122.429101211,2010-04
11140,37.762656149,-122.448646089,1997-08
11141,37.760984862,-122.42012054,2001-01
11142,37.779248602,-122.414947412,1997-02
11143,37.755288779,-122.398815532,1998-01
11144,37.775675988,-122.43200318,2019-02
11145,37.714358622,-122.473175139,2024-06
11146,37.716652151,-122.474170187,2013-01
11147,37.777083316,-122.416979514,2022-08
11148,37.740790102,-122.456352184,1997-01
11149,37.78678644,-122.416475578,2008-03
11150,37.803152588,-122.410878574,2013-02
11151,37.771510207,-122.449768155,2001-12
11152,37.770368291,-122.432688066,2004-07
11153,37.765682171,-122.461125418,1997-12
11154,37.76613182,-122.435441043,2007-05
11155,37.79392641,-122.430637261,2000-08
11156,37.728683902,-122.426197799,2016-12
11157,37.800866161,-122.435427178,2011-09
11158,37.753777155,-122.465666709,2017-07
11159,37.770900887,-122.443674284,2015-06
11160,37.752002337,-122.408984897,2016-02
11161,37.757757623,-122.401963523,2000-10
11162,37.77296814,-122.495974618,2005-11
11163,37.758579875,-122.398991238,1997-06
11164,37.720118807,-122.482968065,2018-12
11165,37.755745937,-122.483565462,1997-09
11166,37.802579765,-122.422818364,1997-10
11167,37.769075752,-122.420788635,2009-07
11168,37.778040437,-122.44018846,1997-12
11169,37.781287653,-122.411318099,2013-10
11170,37.712058796,-122.406110808,1997-12
11171,37.789374887,-122.429717206,2000-06
11172,37.752310201,-122.418165975,2016-06
11173,37.714311121,-122.492030022,2014-11
11174,37.72801451,-122.442294852,1997-05
11175,37.753973012,-122.481291384,1999-12
11176,37.71167768,-122.447513462,2001-08
11177,37.781537434,-122.40951834,2005-09
11178,37.775663146,-122.436291871,1997-07
11179,37.785405235,-122.445709826,2013-11
11180,37.715544557,-122.473629106,2013-01
11181,37.788845268,-122.415346949,2000-08
11182,37.72803689,-122.423364892,2000-11
11183,37.784546658,-122.391126197,1999-12
11184,37.79838308,-122.407521729,2012-09
11185,37.742851736,-122.420967439,2008-07
11186,37.768346377,-122.444987083,1997-11
11187,37.710829638,-122.439907177,2001-07
11188,37.776748176,-122.49517356,2001-06
11189,37.793416641,-122.420415461,2009-05
11190,37.775857094,-122.473699638,2015-05
11191,37.774817065,-122.41284503,2022-09
11192,37.77493769,-122.434457137,2010-06
11193,37.77641322,-122.427099517,2021-03
11194,37.751315682,-122.432977863,1998-06
11195,37.801603948,-122.422069171,2003-08
11196,37.71702025,-122.399987918,2019-07
11197,37.752104276,-122.407284075,2007-04
11198,37.795475652,-122.425889481,2019-12
11199,37.772051771,-122.419219355,2014-06
11200,37.792770575,-122.438833357,2002-08
11201,37.754772185,-122.416421083,2009-03
11202,37.790095488,-122.416370999,1999-04
11203,37.762765406,-122.417324659,2007-02
11204,37.774888735,-122.429250916,2006-08
11205,37.783420635,-122.444518271,2003-05
11206,37.783510783,-122.458952384,2005-05
11207,37.781146215,-122.396161821,2004-10
11208,37.735328204,-122.429918622,1998-06
11209,37.711121678,-122.443717005,2004-08
11210,37.785509323,-122.437370956,2001-04
11211,37.770679319,-122.449598813,2005-07
11212,37.781692296,-122.429813825,1999-10
11213,37.761550773,-122.430680859,2007-05
11214,37.799727427,-122.445251651,1997-10
11215,37.774235791,-122.468160262,1997-08
11216,37.743319411,-122.470799689,2023-04
11217,37.716938308,-122.434084553,2014-04
11218,37.770224903,-122.423794594,2012-08
11219,37.76161825,-122.441939042,2014-07
11220,37.78096764,-122.416978281,2005-04
11221,37.761774869,-122.435151493,1998-11
11222,37.783402941,-122.444654877,2000-04
11223,37.719013286,-122.480443681,2010-10
11224,37.718794913,-122.466313951,2002-05
11225,37.729268841,-122.466858654,2006-04
11226,37.784396494,-122.416900458,2025-06
11227,37.77440853,-122.450351368,2010-07
11228,37.74360345,-122.484398292,2023-05
11229,37.783908058,-122.392433238,2013-12
11230,37.751252542,-122.421447402,2013-09
11231,37.723185381,-122.433878349,1999-06
11232,37.795294162,-122.423148267,2007-04
11233,37.714035352,-122.45411715,2003-09
11234,37.786995531,-122.414832698,2007-04
11235,37.800272373,-122.433605832,2013-01
11236,37.72979776,-122.464279155,2002-02
11237,37.789370354,-122.414539182,2009-08
11238,37.721904919,-122.454617026,2009-08
11239,37.751501319,-122.417348329,2009-12
11240,37.741203833,-122.473954648,2015-04
11241,37.78832457,-122.393911345,2023-03
11242,37.761438295,-122.443413196,1997-09
11243,37.779265536,-122.461470718,2000-07
11244,37.75525804,-122.408352038,2000-07
11245,37.801704177,-122.428833527,2013-05
11246,37.772134835,-122.388253013,2024-09
11247,37.755164223,-122.422303224,1999-10
11248,37.744738432,-122.42051792,1998-01
11249,37.731023505,-122.380741043,2013-04
11250,37.741940842,-122.501944119,2000-10
11251,37.785774088,-122.424704368,2013-10
11252,37.783138715,-122.425928739,2005-02
11253,37.790109709,-122.409620558,2011-09
11254,37.777083316,-122.416979514,2015-09
11255,37.758280252,-122.411571083,2006-03
11256,37.786009642,-122.41645828,2006-10
11257,37.826614292,-122.374692203,2024-10
11258,37.778342006,-122.481920743,1997-03
11259,37.77641322,-122.427099517,1999-04
11260,37.803152588,-122.410878574,2013-02
11261,37.732711931,-122.39046276,2015-12
11262,37.760984862,-122.42012054,2017-08
11263,37.785416617,-122.46082746,2010-10
11264,37.736150138,-122.393193483,2016-01
11265,37.771340632,-122.425160671,2003-04
11266,37.783982559,-122.411762529,2009-11
11267,37.759234208,-122.469266163,1998-05
11268,37.804373378,-122.439919945,1997-02
11269,37.734067533,-122.425869403,2002-04
11270,37.787095049,-122.423424256,2012-07
11271,37.749674926,-122.473941408,2000-04
