id,lat,lon,year_month
528,37.780483608,-122.478846748,1999-12
529,37.729869916,-122.49574636,2005-11
530,37.749879077,-122.491752272,2013-03
531,37.756801727,-122.440600193,2009-12
532,37.772527514,-122.449976003,2012-06
533,37.796829129,-122.437969514,2010-01
534,37.745453688,-122.433452763,2013-06
535,37.776384775,-122.442321335,2001-06
536,37.777083316,-122.416979514,2013-10
537,37.748078315,-122.417037589,2015-02
538,37.757881936,-122.396119747,2011-10
539,37.782032856,-122.463211512,2015-05
540,37.77949497,-122.439556999,2012-07
541,37.777123737,-122.439867182,1999-06
542,37.718016477,-122.440448191,2011-04
543,37.750340534,-122.409907058,2017-11
544,37.766896518,-122.438105412,1999-07
545,37.761879779,-122.417719881,1999-10
546,37.755687218,-122.464724649,2013-07
547,37.783459815,-122.412571882,2018-06
548,37.774759785,-122.416457295,2024-11
549,37.795985776,-122.444596853,2011-02
550,37.764790979,-122.470730255,2002-03
551,37.728838536,-122.414484956,2018-07
552,37.718746851,-122.44040642,2012-08
553,37.730641323,-122.407586652,2017-11
554,37.78832457,-122.393911345,2022-10
555,37.726958816,-122.408723672,2001-03
556,37.786514716,-122.469512922,2021-04
557,37.714358622,-122.473175139,2013-03
558,37.711169879,-122.45185588,2018-06
559,37.718053588,-122.476272172,2000-10
560,37.73451347,-122.426257075,2010-12
561,37.789899886,-122.411265644,2001-04
562,37.728922834,-122.415139891,2001-10
563,37.785544981,-122.415357785,2011-12
564,37.755288779,-122.398815532,1998-01
565,37.716719478,-122.477542844,2018-03
566,37.768137494,-122.450359835,2017-09
567,37.798106245,-122.423716683,1999-09
568,37.781287653,-122.411318099,2013-10
569,37.792015775,-122.423506394,2000-11
570,37.761464903,-122.451263639,2001-06
571,37.725318789,-122.42285562,2016-10
572,37.778586145,-122.496520723,1998-09
573,37.790775878,-122.444320992,2001-12
574,37.766997913,-122.427858202,1998-10
575,37.789791451,-122.411243473,2015-10
576,37.725150219,-122.429126602,2000-08
577,37.798937436,-122.413096133,2015-07
578,37.77730572,-122.502265802,2013-04
579,37.797449875,-122.428888036,2014-03
580,37.755915339,-122.409897975,1998-03
581,37.784581911,-122.445550154,2019-05
582,37.758288706,-122.411433127,2011-12
583,37.753316077,-122.476225071,1998-01
584,37.802314997,-122.443250159,2018-01
585,37.722996197,-122.441961402,2014-10
586,37.777887965,-122.413601564,2025-03
587,37.787842039,-122.425120391,2013-04
588,37.778117275,-122.465070485,2002-09
589,37.752703146,-122.424131306,2001-02
590,37.74509568,-122.492963822,2020-01
591,37.778815744,-122.40932521,1997-07
592,37.755981622,-122.422122609,2001-01
593,37.761675536,-122.412420348,2020-04
594,37.761405159,-122.504853114,2018-04
595,37.775519193,-122.481110766,2016-09
596,37.78281882,-122.454350618,1997-05
597,37.776839383,-122.493175112,2021-07
598,37.797790503,-122.418834117,2014-03
599,37.794767878,-122.413031075,2018-06
600,37.763084762,-122.509404715,2014-03
601,37.725242815,-122.410198773,2001-09
602,37.758376765,-122.42237488,2004-06
603,37.783046322,-122.410801053,2015-02
604,37.777228587,-122.435696634,2006-06
605,37.735978604,-122.387993816,2016-05
606,37.776384775,-122.442321335,2009-12
607,37.777083316,-122.416979514,2018-07
608,37.785128507,-122.414455367,2019-10
609,37.785436481,-122.415336128,2000-03
610,37.752885596,-122.505937218,1998-07
611,37.787295773,-122.446086571,1999-10
612,37.803216047,-122.432514629,2024-04
613,37.804844321,-122.412608499,2026-02
614,37.784493793,-122.470440755,2009-05
615,37.733750265,-122.450161619,1997-03
616,37.7129888,-122.437123927,2015-12
617,37.771518792,-122.44302313,2003-05
618,37.754640936,-122.418601779,2002-02
619,37.783982559,-122.411762529,2008-07
620,37.726746696,-122.384706072,2014-07
621,37.775313854,-122.406647551,2009-11
622,37.760159848,-122.433755091,2000-09
623,37.782569502,-122.471375942,1999-12
624,37.782389299,-122.477913157,2015-06
625,37.740736556,-122.506740468,2000-04
626,37.792581917,-122.415956263,1998-11
627,37.78161364,-122.41205414,2025-12
628,37.789688847,-122.412913103,2021-12
629,37.786829991,-122.458076169,1999-10
630,37.731511023,-122.374784063,2026-01
631,37.757686099,-122.428078856,2020-04
632,37.78832457,-122.393911345,2022-10
633,37.753725958,-122.441399273,2010-06
634,37.779697886,-122.504603569,2012-08
635,37.76222146,-122.508737679,2001-11
636,37.796829129,-122.437969514,2010-04
637,37.78832457,-122.393911345,2023-01
638,37.796135072,-122.420951372,2006-07
639,37.752899363,-122.420807461,2021-06
640,37.785307436,-122.474245099,1999-11
641,37.800475463,-122.416957485,2014-09
642,37.779542867,-122.402172772,2005-05
643,37.780134661,-122.480966384,2003-01
644,37.755777522,-122.463657528,1999-12
645,37.767065959,-122.433301088,1997-09
646,37.769568528,-122.422405555,2008-05
647,37.777954531,-122.437542014,2006-04
648,37.771366908,-122.399043696,2025-09
649,37.781538062,-122.448850916,2023-09
650,37.789899886,-122.411265644,2024-11
651,37.781243136,-122.480589413,2014-05
652,37.737927081,-122.50592832,2007-04
653,37.778797888,-122.422520702,2025-09
654,37.773337656,-122.409148509,2022-03
655,37.774547868,-122.426728379,2003-08
656,37.771920991,-122.404536565,2021-05
657,37.710952713,-122.430827879,2011-03
658,37.770062945,-122.450243942,1998-05
659,37.747157435,-122.423541883,2000-07
660,37.769067425,-122.420926624,2011-08
661,37.772421792,-122.454115905,1999-12
662,37.771847007,-122.43292449,2000-01
663,37.72950677,-122.411485686,2015-09
664,37.80120587,-122.431333572,1997-06
665,37.750239237,-122.411600558,2015-09
666,37.785559972,-122.416226912,2013-03
667,37.781968249,-122.439327447,2024-12
668,37.773019776,-122.417140616,2000-03
669,37.722599602,-122.440955207,1999-07
670,37.753352414,-122.475410238,2012-07
671,37.727123612,-122.434343493,1999-10
672,37.71563204,-122.48076751,2018-04
673,37.764485015,-122.429949514,2003-06
674,37.773456716,-122.446065376,1997-07
675,37.784240454,-122.475899822,2011-06
676,37.798698699,-122.42991376,1998-03
677,37.722727037,-122.436194485,2025-01
678,37.794514775,-122.418943711,2008-03
679,37.789478818,-122.414561131,2022-11
680,37.718515125,-122.428523091,2019-12
681,37.778165904,-122.464008697,2001-09
682,37.77299247,-122.476157907,2012-12
683,37.761742053,-122.448455362,2006-09
684,37.718931085,-122.433829194,2007-08
685,37.78832457,-122.393911345,2023-05
686,37.720912686,-122.396458284,2007-08
687,37.783388956,-122.409832446,2000-12
688,37.752241863,-122.446492217,2008-05
689,37.802792206,-122.435843932,1999-07
690,37.781287653,-122.411318099,2013-10
691,37.755407602,-122.469437988,2001-05
692,37.722014865,-122.435855745,2019-09
693,37.742949645,-122.420904705,1999-08
694,37.754372387,-122.494686607,1997-05
695,37.779530959,-122.413542707,2012-08
696,37.786268442,-122.412997235,2006-11
