ZIP,TRACT,RES_RATIO
94102,6075012302,0.046172426607209216
94102,6075012100,0.015143069490895578
94102,6075017602,0.0
94102,6075012404,0.0405982905982906
94102,6075016300,0.04672984020810108
94102,6075061501,0.0
94102,6075016102,0.025687476774433296
94102,6075012204,0.002183203270159792
94102,6075011700,0.0013935340022296545
94102,6075012502,0.10994983277591973
94102,6075016801,0.0438034188034188
94102,6075012301,0.06489223337049424
94102,6075012504,0.026848755109624676
94102,6075012405,0.120958751393534
94102,6075012403,0.040923448532144184
94102,6075012503,0.12676514306949088
94102,6075012406,0.015189520624303232
94102,6075016802,0.10307506503158677
94102,6075016200,0.11125046451133408
94102,6075016000,0.058435525826830176
94103,6075018000,0.05656808803301238
94103,6075017801,0.03915921595598349
94103,6075017804,0.11206155433287483
94103,6075060702,0.01985900962861073
94103,6075017604,0.13067400275103164
94103,6075020201,0.03615027510316369
94103,6075022802,4.298486932599725e-05
94103,6075017803,0.052742434662998626
94103,6075020101,0.10518397524071527
94103,6075020300,0.015474552957359009
94103,6075061501,0.012164718019257222
94103,6075017700,0.08141334250343879
94103,6075020102,0.046165749656121045
94103,6075017602,0.07977991746905089
94103,6075017603,0.12212001375515819
94103,6075012503,0.0
94103,6075022704,4.298486932599725e-05
94103,6075020202,0.09039718019257222
94105,6075061503,0.2727997872906142
94105,6075010500,0.010635469290082425
94105,6075061507,0.12372595940795887
94105,6075061506,0.2605689976070194
94105,6075061501,0.12585305326597537
94105,6075061508,0.032704068067003454
94105,6075061505,0.05778604980944784
94105,6075061504,0.11592661526189843
94107,6075060703,0.06481983536254744
94107,6075017801,0.08098782471533494
94107,6075061402,0.06812244294375709
94107,6075010500,0.0
94107,6075061508,0.048849016611623206
94107,6075017804,0.035983634840045346
94107,6075060702,0.050426381426529304
94107,6075022903,0.0
94107,6075060701,0.028047518115049047
94107,6075022702,0.057327352491743484
94107,6075018000,0.09686005816532756
94107,6075061401,0.07186868437915907
94107,6075022600,0.13244935180164638
94107,6075061503,0.0301178094346133
94107,6075061504,0.012865381771577858
94107,6075980900,0.017597476216296152
94107,6075061502,0.08680435747030117
94107,6075022802,4.9292650465815544e-05
94107,6075022704,0.11682358160398285
94108,6075012100,0.07154155006691812
94108,6075011200,0.1950358924443363
94108,6075011800,0.08687188222411485
94108,6075011901,0.031147341525733056
94108,6075010800,0.02530721498965811
94108,6075011300,0.10354057671249543
94108,6075011902,0.28008273512592774
94108,6075011700,0.08078841708237011
94108,6075061102,0.08626353570994039
94108,6075061101,0.0394208541185059
94109,6075010202,0.037926708139474095
94109,6075013101,0.06694024779131162
94109,6075015900,0.014297663233833446
94109,6075015500,0.030660254064509385
94109,6075010800,0.02676564378692038
94109,6075012404,0.01704218725495321
94109,6075011200,0.028255528255528257
94109,6075012001,0.03311725652151184
94109,6075013001,0.002875215641173088
94109,6075013102,0.041873595065084424
94109,6075012100,0.04260546813738303
94109,6075010201,0.041141721992785825
94109,6075010902,0.04061895551257253
94109,6075012302,0.02044016937633959
94109,6075011901,0.04252705316535104
94109,6075012901,0.007606252287103351
94109,6075012203,0.030634115740498718
94109,6075012204,0.0449056406503215
94109,6075015100,0.05870667572795232
94109,6075015201,0.03259449004129855
94109,6075011102,0.04189973338909509
94109,6075012406,0.02433477965392859
94109,6075011002,0.034842385906215696
94109,6075012403,0.007553975639082022
94109,6075012002,0.035391290710439643
94109,6075012902,0.00033979821213863764
94109,6075011101,0.046892153275132
94109,6075012202,0.04433059752208689
94109,6075016000,0.025798525798525797
94109,6075011001,0.04349417115374562
94109,6075010901,0.0335877463537038
94110,6075022803,0.05627919215841063
94110,6075020802,0.039503980001315706
94110,6075025100,0.0469048088941517
94110,6075025300,0.06417340964410236
94110,6075025403,0.029373067561344647
94110,6075022901,0.05456877836984409
94110,6075020702,0.0440760476284455
94110,6075020300,0.001348595487139004
94110,6075020701,0.05364778632984672
94110,6075020102,0.02555752910992698
94110,6075020601,0.0007236366028550754
94110,6075025200,0.0748963883955003
94110,6075020201,0.014012236037102822
94110,6075022902,0.027432405762778764
94110,6075021500,0.025886454838497466
94110,6075021800,0.0024669429642786658
94110,6075021100,0.0045391750542727455
94110,6075017700,0.007828432339977633
94110,6075021000,0.07828432339977633
94110,6075022903,0.03861588053417538
94110,6075025401,0.045523320834155646
94110,6075022802,0.02401157818564568
94110,6075021400,0.00322347213999079
94110,6075022801,0.08081705150976909
94110,6075020900,0.06391026906124597
94110,6075020801,0.05479902637984343
94110,6075025402,0.03664232616275245
94110,6075020602,0.0009538846128544175
94112,6075025501,0.056126726382208884
94112,6075030900,0.0007501213431584521
94112,6075031402,0.04650752327582403
94112,6075026201,0.044168909676565324
