ZIP,TRACT,RES_RATIO
94108,6075061101,0.03937294932555596
94108,6075011700,0.08227002065864625
94108,6075011300,0.15092963908129786
94108,6075061102,0.08615870701178759
94108,6075011902,0.2793778101834974
94108,6075011800,0.08287762790132458
94108,6075012100,0.07145461173897193
94108,6075011901,0.031109490825130634
94108,6075010800,0.02527646129541864
94108,6075011200,0.1511726819783692
94107,6075010500,0.0
94107,6075022802,4.941199723292816e-05
94107,6075061402,0.06813914418420793
94107,6075061401,0.07204269196560925
94107,6075022704,0.11700760944757387
94107,6075022600,0.13153473663405474
94107,6075061502,0.09847811048522581
94107,6075061504,0.012896531277794249
94107,6075980900,0.017590671014922423
94107,6075017801,0.08083802747307046
94107,6075060702,0.050449649174819644
94107,6075017804,0.03607075798003755
94107,6075060703,0.06507560035576639
94107,6075022702,0.057614388773594226
94107,6075022903,0.0
94107,6075061508,0.0489672892578318
94107,6075061503,0.030190730309319104
94107,6075018000,0.09645221859867575
94107,6075060701,0.01660243107026386
94109,6075012100,0.04278735028367304
94109,6075013001,0.0028892624500945576
94109,6075013102,0.04207816768228619
94109,6075012404,0.01712544652237865
94109,6075013101,0.06724101702038243
94109,6075012202,0.04454717377600336
94109,6075010800,0.0268438747636058
94109,6075015100,0.059019752048749735
94109,6075012302,0.020540029417944947
94109,6075012002,0.03409329691111578
94109,6075010201,0.041342719058625764
94109,6075012001,0.033279050220634585
94109,6075011101,0.046911115780626185
94109,6075011901,0.04270855221685228
94109,6075012406,0.024453666736709394
94109,6075012403,0.007564614414793024
94109,6075012203,0.030783778104643833
94109,6075012902,0.00034145828955662954
94109,6075011002,0.033620508510191216
94109,6075010902,0.040817398613154025
94109,6075011200,0.028314772010926664
94109,6075015201,0.032779995797436436
94109,6075010901,0.03375183862155915
94109,6075012901,0.007643412481613784
94109,6075015900,0.014367514183652027
94109,6075011001,0.04370666106324858
94109,6075010202,0.03711388947257827
94109,6075015500,0.03081004412691742
94109,6075012204,0.04512502626602227
94109,6075016000,0.02589829796175667
94109,6075011102,0.04150031519226728
94133,6075010600,0.1441736637313127
94133,6075061101,0.013721073110792546
94133,6075011300,0.03658952829544679
94133,6075010701,0.09475049491432862
94133,6075061102,0.020069629326233872
94133,6075010402,0.09987029831387809
94133,6075010702,0.052563314902041094
94133,6075010901,0.00402757867431224
94133,6075010201,0.004641955082258175
94133,6075010500,0.0002730561813093044
94133,6075010800,0.10266912417229845
94133,6075010101,0.11884770291487473
94133,6075010102,0.06055020820533825
94133,6075010202,0.0037545224930029355
94133,6075010401,0.08341866338999249
94133,6075010300,0.1600791862925797
94124,6075023003,0.09206020546308832
94124,6075023001,0.10089989647208729
94124,6075025100,7.963685593692761e-05
94124,6075061200,0.09532531655650235
94124,6075980600,0.053515967189615356
94124,6075061000,0.043800270765310186
94124,6075023103,0.12861352233813808
94124,6075980900,0.007246953890260413
94124,6075023102,0.10002389105678108
94124,6075025702,0.0007167317034323485
94124,6075023300,0.11650872023572509
94124,6075023200,0.15242494226327943
94124,6075023400,0.10878394520984312
94124,6075010500,0.0
94114,6075021400,0.06451612903225806
94114,6075016700,0.0010681478316599017
94114,6075016900,0.09960478530228584
94114,6075020401,0.09121982482375561
94114,6075020602,0.06729331339457381
94114,6075030102,0.008117923520615253
94114,6075020402,0.03375347148045289
94114,6075020300,0.08732108523819697
94114,6075020601,0.08539841914120914
94114,6075017000,0.08977782525101474
94114,6075020500,0.10612048707541123
94114,6075017101,0.003204443494979705
94114,6075021100,0.1054261909848323
94114,6075021300,0.059976500747703484
94114,6075021200,0.08422345652638324
94114,6075016801,0.006035035248878445
94114,6075030500,0.006942960905789362
94122,6075030101,0.06156826412869536
94122,6075035202,0.07752884696369915
94122,6075032700,0.09955360902888907
94122,6075030201,0.08093994778067885
94122,6075030301,0.1026699233555125
94122,6075032602,0.0694432746567843
94122,6075032902,0.03592183946769982
94122,6075035101,0.056177882590752126
94122,6075032802,0.04607091720710856
94122,6075030302,0.021056177882590753
94122,6075035201,0.06931693758948876
94122,6075032601,0.09003621662595805
94122,6075030202,0.1042701928745894
94122,6075980300,0.0048008085572306914
94122,6075035102,0.05407226480249305
94122,6075030102,0.02657289648782953
94122,6075035300,0.0
94102,6075012301,0.06519587045679535
94102,6075016300,0.04657521331259134
94102,6075012405,0.1227077735350964
94102,6075016802,0.10700985244896997
94102,6075011700,0.001414227124876255
94102,6075012504,0.027294583510111724
94102,6075012403,0.04162541837552444
94102,6075012302,0.046858058737566585
94102,6075012204,0.0022156224956394665
94102,6075012406,0.010370998915759204
94102,6075012503,0.12497053693489842
94102,6075016200,0.11238391552349974
94102,6075016801,0.04181398199217461
94102,6075012100,0.015273652948663556
94102,6075061501,0.0
94102,6075016102,0.026116060906048177
94102,6075012404,0.04129543204638665
94102,6075016000,0.05925611653231509
94102,6075012502,0.10762268420308302
94158,6075060702,0.038866930171278
94158,6075060701,0.6693017127799736
94158,6075022600,0.0004940711462450593
94158,6075060703,0.2913372859025033
94117,6075016101,0.011701755263289494
94117,6075030102,0.03790568585287793
94117,6075016102,0.0008501275191278692
94117,6075016802,0.00900135020253038
94117,6075016300,0.0570085512826924
94117,6075015702,0.009951492723908587
94117,6075016801,0.062009301395209285
94117,6075016400,0.1013652047807171
94117,6075980300,0.010051507726158924
94117,6075016500,0.12446867030054508
94117,6075015701,0.011851777766665
94117,6075017102,0.09066359953993099
94117,6075016700,0.12596889533430014
94117,6075017101,0.09856478471770766
94117,6075016900,0.002650397559633945
94117,6075015802,0.02080312046807021
94117,6075017000,0.03355503325498825
94117,6075016602,0.059758963844576685
94117,6075030101,0.032754913236985546
94117,6075016601,0.09911486723008452
94112,6075031302,0.00027047739259793537
94112,6075026002,0.04377225803543254
94112,6075031100,0.03507190190686562
94112,6075025403,0.02745345534869044
94112,6075031401,0.029887751882071857
94112,6075025600,0.03299824189694811
94112,6075026001,0.06405806248027769
94112,6075980501,0.0008565117432267953
94112,6075026303,0.05193165937880359
94112,6075031202,0.03552269756119551
94112,6075026003,0.05702565027273137
94112,6081600701,0.0
94112,6075025501,0.0485506919713294
94112,6075031000,0.04850561240589641
94112,6075026302,0.04539512239102015
94112,6075026004,0.0476941802281026
94112,6075031201,0.07785240950277239
94112,6075026100,0.10801063877744219
94112,6075030800,0.0012622278321236984
