zip,tract,res_ratio
94102,6075012401,0.0839525234005596
94102,6075012301,0.0665347872237768
94102,6075016802,0.107256585930715
94102,6075016300,0.0475248480169834
94102,6075011700,0.00139920872334266
94102,6075012501,0.134517031747563
94102,6075012302,0.0477178423236514
94102,6075061500,0.0
94102,6075016200,0.1150246067741
94102,6075016801,0.0427964875036186
94102,6075012100,0.0156325388401042
94102,6075012201,0.00226768310334845
94102,6075012402,0.133793303097558
94102,6075017601,0.0
94102,6075016000,0.0606484608704043
94102,6075012502,0.114204380970761
94102,6075016100,0.0267297114735115
94103,6075017802,0.145599601096983
94103,6075022704,0.000398903016704063
94103,6075022802,4.98628770880079e-05
94103,6075061500,0.00683121416105709
94103,6075017801,0.0454250810271752
94103,6075012402,0.0
94103,6075020100,0.144652206432311
94103,6075020200,0.145001246571927
94103,6075060700,0.0226876090750436
94103,6075018000,0.0487658937920718
94103,6075017601,0.35617053103964
94103,6075020300,0.0173522812266267
94103,6075017700,0.0670655696833707
94105,6075010500,0.0
94105,6075061500,1.0
94107,6075010500,0.0
94107,6075060700,0.140321132941059
94107,6075022802,4.98653635185e-05
94107,6075022704,0.117732123267178
94107,6075022600,0.131694425052358
94107,6075980900,0.0195970878627705
94107,6075017801,0.0818290615338585
94107,6075022702,0.057644360227386
94107,6075061500,0.178418270669193
94107,6075022903,0.0
94107,6075061400,0.141168844120873
94107,6075017802,0.0358531963698015
94107,6075018000,0.0956916325920015
94108,6075011700,0.0933577087141986
94108,6075011300,0.132602071907373
94108,6075060100,0.0
94108,6075011902,0.268129189518586
94108,6075011800,0.0882388787324801
94108,6075061100,0.125167580743449
94108,6075012100,0.0715417428397318
94108,6075011901,0.0312004875076173
94108,6075010800,0.025350396099939
94108,6075011200,0.164411943936624
94109,6075012100,0.0433485994248588
94109,6075015200,0.0305676855895196
94109,6075012401,0.0250292895942059
94109,6075010800,0.0271061880924486
94109,6075013101,0.0679518585578868
94109,6075015100,0.0540526147619554
